champion,itemId,item_name,core_rank,avg_min,win_rate,count
가렌,6631,발걸음 분쇄기,1,13.7,48.8,791
가렌,3078,삼위일체,1,14.3,44.44,9
가렌,3071,칠흑의 양날 도끼,1,12.5,50.0,6
가렌,3068,태양불꽃 방패,1,17.3,0.0,3
가렌,6695,독사의 송곳니,1,10.3,66.67,3
가렌,2525,원형질 안전벨트,1,13.5,0.0,2
가렌,3065,정령의 형상,1,11.0,0.0,2
가렌,3742,망자의 갑옷,1,13.0,0.0,2
가렌,3046,유령 무희,1,16.0,100.0,1
가렌,3143,란두인의 예언,1,15.0,0.0,1
가렌,6664,공허한 광휘,1,11.0,0.0,1
가렌,3046,유령 무희,2,6.2,52.23,314
가렌,3097,폭풍갈퀴,2,7.2,59.46,111
가렌,3161,쇼진의 창,2,7.5,50.0,46
가렌,3071,칠흑의 양날 도끼,2,6.6,47.5,40
가렌,3742,망자의 갑옷,2,7.6,28.57,35
가렌,6695,독사의 송곳니,2,6.8,33.33,27
가렌,3033,필멸자의 운명,2,6.7,45.83,24
가렌,3053,스테락의 도전,2,7.2,61.11,18
가렌,6631,발걸음 분쇄기,2,5.8,50.0,8
가렌,3078,삼위일체,2,6.2,60.0,5
가렌,4401,대자연의 힘,2,7.2,40.0,5
가렌,3075,가시 갑옷,2,5.0,33.33,3
가렌,2502,끝없는 절망,2,11.5,0.0,2
가렌,2512,악마사냥꾼의 화살,2,7.0,0.0,2
가렌,3181,선체파괴자,2,5.5,100.0,2
가렌,2504,케이닉 루컨,2,12.0,0.0,1
가렌,3036,도미닉 경의 인사,2,7.0,100.0,1
가렌,3091,마법사의 최후,2,6.0,100.0,1
가렌,3143,란두인의 예언,2,13.0,0.0,1
가렌,3146,마법공학 총검,2,5.0,0.0,1
가렌,3190,강철의 솔라리 펜던트,2,11.0,100.0,1
가렌,6333,죽음의 무도,2,9.0,0.0,1
가렌,3742,망자의 갑옷,3,6.0,61.64,73
가렌,3161,쇼진의 창,3,5.9,47.22,72
가렌,3031,무한의 대검,3,6.8,50.88,57
가렌,3033,필멸자의 운명,3,5.0,63.16,57
가렌,3053,스테락의 도전,3,5.9,36.84,38
가렌,3046,유령 무희,3,4.6,73.53,34
가렌,3071,칠흑의 양날 도끼,3,5.9,47.62,21
가렌,4401,대자연의 힘,3,6.0,53.33,15
가렌,6695,독사의 송곳니,3,4.9,42.86,14
가렌,3097,폭풍갈퀴,3,5.3,50.0,12
가렌,3036,도미닉 경의 인사,3,6.5,50.0,4
가렌,3143,란두인의 예언,3,5.0,50.0,4
가렌,2525,원형질 안전벨트,3,3.0,50.0,2
가렌,3002,개척자,3,6.0,50.0,2
가렌,3078,삼위일체,3,5.5,0.0,2
가렌,6333,죽음의 무도,3,8.0,50.0,2
가렌,3026,수호 천사,3,7.0,0.0,1
가렌,3156,맬모셔스의 아귀,3,4.0,0.0,1
가렌,3181,선체파괴자,3,7.0,100.0,1
갈리오,6664,공허한 광휘,1,12.9,47.91,2321
갈리오,3152,마법공학 로켓 벨트,1,12.5,50.49,1416
갈리오,6657,영겁의 지팡이,1,12.0,50.0,230
갈리오,3068,태양불꽃 방패,1,13.7,50.56,180
갈리오,4646,폭풍 쇄도,1,12.6,54.42,147
갈리오,2524,밴들파이프,1,12.4,51.09,92
갈리오,3190,강철의 솔라리 펜던트,1,14.4,45.31,64
갈리오,2065,슈렐리아의 군가,1,11.0,61.54,52
갈리오,6653,리안드리의 고통,1,13.0,37.5,32
갈리오,4633,균열 생성기,1,14.4,54.84,31
갈리오,3116,라일라이의 수정홀,1,13.3,36.84,19
갈리오,2525,원형질 안전벨트,1,14.2,75.0,16
갈리오,3110,얼어붙은 심장,1,14.1,76.92,13
갈리오,4645,그림자불꽃,1,11.6,72.73,11
갈리오,3075,가시 갑옷,1,14.8,0.0,8
갈리오,3002,개척자,1,14.0,60.0,5
갈리오,3050,지크의 융합,1,12.0,60.0,5
갈리오,3107,구원,1,13.0,20.0,5
갈리오,2504,케이닉 루컨,1,14.3,75.0,4
갈리오,3157,존야의 모래시계,1,16.3,33.33,3
갈리오,3742,망자의 갑옷,1,18.3,33.33,3
갈리오,4629,우주의 추진력,1,13.3,66.67,3
갈리오,6655,루덴의 메아리,1,11.7,33.33,3
갈리오,2502,끝없는 절망,1,12.0,0.0,2
갈리오,3089,라바돈의 죽음모자,1,13.0,100.0,2
갈리오,8010,핏빛 저주,1,15.5,50.0,2
갈리오,8020,심연의 가면,1,17.0,0.0,2
갈리오,2503,어둠불꽃 횃불,1,14.0,0.0,1
갈리오,2522,실체화 장비,1,14.0,0.0,1
갈리오,3065,정령의 형상,1,18.0,0.0,1
갈리오,3084,강철심장,1,17.0,0.0,1
갈리오,3109,기사의 맹세,1,13.0,100.0,1
갈리오,3119,혹한의 손길,1,14.0,0.0,1
갈리오,3146,마법공학 총검,1,12.0,100.0,1
갈리오,3165,모렐로노미콘,1,16.0,0.0,1
갈리오,4633,균열 생성기,2,9.6,51.8,1664
갈리오,3157,존야의 모래시계,2,9.5,56.07,667
갈리오,4645,그림자불꽃,2,8.5,51.12,178
갈리오,3075,가시 갑옷,2,8.3,48.05,77
갈리오,4646,폭풍 쇄도,2,7.5,54.55,77
갈리오,3110,얼어붙은 심장,2,8.2,58.67,75
갈리오,3152,마법공학 로켓 벨트,2,6.9,70.0,40
갈리오,2524,밴들파이프,2,6.4,44.74,38
갈리오,8010,핏빛 저주,2,8.6,52.63,38
갈리오,6653,리안드리의 고통,2,8.8,45.95,37
갈리오,3190,강철의 솔라리 펜던트,2,8.9,44.44,36
갈리오,4629,우주의 추진력,2,8.2,61.11,36
갈리오,6664,공허한 광휘,2,6.4,66.67,30
갈리오,2525,원형질 안전벨트,2,9.7,55.17,29
갈리오,3143,란두인의 예언,2,8.6,52.17,23
갈리오,2065,슈렐리아의 군가,2,7.6,61.9,21
갈리오,2504,케이닉 루컨,2,9.2,61.11,18
갈리오,3089,라바돈의 죽음모자,2,9.9,68.75,16
갈리오,3116,라일라이의 수정홀,2,7.7,61.54,13
갈리오,3165,모렐로노미콘,2,8.2,53.85,13
갈리오,3109,기사의 맹세,2,8.8,50.0,12
갈리오,3068,태양불꽃 방패,2,5.2,45.45,11
갈리오,3135,공허의 지팡이,2,8.9,72.73,11
갈리오,3050,지크의 융합,2,9.4,55.56,9
갈리오,3137,무덤꽃,2,9.1,33.33,9
갈리오,3222,미카엘의 축복,2,10.0,77.78,9
갈리오,6665,해신 작쇼,2,11.0,77.78,9
갈리오,8020,심연의 가면,2,10.3,66.67,9
갈리오,2502,끝없는 절망,2,7.9,87.5,8
갈리오,3002,개척자,2,8.7,57.14,7
갈리오,3107,구원,2,7.2,66.67,6
갈리오,3100,리치베인,2,8.3,25.0,4
갈리오,3102,밴시의 장막,2,9.5,75.0,4
갈리오,3119,혹한의 손길,2,4.0,50.0,4
갈리오,4401,대자연의 힘,2,9.0,100.0,4
갈리오,6657,영겁의 지팡이,2,3.8,0.0,3
갈리오,2510,황혼과 새벽,2,9.0,0.0,2
갈리오,3742,망자의 갑옷,2,6.5,100.0,2
갈리오,3084,강철심장,2,6.0,0.0,1
갈리오,4005,제국의 명령,2,5.0,0.0,1
갈리오,3157,존야의 모래시계,3,8.0,56.64,535
갈리오,3137,무덤꽃,3,7.2,52.59,116
갈리오,4633,균열 생성기,3,6.4,64.44,90
갈리오,3089,라바돈의 죽음모자,3,7.3,54.88,82
갈리오,3075,가시 갑옷,3,6.7,38.71,62
갈리오,4645,그림자불꽃,3,6.6,70.97,62
갈리오,3110,얼어붙은 심장,3,7.1,58.54,41
갈리오,3143,란두인의 예언,3,7.7,62.07,29
갈리오,8010,핏빛 저주,3,6.3,44.83,29
갈리오,3165,모렐로노미콘,3,6.1,60.71,28
갈리오,3135,공허의 지팡이,3,6.3,52.0,25
갈리오,2524,밴들파이프,3,5.2,69.57,23
갈리오,2525,원형질 안전벨트,3,6.8,68.75,16
갈리오,6653,리안드리의 고통,3,5.0,43.75,16
갈리오,3152,마법공학 로켓 벨트,3,6.2,50.0,12
갈리오,4629,우주의 추진력,3,5.8,60.0,10
갈리오,8020,심연의 가면,3,7.4,40.0,10
갈리오,3109,기사의 맹세,3,7.1,66.67,9
갈리오,3116,라일라이의 수정홀,3,6.1,75.0,8
갈리오,6664,공허한 광휘,3,7.7,37.5,8
갈리오,2065,슈렐리아의 군가,3,6.8,57.14,7
갈리오,2504,케이닉 루컨,3,8.9,57.14,7
갈리오,3102,밴시의 장막,3,6.6,71.43,7
갈리오,4646,폭풍 쇄도,3,5.3,57.14,7
갈리오,6665,해신 작쇼,3,10.7,50.0,6
갈리오,3107,구원,3,7.4,60.0,5
갈리오,4401,대자연의 힘,3,8.2,100.0,5
갈리오,3050,지크의 융합,3,6.5,25.0,4
갈리오,4005,제국의 명령,3,6.0,0.0,4
갈리오,3002,개척자,3,6.7,33.33,3
갈리오,3190,강철의 솔라리 펜던트,3,7.7,66.67,3
갈리오,3065,정령의 형상,3,6.5,100.0,2
갈리오,3100,리치베인,3,6.5,50.0,2
갈리오,3119,혹한의 손길,3,4.0,50.0,2
갈리오,3742,망자의 갑옷,3,4.5,50.0,2
갈리오,2502,끝없는 절망,3,6.0,100.0,1
갈리오,2510,황혼과 새벽,3,0.0,100.0,1
갈리오,3222,미카엘의 축복,3,7.5,100.0,1
갈리오,6657,영겁의 지팡이,3,10.0,100.0,1
갱플랭크,3508,정수 약탈자,1,11.8,52.11,2278
갱플랭크,3078,삼위일체,1,12.7,53.83,366
갱플랭크,6676,징수의 총,1,13.6,40.0,5
갱플랭크,2510,황혼과 새벽,1,11.5,0.0,2
갱플랭크,6695,독사의 송곳니,1,11.5,100.0,2
갱플랭크,2504,케이닉 루컨,1,18.0,0.0,1
갱플랭크,3142,요우무의 유령검,1,13.0,100.0,1
갱플랭크,3143,란두인의 예언,1,20.0,100.0,1
갱플랭크,6696,원칙의 원형낫,1,18.0,0.0,1
갱플랭크,6676,징수의 총,2,6.8,55.66,1308
갱플랭크,3036,도미닉 경의 인사,2,7.6,55.1,343
갱플랭크,3033,필멸자의 운명,2,6.7,47.35,245
갱플랭크,6695,독사의 송곳니,2,6.3,49.68,157
갱플랭크,6673,불멸의 철갑궁,2,7.5,54.79,73
갱플랭크,3031,무한의 대검,2,7.0,54.55,33
갱플랭크,3161,쇼진의 창,2,6.8,62.07,29
갱플랭크,3156,맬모셔스의 아귀,2,7.6,57.14,21
갱플랭크,3508,정수 약탈자,2,2.3,58.33,12
갱플랭크,3032,윤 탈 야생화살,2,6.8,60.0,10
갱플랭크,3142,요우무의 유령검,2,7.3,33.33,9
갱플랭크,2520,요새파괴자,2,6.9,57.14,7
갱플랭크,3078,삼위일체,2,2.0,66.67,6
갱플랭크,6675,나보리 명멸검,2,6.7,83.33,6
갱플랭크,3118,악의,2,6.3,25.0,4
갱플랭크,3097,폭풍갈퀴,2,5.3,100.0,3
갱플랭크,3181,선체파괴자,2,8.5,0.0,2
갱플랭크,2512,악마사냥꾼의 화살,2,5.0,0.0,1
갱플랭크,2523,마법광학 장치 C44,2,9.0,100.0,1
갱플랭크,3143,란두인의 예언,2,4.0,100.0,1
갱플랭크,6333,죽음의 무도,2,5.0,100.0,1
갱플랭크,6609,화공 펑크 사슬검,2,11.0,100.0,1
갱플랭크,6653,리안드리의 고통,2,6.0,0.0,1
갱플랭크,6662,얼어붙은 건틀릿,2,7.0,0.0,1
갱플랭크,3031,무한의 대검,3,6.2,56.82,623
갱플랭크,3033,필멸자의 운명,3,5.2,50.78,258
갱플랭크,3036,도미닉 경의 인사,3,6.0,58.3,223
갱플랭크,6676,징수의 총,3,5.4,61.39,202
갱플랭크,6673,불멸의 철갑궁,3,5.3,60.8,176
갱플랭크,6695,독사의 송곳니,3,5.0,55.0,80
갱플랭크,3156,맬모셔스의 아귀,3,4.5,70.0,10
갱플랭크,3161,쇼진의 창,3,5.6,70.0,10
갱플랭크,3142,요우무의 유령검,3,4.0,87.5,8
갱플랭크,6333,죽음의 무도,3,5.0,33.33,3
갱플랭크,2520,요새파괴자,3,5.5,100.0,2
갱플랭크,3097,폭풍갈퀴,3,5.0,50.0,2
갱플랭크,3118,악의,3,3.0,50.0,2
갱플랭크,3508,정수 약탈자,3,0.0,50.0,2
갱플랭크,6653,리안드리의 고통,3,4.5,50.0,2
갱플랭크,2512,악마사냥꾼의 화살,3,3.0,100.0,1
갱플랭크,2524,밴들파이프,3,5.0,100.0,1
갱플랭크,3053,스테락의 도전,3,7.0,100.0,1
갱플랭크,3065,정령의 형상,3,4.0,0.0,1
갱플랭크,3110,얼어붙은 심장,3,3.3,100.0,1
갱플랭크,3143,란두인의 예언,3,3.0,100.0,1
갱플랭크,3179,그림자 검,3,8.0,0.0,1
갱플랭크,3181,선체파괴자,3,5.0,100.0,1
갱플랭크,6610,갈라진 하늘,3,3.0,0.0,1
갱플랭크,6675,나보리 명멸검,3,5.0,0.0,1
갱플랭크,6696,원칙의 원형낫,3,7.0,0.0,1
갱플랭크,6701,기회,3,3.0,100.0,1
그라가스,6657,영겁의 지팡이,1,13.1,49.74,573
그라가스,3152,마법공학 로켓 벨트,1,14.0,52.97,202
그라가스,3003,대천사의 지팡이,1,12.8,50.0,172
그라가스,4629,우주의 추진력,1,15.4,51.95,154
그라가스,3100,리치베인,1,13.5,52.76,127
그라가스,6655,루덴의 메아리,1,12.0,47.06,119
그라가스,2524,밴들파이프,1,12.8,53.49,43
그라가스,3119,혹한의 손길,1,13.7,56.1,41
그라가스,4646,폭풍 쇄도,1,10.9,55.56,36
그라가스,3190,강철의 솔라리 펜던트,1,14.8,64.29,14
그라가스,2522,실체화 장비,1,10.9,7.69,13
그라가스,3110,얼어붙은 심장,1,14.6,42.86,7
그라가스,2525,원형질 안전벨트,1,14.8,33.33,6
그라가스,3107,구원,1,14.7,50.0,6
그라가스,3068,태양불꽃 방패,1,14.3,50.0,4
그라가스,3050,지크의 융합,1,11.0,50.0,2
그라가스,4005,제국의 명령,1,12.0,0.0,2
그라가스,2526,속삭이는 머리띠,1,17.0,100.0,1
그라가스,3002,개척자,1,19.0,100.0,1
그라가스,3065,정령의 형상,1,19.0,0.0,1
그라가스,3084,강철심장,1,15.0,100.0,1
그라가스,3109,기사의 맹세,1,16.0,0.0,1
그라가스,3118,악의,1,15.0,100.0,1
그라가스,3157,존야의 모래시계,1,18.0,0.0,1
그라가스,3222,미카엘의 축복,1,16.0,0.0,1
그라가스,6653,리안드리의 고통,1,10.0,0.0,1
그라가스,6664,공허한 광휘,1,14.0,0.0,1
그라가스,8010,핏빛 저주,1,16.0,100.0,1
그라가스,3119,혹한의 손길,2,5.9,55.94,345
그라가스,3003,대천사의 지팡이,2,6.8,49.75,199
그라가스,4629,우주의 추진력,2,7.8,52.57,175
그라가스,3100,리치베인,2,7.6,53.85,130
그라가스,4645,그림자불꽃,2,8.1,43.14,102
그라가스,3157,존야의 모래시계,2,8.7,52.63,76
그라가스,3152,마법공학 로켓 벨트,2,6.7,50.0,38
그라가스,3190,강철의 솔라리 펜던트,2,8.8,52.38,21
그라가스,4646,폭풍 쇄도,2,6.8,57.14,21
그라가스,6657,영겁의 지팡이,2,5.8,50.0,16
그라가스,2524,밴들파이프,2,7.4,50.0,10
그라가스,6655,루덴의 메아리,2,4.7,44.44,9
그라가스,2525,원형질 안전벨트,2,9.9,57.14,7
그라가스,3110,얼어붙은 심장,2,6.6,42.86,7
그라가스,3089,라바돈의 죽음모자,2,7.8,33.33,6
그라가스,3109,기사의 맹세,2,7.8,66.67,6
그라가스,2522,실체화 장비,2,7.5,50.0,4
그라가스,3137,무덤꽃,2,7.5,100.0,4
그라가스,4633,균열 생성기,2,4.8,75.0,4
그라가스,3068,태양불꽃 방패,2,10.0,66.67,3
그라가스,3075,가시 갑옷,2,5.3,33.33,3
그라가스,3146,마법공학 총검,2,5.0,66.67,3
그라가스,3165,모렐로노미콘,2,8.3,66.67,3
그라가스,6662,얼어붙은 건틀릿,2,6.7,100.0,3
그라가스,2065,슈렐리아의 군가,2,7.5,50.0,2
그라가스,3002,개척자,2,6.5,100.0,2
그라가스,3102,밴시의 장막,2,9.0,50.0,2
그라가스,8010,핏빛 저주,2,8.3,100.0,2
그라가스,8020,심연의 가면,2,11.0,100.0,2
그라가스,2504,케이닉 루컨,2,7.0,100.0,1
그라가스,3065,정령의 형상,2,7.0,100.0,1
그라가스,3107,구원,2,10.0,0.0,1
그라가스,3143,란두인의 예언,2,13.0,0.0,1
그라가스,3222,미카엘의 축복,2,10.0,100.0,1
그라가스,4005,제국의 명령,2,11.0,0.0,1
그라가스,4628,지평선의 초점,2,11.0,0.0,1
그라가스,3157,존야의 모래시계,3,7.8,56.52,161
그라가스,4629,우주의 추진력,3,7.2,56.56,122
그라가스,4645,그림자불꽃,3,6.8,50.0,48
그라가스,3110,얼어붙은 심장,3,6.5,54.29,35
그라가스,3089,라바돈의 죽음모자,3,8.1,56.0,25
그라가스,3119,혹한의 손길,3,5.1,72.0,25
그라가스,3152,마법공학 로켓 벨트,3,5.9,54.55,22
그라가스,3100,리치베인,3,6.0,61.11,18
그라가스,6655,루덴의 메아리,3,4.0,50.0,16
그라가스,4646,폭풍 쇄도,3,6.7,50.0,14
그라가스,3137,무덤꽃,3,7.0,58.33,12
그라가스,3165,모렐로노미콘,3,6.6,41.67,12
그라가스,2522,실체화 장비,3,5.3,80.0,10
그라가스,3102,밴시의 장막,3,7.5,75.0,8
그라가스,3135,공허의 지팡이,3,6.9,62.5,8
그라가스,3065,정령의 형상,3,5.6,42.86,7
그라가스,8020,심연의 가면,3,7.7,57.14,7
그라가스,2525,원형질 안전벨트,3,6.0,66.67,6
그라가스,3003,대천사의 지팡이,3,4.0,33.33,6
그라가스,6653,리안드리의 고통,3,5.7,50.0,6
그라가스,2524,밴들파이프,3,5.6,60.0,5
그라가스,3075,가시 갑옷,3,6.6,60.0,5
그라가스,3190,강철의 솔라리 펜던트,3,7.0,60.0,5
그라가스,2502,끝없는 절망,3,7.3,50.0,4
그라가스,3002,개척자,3,7.3,75.0,4
그라가스,3107,구원,3,7.0,50.0,4
그라가스,3109,기사의 맹세,3,8.3,75.0,4
그라가스,6665,해신 작쇼,3,8.7,66.67,3
그라가스,8010,핏빛 저주,3,6.0,33.33,3
그라가스,2065,슈렐리아의 군가,3,5.0,50.0,2
그라가스,3143,란두인의 예언,3,6.0,50.0,2
그라가스,6657,영겁의 지팡이,3,5.0,50.0,2
그라가스,2504,케이닉 루컨,3,9.6,0.0,1
그라가스,3083,워모그의 갑옷,3,7.0,100.0,1
그라가스,4401,대자연의 힘,3,8.0,100.0,1
그라가스,4628,지평선의 초점,3,7.0,0.0,1
그레이브즈,3142,요우무의 유령검,1,10.1,46.53,922
그레이브즈,6676,징수의 총,1,10.6,46.6,103
그레이브즈,3179,그림자 검,1,9.9,55.88,68
그레이브즈,6698,불경한 히드라,1,10.3,64.58,48
그레이브즈,3097,폭풍갈퀴,1,10.7,41.67,36
그레이브즈,3508,정수 약탈자,1,11.7,47.06,17
그레이브즈,2520,요새파괴자,1,11.2,33.33,9
그레이브즈,6610,갈라진 하늘,1,11.2,33.33,9
그레이브즈,6697,오만,1,10.6,55.56,9
그레이브즈,6692,월식,1,13.0,25.0,4
그레이브즈,6701,기회,1,7.8,50.0,4
그레이브즈,3071,칠흑의 양날 도끼,1,10.7,66.67,3
그레이브즈,6695,독사의 송곳니,1,10.0,66.67,3
그레이브즈,3072,피바라기,1,12.5,0.0,2
그레이브즈,6699,벼락폭풍검,1,10.0,50.0,2
그레이브즈,3074,굶주린 히드라,1,12.0,0.0,1
그레이브즈,3087,스태틱의 단검,1,17.0,0.0,1
그레이브즈,6675,나보리 명멸검,1,20.0,0.0,1
그레이브즈,6676,징수의 총,2,6.8,49.94,883
그레이브즈,6673,불멸의 철갑궁,2,6.8,73.08,26
그레이브즈,3142,요우무의 유령검,2,5.4,52.0,25
그레이브즈,3097,폭풍갈퀴,2,6.8,34.78,23
그레이브즈,3036,도미닉 경의 인사,2,7.3,47.62,21
그레이브즈,3071,칠흑의 양날 도끼,2,6.7,60.0,20
그레이브즈,3179,그림자 검,2,6.5,35.29,17
그레이브즈,6695,독사의 송곳니,2,5.8,62.5,16
그레이브즈,2520,요새파괴자,2,6.6,72.73,11
그레이브즈,3031,무한의 대검,2,6.7,18.18,11
그레이브즈,3033,필멸자의 운명,2,6.8,10.0,10
그레이브즈,6610,갈라진 하늘,2,6.8,37.5,8
그레이브즈,6701,기회,2,6.1,75.0,8
그레이브즈,3156,맬모셔스의 아귀,2,8.7,100.0,3
그레이브즈,6698,불경한 히드라,2,6.0,100.0,3
그레이브즈,3046,유령 무희,2,9.0,50.0,2
그레이브즈,3814,밤의 끝자락,2,6.0,100.0,2
그레이브즈,2512,악마사냥꾼의 화살,2,5.0,0.0,1
그레이브즈,2517,끝없는 갈망,2,6.0,0.0,1
그레이브즈,3072,피바라기,2,5.0,0.0,1
그레이브즈,3181,선체파괴자,2,8.0,100.0,1
그레이브즈,3508,정수 약탈자,2,6.0,0.0,1
그레이브즈,6696,원칙의 원형낫,2,6.0,100.0,1
그레이브즈,3036,도미닉 경의 인사,3,6.3,51.33,339
그레이브즈,3033,필멸자의 운명,3,5.6,53.5,157
그레이브즈,6673,불멸의 철갑궁,3,5.8,51.52,99
그레이브즈,3031,무한의 대검,3,6.5,54.79,73
그레이브즈,6676,징수의 총,3,5.0,55.0,40
그레이브즈,3156,맬모셔스의 아귀,3,5.9,42.86,21
그레이브즈,6695,독사의 송곳니,3,4.6,76.47,17
그레이브즈,3097,폭풍갈퀴,3,6.1,53.85,13
그레이브즈,3814,밤의 끝자락,3,6.0,37.5,8
그레이브즈,2520,요새파괴자,3,5.7,71.43,7
그레이브즈,3071,칠흑의 양날 도끼,3,5.6,42.86,7
그레이브즈,3179,그림자 검,3,4.1,57.14,7
그레이브즈,3046,유령 무희,3,6.2,50.0,6
그레이브즈,6701,기회,3,5.3,66.67,6
그레이브즈,3142,요우무의 유령검,3,4.0,66.67,3
그레이브즈,2512,악마사냥꾼의 화살,3,1.5,0.0,2
그레이브즈,6609,화공 펑크 사슬검,3,5.5,50.0,2
그레이브즈,6697,오만,3,1.5,50.0,2
그레이브즈,6698,불경한 히드라,3,4.5,100.0,2
그레이브즈,2525,원형질 안전벨트,3,3.0,0.0,1
그레이브즈,3053,스테락의 도전,3,5.0,100.0,1
그레이브즈,3072,피바라기,3,4.0,100.0,1
그레이브즈,3094,고속 연사포,3,7.0,0.0,1
그레이브즈,3100,리치베인,3,5.0,0.0,1
그레이브즈,3153,몰락한 왕의 검,3,0.0,0.0,1
그레이브즈,6333,죽음의 무도,3,8.0,0.0,1
그레이브즈,6694,세릴다의 원한,3,8.0,100.0,1
그레이브즈,6696,원칙의 원형낫,3,5.0,0.0,1
그웬,2510,황혼과 새벽,1,11.2,52.73,1629
그웬,4633,균열 생성기,1,13.0,54.53,1357
그웬,3115,내셔의 이빨,1,11.3,51.24,484
그웬,3100,리치베인,1,12.2,65.22,23
그웬,3146,마법공학 총검,1,12.1,43.75,16
그웬,4629,우주의 추진력,1,14.7,100.0,3
그웬,6657,영겁의 지팡이,1,14.0,100.0,3
그웬,3118,악의,1,11.0,50.0,2
그웬,2065,슈렐리아의 군가,1,14.0,0.0,1
그웬,3091,마법사의 최후,1,16.0,0.0,1
그웬,3152,마법공학 로켓 벨트,1,12.0,100.0,1
그웬,6621,새벽심장,1,12.0,0.0,1
그웬,6653,리안드리의 고통,1,11.0,0.0,1
그웬,8010,핏빛 저주,1,18.0,0.0,1
그웬,8020,심연의 가면,1,15.0,0.0,1
그웬,3115,내셔의 이빨,2,6.9,54.38,1335
그웬,4633,균열 생성기,2,7.2,55.18,879
그웬,2510,황혼과 새벽,2,7.0,61.64,537
그웬,4645,그림자불꽃,2,7.1,53.19,94
그웬,3089,라바돈의 죽음모자,2,8.8,66.67,24
그웬,3146,마법공학 총검,2,6.1,70.59,17
그웬,3118,악의,2,6.3,70.0,10
그웬,8010,핏빛 저주,2,6.3,83.33,6
그웬,3135,공허의 지팡이,2,8.4,80.0,5
그웬,4629,우주의 추진력,2,7.8,80.0,5
그웬,3100,리치베인,2,7.0,25.0,4
그웬,3152,마법공학 로켓 벨트,2,4.5,100.0,4
그웬,2522,실체화 장비,2,6.3,50.0,2
그웬,6653,리안드리의 고통,2,8.0,50.0,2
그웬,3157,존야의 모래시계,2,9.0,0.0,1
그웬,3165,모렐로노미콘,2,7.0,100.0,1
그웬,3222,미카엘의 축복,2,10.0,0.0,1
그웬,4646,폭풍 쇄도,2,7.0,100.0,1
그웬,4633,균열 생성기,3,5.8,62.7,496
그웬,4645,그림자불꽃,3,6.3,56.77,421
그웬,3157,존야의 모래시계,3,6.9,59.51,284
그웬,3089,라바돈의 죽음모자,3,6.6,63.22,261
그웬,3115,내셔의 이빨,3,5.4,62.5,136
그웬,2510,황혼과 새벽,3,6.0,56.76,74
그웬,8010,핏빛 저주,3,5.9,65.0,60
그웬,3135,공허의 지팡이,3,5.8,61.11,54
그웬,4629,우주의 추진력,3,5.2,58.82,17
그웬,3102,밴시의 장막,3,5.4,66.67,15
그웬,3146,마법공학 총검,3,5.4,72.73,11
그웬,3065,정령의 형상,3,6.4,90.0,10
그웬,3110,얼어붙은 심장,3,4.6,90.0,10
그웬,3137,무덤꽃,3,5.7,77.78,9
그웬,3152,마법공학 로켓 벨트,3,3.9,71.43,7
그웬,2522,실체화 장비,3,5.4,40.0,5
그웬,3165,모렐로노미콘,3,5.4,40.0,5
그웬,3143,란두인의 예언,3,7.6,50.0,4
그웬,2504,케이닉 루컨,3,6.0,50.0,2
그웬,3100,리치베인,3,6.5,100.0,2
그웬,6653,리안드리의 고통,3,5.0,100.0,2
그웬,2524,밴들파이프,3,5.0,100.0,1
그웬,3116,라일라이의 수정홀,3,3.0,100.0,1
그웬,4401,대자연의 힘,3,10.0,0.0,1
그웬,8020,심연의 가면,3,4.0,100.0,1
나르,3078,삼위일체,1,14.5,51.33,1839
나르,3071,칠흑의 양날 도끼,1,14.3,50.39,129
나르,3146,마법공학 총검,1,12.2,63.89,36
나르,3302,경계,1,13.6,80.0,10
나르,6631,발걸음 분쇄기,1,14.3,50.0,10
나르,2524,밴들파이프,1,13.6,28.57,7
나르,2504,케이닉 루컨,1,13.0,60.0,5
나르,3091,마법사의 최후,1,14.8,40.0,5
나르,3156,맬모셔스의 아귀,1,16.6,40.0,5
나르,2510,황혼과 새벽,1,15.5,50.0,4
나르,3075,가시 갑옷,1,12.7,50.0,4
나르,3153,몰락한 왕의 검,1,14.3,33.33,3
나르,3142,요우무의 유령검,1,12.5,0.0,2
나르,3143,란두인의 예언,1,15.0,50.0,2
나르,2502,끝없는 절망,1,15.0,100.0,1
나르,2517,끝없는 갈망,1,10.0,100.0,1
나르,2525,원형질 안전벨트,1,13.0,0.0,1
나르,3053,스테락의 도전,1,19.0,0.0,1
나르,3073,실험적 마공학판,1,12.0,0.0,1
나르,3124,구인수의 격노검,1,12.0,0.0,1
나르,3814,밤의 끝자락,1,13.0,100.0,1
나르,6664,공허한 광휘,1,10.0,100.0,1
나르,6672,크라켄 학살자,1,14.0,0.0,1
나르,6692,월식,1,16.0,0.0,1
나르,6695,독사의 송곳니,1,9.0,100.0,1
나르,6697,오만,1,12.0,100.0,1
나르,3071,칠흑의 양날 도끼,2,7.0,52.2,956
나르,3053,스테락의 도전,2,7.2,58.14,301
나르,3091,마법사의 최후,2,6.5,37.8,82
나르,3078,삼위일체,2,6.5,54.39,57
나르,3181,선체파괴자,2,6.4,54.76,42
나르,3143,란두인의 예언,2,6.6,43.75,32
나르,3161,쇼진의 창,2,7.5,47.62,21
나르,3302,경계,2,5.3,50.0,16
나르,2524,밴들파이프,2,4.3,45.45,11
