position,champion,strategy,pick_count,win_count,avg_swap_time,win_rate
JUNGLE,이즈리얼,투명 와드 ➡ 예언자의 렌즈,1,0,120039.0,0.0
JUNGLE,자르반 4세,예언자의 렌즈 (유지),873,452,0.0,51.77548682703323
JUNGLE,자르반 4세,예언자의 렌즈 ➡ 망원형 개조,6,1,1200385.0,16.666666666666664
JUNGLE,자르반 4세,예언자의 렌즈 ➡ 투명 와드,18,11,230077.11111111112,61.111111111111114
JUNGLE,자르반 4세,투명 와드 (유지),60,21,0.0,35.0
JUNGLE,자르반 4세,투명 와드 ➡ 망원형 개조,5,2,888350.0,40.0
JUNGLE,자르반 4세,투명 와드 ➡ 예언자의 렌즈,1761,864,405277.79216354346,49.063032367972745
JUNGLE,자이라,망원형 개조 (유지),5,3,0.0,60.0
JUNGLE,자이라,예언자의 렌즈 (유지),298,159,0.0,53.355704697986575
JUNGLE,자이라,예언자의 렌즈 ➡ 망원형 개조,10,4,966349.7,40.0
JUNGLE,자이라,예언자의 렌즈 ➡ 투명 와드,2,0,60021.0,0.0
JUNGLE,자이라,투명 와드 (유지),42,21,0.0,50.0
JUNGLE,자이라,투명 와드 ➡ 망원형 개조,147,80,767643.7074829933,54.421768707483
JUNGLE,자이라,투명 와드 ➡ 예언자의 렌즈,667,367,393962.6731634183,55.02248875562219
JUNGLE,자크,망원형 개조 (유지),1,1,0.0,100.0
JUNGLE,자크,망원형 개조 ➡ 예언자의 렌즈,1,0,1020369.0,0.0
JUNGLE,자크,예언자의 렌즈 (유지),789,402,0.0,50.950570342205324
JUNGLE,자크,예언자의 렌즈 ➡ 망원형 개조,4,0,1080364.0,0.0
JUNGLE,자크,예언자의 렌즈 ➡ 투명 와드,21,7,148616.0,33.33333333333333
JUNGLE,자크,투명 와드 (유지),16,6,0.0,37.5
JUNGLE,자크,투명 와드 ➡ 망원형 개조,2,0,870310.5,0.0
JUNGLE,자크,투명 와드 ➡ 예언자의 렌즈,1098,627,357365.7431693989,57.103825136612016
JUNGLE,자헨,예언자의 렌즈 (유지),27,11,0.0,40.74074074074074
JUNGLE,자헨,투명 와드 (유지),1,1,0.0,100.0
JUNGLE,자헨,투명 와드 ➡ 예언자의 렌즈,42,25,401593.35714285716,59.523809523809526
JUNGLE,잭스,예언자의 렌즈 (유지),7,3,0.0,42.857142857142854
JUNGLE,잭스,예언자의 렌즈 ➡ 투명 와드,6,4,610240.1666666666,66.66666666666666
JUNGLE,잭스,투명 와드 (유지),121,62,0.0,51.2396694214876
JUNGLE,잭스,투명 와드 ➡ 예언자의 렌즈,13,6,424791.6923076923,46.15384615384615
JUNGLE,제드,망원형 개조 (유지),2,2,0.0,100.0
JUNGLE,제드,예언자의 렌즈 (유지),684,314,0.0,45.90643274853801
JUNGLE,제드,예언자의 렌즈 ➡ 망원형 개조,4,0,945354.5,0.0
JUNGLE,제드,예언자의 렌즈 ➡ 투명 와드,4,3,270097.25,75.0
JUNGLE,제드,투명 와드 (유지),65,24,0.0,36.92307692307693
JUNGLE,제드,투명 와드 ➡ 망원형 개조,13,5,857059.5384615385,38.46153846153847
JUNGLE,제드,투명 와드 ➡ 예언자의 렌즈,1345,666,415534.956133829,49.51672862453532
JUNGLE,제리,예언자의 렌즈 (유지),3,1,0.0,33.33333333333333
JUNGLE,제이스,망원형 개조 (유지),33,17,0.0,51.515151515151516
JUNGLE,제이스,망원형 개조 ➡ 예언자의 렌즈,1,0,780338.0,0.0
JUNGLE,제이스,예언자의 렌즈 (유지),2416,1179,0.0,48.799668874172184
JUNGLE,제이스,예언자의 렌즈 ➡ 망원형 개조,42,19,1068945.9761904762,45.23809523809524
JUNGLE,제이스,예언자의 렌즈 ➡ 투명 와드,26,11,265478.1153846154,42.30769230769231
JUNGLE,제이스,투명 와드 (유지),186,90,0.0,48.38709677419355
JUNGLE,제이스,투명 와드 ➡ 망원형 개조,176,97,720609.375,55.11363636363637
JUNGLE,제이스,투명 와드 ➡ 예언자의 렌즈,4767,2344,406129.652821481,49.17138661632054
JUNGLE,진,투명 와드 (유지),1,0,0.0,0.0
JUNGLE,진,투명 와드 ➡ 망원형 개조,1,0,1080346.0,0.0
JUNGLE,초가스,예언자의 렌즈 (유지),71,43,0.0,60.56338028169014
JUNGLE,초가스,투명 와드 (유지),6,1,0.0,16.666666666666664
JUNGLE,초가스,투명 와드 ➡ 예언자의 렌즈,59,36,584983.813559322,61.016949152542374
JUNGLE,카밀,예언자의 렌즈 ➡ 망원형 개조,2,1,1140437.5,50.0
JUNGLE,카서스,망원형 개조 (유지),27,9,0.0,33.33333333333333
JUNGLE,카서스,망원형 개조 ➡ 예언자의 렌즈,2,1,1050376.5,50.0
JUNGLE,카서스,예언자의 렌즈 (유지),645,345,0.0,53.48837209302325
JUNGLE,카서스,예언자의 렌즈 ➡ 망원형 개조,54,29,1121491.7777777778,53.70370370370371
JUNGLE,카서스,예언자의 렌즈 ➡ 투명 와드,13,10,60020.307692307695,76.92307692307693
JUNGLE,카서스,투명 와드 (유지),98,40,0.0,40.816326530612244
JUNGLE,카서스,투명 와드 ➡ 망원형 개조,86,43,804402.9883720931,50.0
JUNGLE,카서스,투명 와드 ➡ 예언자의 렌즈,830,461,398984.70240963856,55.5421686746988
JUNGLE,카시오페아,예언자의 렌즈 (유지),1,0,0.0,0.0
JUNGLE,카이사,예언자의 렌즈 (유지),4,1,0.0,25.0
JUNGLE,카이사,투명 와드 (유지),1,0,0.0,0.0
JUNGLE,카이사,투명 와드 ➡ 망원형 개조,1,0,960311.0,0.0
JUNGLE,카이사,투명 와드 ➡ 예언자의 렌즈,5,0,660245.2,0.0
JUNGLE,카직스,망원형 개조 (유지),11,5,0.0,45.45454545454545
JUNGLE,카직스,망원형 개조 ➡ 예언자의 렌즈,2,2,750313.0,100.0
JUNGLE,카직스,예언자의 렌즈 (유지),776,378,0.0,48.71134020618557
JUNGLE,카직스,예언자의 렌즈 ➡ 망원형 개조,4,1,1425517.75,25.0
JUNGLE,카직스,예언자의 렌즈 ➡ 투명 와드,18,7,163385.72222222222,38.88888888888889
JUNGLE,카직스,투명 와드 (유지),150,85,0.0,56.666666666666664
JUNGLE,카직스,투명 와드 ➡ 망원형 개조,8,3,585254.875,37.5
JUNGLE,카직스,투명 와드 ➡ 예언자의 렌즈,1279,666,393803.9186864738,52.071931196247064
JUNGLE,케인,예언자의 렌즈 (유지),110,51,0.0,46.36363636363636
JUNGLE,케인,예언자의 렌즈 ➡ 투명 와드,1,0,60009.0,0.0
JUNGLE,케인,투명 와드 (유지),20,6,0.0,30.0
JUNGLE,케인,투명 와드 ➡ 망원형 개조,1,0,360179.0,0.0
JUNGLE,케인,투명 와드 ➡ 예언자의 렌즈,347,175,440588.3890489914,50.43227665706051
JUNGLE,키아나,망원형 개조 (유지),1,1,0.0,100.0
JUNGLE,키아나,망원형 개조 ➡ 예언자의 렌즈,4,0,1065361.75,0.0
JUNGLE,키아나,예언자의 렌즈 (유지),949,490,0.0,51.633298208640674
JUNGLE,키아나,예언자의 렌즈 ➡ 망원형 개조,2,0,1470510.5,0.0
JUNGLE,키아나,예언자의 렌즈 ➡ 투명 와드,19,8,91609.73684210527,42.10526315789473
JUNGLE,키아나,투명 와드 (유지),52,21,0.0,40.38461538461539
JUNGLE,키아나,투명 와드 ➡ 망원형 개조,8,4,600226.0,50.0
JUNGLE,키아나,투명 와드 ➡ 예언자의 렌즈,2444,1260,408043.2896890344,51.55482815057283
JUNGLE,킨드레드,망원형 개조 (유지),3,0,0.0,0.0
JUNGLE,킨드레드,예언자의 렌즈 (유지),208,113,0.0,54.32692307692307
JUNGLE,킨드레드,예언자의 렌즈 ➡ 투명 와드,3,3,440138.3333333333,100.0
JUNGLE,킨드레드,투명 와드 (유지),64,32,0.0,50.0
JUNGLE,킨드레드,투명 와드 ➡ 망원형 개조,42,22,1034894.8095238095,52.38095238095239
JUNGLE,킨드레드,투명 와드 ➡ 예언자의 렌즈,582,302,468132.6288659794,51.890034364261176
JUNGLE,타릭,예언자의 렌즈 (유지),2,1,0.0,50.0
JUNGLE,탈론,망원형 개조 (유지),10,4,0.0,40.0
JUNGLE,탈론,망원형 개조 ➡ 예언자의 렌즈,2,0,840292.0,0.0
JUNGLE,탈론,예언자의 렌즈 (유지),675,347,0.0,51.40740740740741
JUNGLE,탈론,예언자의 렌즈 ➡ 망원형 개조,15,6,1092366.8666666667,40.0
JUNGLE,탈론,예언자의 렌즈 ➡ 투명 와드,11,4,114600.0,36.36363636363637
JUNGLE,탈론,투명 와드 (유지),99,50,0.0,50.505050505050505
JUNGLE,탈론,투명 와드 ➡ 망원형 개조,10,7,726284.9,70.0
JUNGLE,탈론,투명 와드 ➡ 예언자의 렌즈,1036,526,411314.4083011583,50.77220077220077
JUNGLE,탈리야,망원형 개조 (유지),1,1,0.0,100.0
JUNGLE,탈리야,망원형 개조 ➡ 예언자의 렌즈,1,1,660303.0,100.0
JUNGLE,탈리야,예언자의 렌즈 (유지),273,144,0.0,52.74725274725275
JUNGLE,탈리야,예언자의 렌즈 ➡ 망원형 개조,7,3,1088948.5714285714,42.857142857142854
JUNGLE,탈리야,예언자의 렌즈 ➡ 투명 와드,5,4,60016.0,80.0
JUNGLE,탈리야,투명 와드 (유지),18,8,0.0,44.44444444444444
JUNGLE,탈리야,투명 와드 ➡ 망원형 개조,14,4,523059.5,28.57142857142857
JUNGLE,탈리야,투명 와드 ➡ 예언자의 렌즈,371,187,395749.3692722372,50.40431266846361
JUNGLE,트런들,망원형 개조 ➡ 예언자의 렌즈,1,0,1020388.0,0.0
JUNGLE,트런들,예언자의 렌즈 (유지),47,20,0.0,42.5531914893617
JUNGLE,트런들,예언자의 렌즈 ➡ 망원형 개조,1,1,900353.0,100.0
JUNGLE,트런들,예언자의 렌즈 ➡ 투명 와드,1,0,60029.0,0.0
JUNGLE,트런들,투명 와드 (유지),4,2,0.0,50.0
JUNGLE,트런들,투명 와드 ➡ 망원형 개조,1,0,180034.0,0.0
JUNGLE,트런들,투명 와드 ➡ 예언자의 렌즈,143,71,379786.17482517485,49.65034965034965
JUNGLE,트린다미어,예언자의 렌즈 (유지),1,0,0.0,0.0
JUNGLE,트린다미어,투명 와드 ➡ 예언자의 렌즈,1,0,360161.0,0.0
JUNGLE,트위스티드 페이트,투명 와드 (유지),1,0,0.0,0.0
JUNGLE,트위치,망원형 개조 (유지),2,1,0.0,50.0
JUNGLE,트위치,투명 와드 (유지),3,1,0.0,33.33333333333333
JUNGLE,트위치,투명 와드 ➡ 망원형 개조,4,2,1005357.25,50.0
JUNGLE,트위치,투명 와드 ➡ 예언자의 렌즈,2,0,240168.0,0.0
JUNGLE,티모,망원형 개조 (유지),1,0,0.0,0.0
JUNGLE,티모,예언자의 렌즈 (유지),2,0,0.0,0.0
JUNGLE,티모,투명 와드 (유지),1,0,0.0,0.0
JUNGLE,티모,투명 와드 ➡ 예언자의 렌즈,3,0,640288.3333333334,0.0
JUNGLE,판테온,예언자의 렌즈 (유지),81,44,0.0,54.32098765432099
JUNGLE,판테온,예언자의 렌즈 ➡ 망원형 개조,2,0,840270.0,0.0
JUNGLE,판테온,예언자의 렌즈 ➡ 투명 와드,1,0,60012.0,0.0
JUNGLE,판테온,투명 와드 (유지),15,6,0.0,40.0
JUNGLE,판테온,투명 와드 ➡ 망원형 개조,7,3,917473.7142857143,42.857142857142854
JUNGLE,판테온,투명 와드 ➡ 예언자의 렌즈,262,132,415819.74809160305,50.38167938931297
JUNGLE,피즈,예언자의 렌즈 (유지),5,2,0.0,40.0
JUNGLE,피즈,투명 와드 ➡ 예언자의 렌즈,2,0,1020355.5,0.0
JUNGLE,하이머딩거,예언자의 렌즈 ➡ 투명 와드,1,0,1560454.0,0.0
JUNGLE,헤카림,망원형 개조 (유지),3,3,0.0,100.0
JUNGLE,헤카림,예언자의 렌즈 (유지),773,398,0.0,51.48771021992238
JUNGLE,헤카림,예언자의 렌즈 ➡ 망원형 개조,9,0,880323.1111111111,0.0
JUNGLE,헤카림,예언자의 렌즈 ➡ 투명 와드,4,2,60020.5,50.0
JUNGLE,헤카림,투명 와드 (유지),262,128,0.0,48.854961832061065
JUNGLE,헤카림,투명 와드 ➡ 망원형 개조,46,19,841615.8695652174,41.30434782608695
JUNGLE,헤카림,투명 와드 ➡ 예언자의 렌즈,1057,540,584495.9971617786,51.087984862819305
MIDDLE,가렌,망원형 개조 (유지),8,5,0.0,62.5
MIDDLE,가렌,예언자의 렌즈 (유지),36,19,0.0,52.77777777777778
MIDDLE,가렌,투명 와드 (유지),6,2,0.0,33.33333333333333
MIDDLE,가렌,투명 와드 ➡ 망원형 개조,5,2,864289.4,40.0
MIDDLE,가렌,투명 와드 ➡ 예언자의 렌즈,22,11,878510.2727272727,50.0
MIDDLE,갈리오,망원형 개조 (유지),310,131,0.0,42.25806451612903
MIDDLE,갈리오,망원형 개조 ➡ 예언자의 렌즈,60,26,919334.85,43.333333333333336
MIDDLE,갈리오,망원형 개조 ➡ 투명 와드,2,2,750342.0,100.0
MIDDLE,갈리오,예언자의 렌즈 (유지),1257,647,0.0,51.471758154335724
MIDDLE,갈리오,예언자의 렌즈 ➡ 망원형 개조,69,32,1024716.304347826,46.3768115942029
MIDDLE,갈리오,예언자의 렌즈 ➡ 투명 와드,14,4,690249.5,28.57142857142857
MIDDLE,갈리오,투명 와드 (유지),440,166,0.0,37.72727272727273
MIDDLE,갈리오,투명 와드 ➡ 망원형 개조,305,147,884841.6983606557,48.19672131147541
MIDDLE,갈리오,투명 와드 ➡ 예언자의 렌즈,1293,711,773422.0672853829,54.988399071925755
MIDDLE,갱플랭크,망원형 개조 (유지),10,9,0.0,90.0
MIDDLE,갱플랭크,망원형 개조 ➡ 예언자의 렌즈,13,8,1205032.6923076923,61.53846153846154
MIDDLE,갱플랭크,예언자의 렌즈 (유지),13,9,0.0,69.23076923076923
MIDDLE,갱플랭크,예언자의 렌즈 ➡ 망원형 개조,4,1,1245456.75,25.0
MIDDLE,갱플랭크,투명 와드 (유지),9,4,0.0,44.44444444444444
MIDDLE,갱플랭크,투명 와드 ➡ 망원형 개조,7,3,763129.7142857143,42.857142857142854
MIDDLE,갱플랭크,투명 와드 ➡ 예언자의 렌즈,19,6,1020378.1052631579,31.57894736842105
MIDDLE,그라가스,망원형 개조 (유지),6,3,0.0,50.0
MIDDLE,그라가스,망원형 개조 ➡ 예언자의 렌즈,2,1,870334.5,50.0
MIDDLE,그라가스,예언자의 렌즈 (유지),166,98,0.0,59.036144578313255
MIDDLE,그라가스,예언자의 렌즈 ➡ 망원형 개조,1,1,720230.0,100.0
MIDDLE,그라가스,예언자의 렌즈 ➡ 투명 와드,2,1,150074.5,50.0
MIDDLE,그라가스,투명 와드 (유지),3,1,0.0,33.33333333333333
MIDDLE,그라가스,투명 와드 ➡ 망원형 개조,6,1,760286.6666666666,16.666666666666664
MIDDLE,그라가스,투명 와드 ➡ 예언자의 렌즈,27,17,811432.8148148148,62.96296296296296
MIDDLE,그레이브즈,망원형 개조 (유지),1,0,0.0,0.0
MIDDLE,그레이브즈,예언자의 렌즈 (유지),7,2,0.0,28.57142857142857
MIDDLE,그레이브즈,투명 와드 (유지),1,1,0.0,100.0
MIDDLE,그웬,예언자의 렌즈 (유지),7,4,0.0,57.14285714285714
MIDDLE,그웬,투명 와드 ➡ 망원형 개조,2,1,1080402.0,50.0
MIDDLE,그웬,투명 와드 ➡ 예언자의 렌즈,7,4,900308.5714285715,57.14285714285714
MIDDLE,나르,망원형 개조 (유지),5,1,0.0,20.0
MIDDLE,나르,예언자의 렌즈 (유지),1,0,0.0,0.0
MIDDLE,나르,투명 와드 (유지),3,0,0.0,0.0
MIDDLE,나르,투명 와드 ➡ 망원형 개조,3,3,1080411.0,100.0
MIDDLE,나르,투명 와드 ➡ 예언자의 렌즈,1,1,840349.0,100.0
MIDDLE,나서스,망원형 개조 (유지),4,4,0.0,100.0
MIDDLE,나서스,예언자의 렌즈 (유지),6,4,0.0,66.66666666666666
MIDDLE,나서스,투명 와드 (유지),5,3,0.0,60.0
MIDDLE,나서스,투명 와드 ➡ 망원형 개조,2,1,780212.5,50.0
MIDDLE,나서스,투명 와드 ➡ 예언자의 렌즈,2,2,1110462.0,100.0
MIDDLE,나피리,망원형 개조 (유지),26,13,0.0,50.0
MIDDLE,나피리,망원형 개조 ➡ 예언자의 렌즈,5,3,1104390.6,60.0
MIDDLE,나피리,예언자의 렌즈 (유지),385,192,0.0,49.87012987012987
MIDDLE,나피리,예언자의 렌즈 ➡ 망원형 개조,5,2,1416476.4,40.0
MIDDLE,나피리,예언자의 렌즈 ➡ 투명 와드,1,0,600259.0,0.0
MIDDLE,나피리,투명 와드 (유지),34,15,0.0,44.11764705882353
MIDDLE,나피리,투명 와드 ➡ 망원형 개조,28,16,1080375.25,57.14285714285714
MIDDLE,나피리,투명 와드 ➡ 예언자의 렌즈,221,115,754453.5610859728,52.03619909502263
MIDDLE,노틸러스,망원형 개조 (유지),1,1,0.0,100.0
MIDDLE,노틸러스,예언자의 렌즈 ➡ 망원형 개조,1,0,780360.0,0.0
MIDDLE,노틸러스,투명 와드 (유지),1,0,0.0,0.0
MIDDLE,노틸러스,투명 와드 ➡ 망원형 개조,1,0,1080348.0,0.0
MIDDLE,노틸러스,투명 와드 ➡ 예언자의 렌즈,1,1,360185.0,100.0
MIDDLE,녹턴,망원형 개조 (유지),39,13,0.0,33.33333333333333
MIDDLE,녹턴,예언자의 렌즈 (유지),1,1,0.0,100.0
MIDDLE,녹턴,예언자의 렌즈 ➡ 망원형 개조,1,1,60016.0,100.0
MIDDLE,녹턴,투명 와드 ➡ 망원형 개조,32,17,819673.625,53.125
MIDDLE,누누와 윌럼프,망원형 개조 (유지),3,1,0.0,33.33333333333333
MIDDLE,누누와 윌럼프,망원형 개조 ➡ 예언자의 렌즈,1,1,1800498.0,100.0
MIDDLE,누누와 윌럼프,예언자의 렌즈 (유지),185,95,0.0,51.35135135135135
MIDDLE,누누와 윌럼프,예언자의 렌즈 ➡ 망원형 개조,1,1,1980664.0,100.0
MIDDLE,누누와 윌럼프,예언자의 렌즈 ➡ 투명 와드,14,10,68599.78571428571,71.42857142857143
MIDDLE,누누와 윌럼프,투명 와드 (유지),12,7,0.0,58.333333333333336
MIDDLE,누누와 윌럼프,투명 와드 ➡ 망원형 개조,2,0,630198.0,0.0
MIDDLE,누누와 윌럼프,투명 와드 ➡ 예언자의 렌즈,74,35,453426.1891891892,47.2972972972973
MIDDLE,니달리,예언자의 렌즈 (유지),1,1,0.0,100.0
MIDDLE,니달리,투명 와드 (유지),1,0,0.0,0.0
MIDDLE,니코,망원형 개조 (유지),33,22,0.0,66.66666666666666
MIDDLE,니코,망원형 개조 ➡ 예언자의 렌즈,2,1,750277.0,50.0
MIDDLE,니코,예언자의 렌즈 (유지),223,134,0.0,60.0896860986547
MIDDLE,니코,예언자의 렌즈 ➡ 망원형 개조,6,2,1330437.3333333333,33.33333333333333
MIDDLE,니코,투명 와드 (유지),21,14,0.0,66.66666666666666
MIDDLE,니코,투명 와드 ➡ 망원형 개조,19,8,811887.1052631579,42.10526315789473
MIDDLE,니코,투명 와드 ➡ 예언자의 렌즈,109,53,653654.2110091744,48.62385321100918
MIDDLE,다리우스,망원형 개조 (유지),1,1,0.0,100.0
MIDDLE,다리우스,예언자의 렌즈 (유지),2,1,0.0,50.0
MIDDLE,다리우스,투명 와드 (유지),2,1,0.0,50.0
MIDDLE,다리우스,투명 와드 ➡ 예언자의 렌즈,1,1,900321.0,100.0
MIDDLE,다이애나,망원형 개조 (유지),107,46,0.0,42.99065420560748
MIDDLE,다이애나,망원형 개조 ➡ 예언자의 렌즈,11,7,1009468.2727272727,63.63636363636363
MIDDLE,다이애나,망원형 개조 ➡ 투명 와드,1,0,840319.0,0.0
MIDDLE,다이애나,예언자의 렌즈 (유지),444,239,0.0,53.82882882882883
MIDDLE,다이애나,예언자의 렌즈 ➡ 망원형 개조,23,13,1098655.7826086956,56.52173913043478
MIDDLE,다이애나,예언자의 렌즈 ➡ 투명 와드,2,1,60009.5,50.0
MIDDLE,다이애나,투명 와드 (유지),60,16,0.0,26.666666666666668
MIDDLE,다이애나,투명 와드 ➡ 망원형 개조,56,31,874600.9464285715,55.35714285714286
MIDDLE,다이애나,투명 와드 ➡ 예언자의 렌즈,269,139,774133.87732342,51.6728624535316
MIDDLE,드레이븐,망원형 개조 (유지),7,3,0.0,42.857142857142854
MIDDLE,드레이븐,투명 와드 (유지),1,0,0.0,0.0
MIDDLE,드레이븐,투명 와드 ➡ 망원형 개조,7,4,771725.4285714285,57.14285714285714
MIDDLE,라이즈,망원형 개조 (유지),1366,690,0.0,50.51244509516838
MIDDLE,라이즈,망원형 개조 ➡ 예언자의 렌즈,66,37,1029467.1515151515,56.060606060606055
MIDDLE,라이즈,망원형 개조 ➡ 투명 와드,17,7,1223149.7647058824,41.17647058823529
MIDDLE,라이즈,예언자의 렌즈 (유지),395,219,0.0,55.44303797468354
MIDDLE,라이즈,예언자의 렌즈 ➡ 망원형 개조,122,70,873270.6147540984,57.377049180327866
MIDDLE,라이즈,예언자의 렌즈 ➡ 투명 와드,7,3,360140.4285714286,42.857142857142854
MIDDLE,라이즈,투명 와드 (유지),346,130,0.0,37.57225433526011
MIDDLE,라이즈,투명 와드 ➡ 망원형 개조,1170,604,843999.9743589744,51.62393162393163
MIDDLE,라이즈,투명 와드 ➡ 예언자의 렌즈,452,225,781302.1371681415,49.7787610619469
MIDDLE,람머스,망원형 개조 (유지),1,1,0.0,100.0
MIDDLE,람머스,예언자의 렌즈 (유지),1,1,0.0,100.0
MIDDLE,럭스,망원형 개조 (유지),147,77,0.0,52.38095238095239
MIDDLE,럭스,망원형 개조 ➡ 예언자의 렌즈,5,1,1140395.8,20.0
MIDDLE,럭스,예언자의 렌즈 (유지),15,15,0.0,100.0
MIDDLE,럭스,예언자의 렌즈 ➡ 망원형 개조,7,3,728842.4285714285,42.857142857142854
MIDDLE,럭스,예언자의 렌즈 ➡ 투명 와드,1,0,60001.0,0.0
MIDDLE,럭스,투명 와드 (유지),22,7,0.0,31.818181818181817
MIDDLE,럭스,투명 와드 ➡ 망원형 개조,171,76,799249.0584795321,44.44444444444444
MIDDLE,럭스,투명 와드 ➡ 예언자의 렌즈,42,30,585954.1428571428,71.42857142857143
MIDDLE,럼블,망원형 개조 (유지),27,17,0.0,62.96296296296296
MIDDLE,럼블,망원형 개조 ➡ 예언자의 렌즈,1,1,780287.0,100.0
MIDDLE,럼블,예언자의 렌즈 (유지),14,9,0.0,64.28571428571429
MIDDLE,럼블,예언자의 렌즈 ➡ 망원형 개조,1,1,900400.0,100.0
MIDDLE,럼블,투명 와드 (유지),7,1,0.0,14.285714285714285
MIDDLE,럼블,투명 와드 ➡ 망원형 개조,16,6,697756.0,37.5
MIDDLE,럼블,투명 와드 ➡ 예언자의 렌즈,33,12,642081.7878787878,36.36363636363637
MIDDLE,레넥톤,망원형 개조 (유지),16,7,0.0,43.75
MIDDLE,레넥톤,예언자의 렌즈 (유지),72,40,0.0,55.55555555555556
MIDDLE,레넥톤,예언자의 렌즈 ➡ 망원형 개조,3,2,1160440.3333333333,66.66666666666666
MIDDLE,레넥톤,투명 와드 (유지),24,16,0.0,66.66666666666666
MIDDLE,레넥톤,투명 와드 ➡ 망원형 개조,13,6,891096.9230769231,46.15384615384615
MIDDLE,레넥톤,투명 와드 ➡ 예언자의 렌즈,73,38,841794.506849315,52.054794520547944
MIDDLE,렉사이,망원형 개조 (유지),1,0,0.0,0.0
MIDDLE,렉사이,투명 와드 ➡ 망원형 개조,1,1,780349.0,100.0
MIDDLE,루시안,망원형 개조 (유지),49,21,0.0,42.857142857142854
MIDDLE,루시안,망원형 개조 ➡ 예언자의 렌즈,1,1,840363.0,100.0
MIDDLE,루시안,예언자의 렌즈 (유지),4,2,0.0,50.0
MIDDLE,루시안,투명 와드 (유지),5,2,0.0,40.0
MIDDLE,루시안,투명 와드 ➡ 망원형 개조,36,18,875321.6388888889,50.0
MIDDLE,루시안,투명 와드 ➡ 예언자의 렌즈,5,2,660273.6,40.0
MIDDLE,룰루,망원형 개조 (유지),7,2,0.0,28.57142857142857
MIDDLE,룰루,망원형 개조 ➡ 예언자의 렌즈,3,2,1340468.0,66.66666666666666
MIDDLE,룰루,예언자의 렌즈 (유지),11,4,0.0,36.36363636363637
MIDDLE,룰루,예언자의 렌즈 ➡ 망원형 개조,1,1,900404.0,100.0
MIDDLE,룰루,투명 와드 (유지),3,2,0.0,66.66666666666666
MIDDLE,룰루,투명 와드 ➡ 망원형 개조,5,1,960343.2,20.0
MIDDLE,룰루,투명 와드 ➡ 예언자의 렌즈,4,1,1140411.25,25.0
MIDDLE,르블랑,망원형 개조 (유지),100,44,0.0,44.0
MIDDLE,르블랑,망원형 개조 ➡ 예언자의 렌즈,43,26,1057443.3023255814,60.46511627906976
MIDDLE,르블랑,예언자의 렌즈 (유지),1083,534,0.0,49.307479224376735
MIDDLE,르블랑,예언자의 렌즈 ➡ 망원형 개조,36,17,987023.4444444445,47.22222222222222
MIDDLE,르블랑,예언자의 렌즈 ➡ 투명 와드,2,1,120059.5,50.0
MIDDLE,르블랑,투명 와드 (유지),82,27,0.0,32.926829268292686
MIDDLE,르블랑,투명 와드 ➡ 망원형 개조,106,58,762176.0283018867,54.71698113207547
MIDDLE,르블랑,투명 와드 ➡ 예언자의 렌즈,905,462,683935.3160220995,51.049723756906076
MIDDLE,리 신,망원형 개조 ➡ 투명 와드,1,1,900424.0,100.0
MIDDLE,리 신,예언자의 렌즈 ➡ 투명 와드,3,2,60014.666666666664,66.66666666666666
MIDDLE,리 신,투명 와드 (유지),33,11,0.0,33.33333333333333
MIDDLE,리븐,예언자의 렌즈 (유지),29,19,0.0,65.51724137931035
MIDDLE,리븐,투명 와드 (유지),24,16,0.0,66.66666666666666
MIDDLE,리븐,투명 와드 ➡ 망원형 개조,6,4,1160425.3333333333,66.66666666666666
MIDDLE,리븐,투명 와드 ➡ 예언자의 렌즈,20,13,873330.45,65.0
MIDDLE,리산드라,망원형 개조 (유지),181,101,0.0,55.80110497237569
MIDDLE,리산드라,망원형 개조 ➡ 예언자의 렌즈,11,6,1064009.5454545454,54.54545454545454
MIDDLE,리산드라,망원형 개조 ➡ 투명 와드,1,1,840355.0,100.0
MIDDLE,리산드라,예언자의 렌즈 (유지),297,171,0.0,57.57575757575758
MIDDLE,리산드라,예언자의 렌즈 ➡ 망원형 개조,14,4,976891.6428571428,28.57142857142857
MIDDLE,리산드라,예언자의 렌즈 ➡ 투명 와드,2,0,870309.0,0.0
MIDDLE,리산드라,투명 와드 (유지),65,29,0.0,44.61538461538462
MIDDLE,리산드라,투명 와드 ➡ 망원형 개조,186,100,789976.0645161291,53.76344086021505
MIDDLE,리산드라,투명 와드 ➡ 예언자의 렌즈,199,105,762497.3366834171,52.76381909547738
MIDDLE,마스터 이,망원형 개조 (유지),1,0,0.0,0.0
MIDDLE,마스터 이,예언자의 렌즈 (유지),14,9,0.0,64.28571428571429
MIDDLE,마스터 이,예언자의 렌즈 ➡ 망원형 개조,1,0,900331.0,0.0
MIDDLE,마스터 이,투명 와드 (유지),5,4,0.0,80.0
MIDDLE,마스터 이,투명 와드 ➡ 망원형 개조,9,3,1027015.2222222222,33.33333333333333
MIDDLE,마스터 이,투명 와드 ➡ 예언자의 렌즈,3,1,380191.0,33.33333333333333
MIDDLE,마오카이,예언자의 렌즈 (유지),1,1,0.0,100.0
MIDDLE,마오카이,투명 와드 (유지),1,0,0.0,0.0
MIDDLE,말자하,망원형 개조 (유지),201,100,0.0,49.75124378109453
MIDDLE,말자하,망원형 개조 ➡ 예언자의 렌즈,8,6,930357.625,75.0
