position,champion,build_path,pick_count,win_count,win_rate
JUNGLE,바이,삼위일체 > 갈라진 하늘 > 심연의 가면,1,1,100.0
JUNGLE,바이,삼위일체 > 갈라진 하늘 > 얼어붙은 심장,1,1,100.0
JUNGLE,바이,삼위일체 > 갈라진 하늘 > 정령의 형상,1,1,100.0
JUNGLE,바이,삼위일체 > 갈라진 하늘 > 죽음의 무도,33,15,45.45454545454545
JUNGLE,바이,삼위일체 > 갈라진 하늘 > 지크의 융합,3,1,33.33333333333333
JUNGLE,바이,삼위일체 > 갈라진 하늘 > 칠흑의 양날 도끼,85,53,62.35294117647059
JUNGLE,바이,삼위일체 > 갈라진 하늘 > 케이닉 루컨,1,0,0.0
JUNGLE,바이,삼위일체 > 독사의 송곳니 > 스테락의 도전,1,1,100.0
JUNGLE,바이,삼위일체 > 마법사의 최후 > 수호 천사,1,1,100.0
JUNGLE,바이,삼위일체 > 맬모셔스의 아귀 > 맬모셔스의 아귀,1,1,100.0
JUNGLE,바이,삼위일체 > 맬모셔스의 아귀 > 수호 천사,1,0,0.0
JUNGLE,바이,삼위일체 > 맬모셔스의 아귀 > 케이닉 루컨,1,0,0.0
JUNGLE,바이,삼위일체 > 밤의 끝자락 > 수호 천사,1,1,100.0
JUNGLE,바이,삼위일체 > 밴들파이프 > 지크의 융합,1,0,0.0
JUNGLE,바이,삼위일체 > 삼위일체 > 갈라진 하늘,1,0,0.0
JUNGLE,바이,삼위일체 > 스테락의 도전 > 죽음의 무도,1,1,100.0
JUNGLE,바이,삼위일체 > 스테락의 도전 > 칠흑의 양날 도끼,1,0,0.0
JUNGLE,바이,삼위일체 > 심연의 가면 > 지크의 융합,1,0,0.0
JUNGLE,바이,삼위일체 > 죽음의 무도 > 끝없는 갈망,1,1,100.0
JUNGLE,바이,삼위일체 > 죽음의 무도 > 마법사의 최후,15,6,40.0
JUNGLE,바이,삼위일체 > 죽음의 무도 > 수호 천사,1,1,100.0
JUNGLE,바이,삼위일체 > 죽음의 무도 > 얼어붙은 심장,1,1,100.0
JUNGLE,바이,삼위일체 > 죽음의 무도 > 칠흑의 양날 도끼,1,0,0.0
JUNGLE,바이,삼위일체 > 지크의 융합 > 란두인의 예언,2,1,50.0
JUNGLE,바이,삼위일체 > 지크의 융합 > 원형질 안전벨트,2,2,100.0
JUNGLE,바이,삼위일체 > 지크의 융합 > 칠흑의 양날 도끼,2,1,50.0
JUNGLE,바이,삼위일체 > 징수의 총 > 독사의 송곳니,1,1,100.0
JUNGLE,바이,삼위일체 > 칠흑의 양날 도끼 > 갈라진 하늘,4,1,25.0
JUNGLE,바이,삼위일체 > 칠흑의 양날 도끼 > 독사의 송곳니,1,0,0.0
JUNGLE,바이,삼위일체 > 칠흑의 양날 도끼 > 마법사의 최후,1,0,0.0
JUNGLE,바이,삼위일체 > 칠흑의 양날 도끼 > 맬모셔스의 아귀,1,0,0.0
JUNGLE,바이,삼위일체 > 칠흑의 양날 도끼 > 수호 천사,4,3,75.0
JUNGLE,바이,삼위일체 > 칠흑의 양날 도끼 > 스테락의 도전,4,2,50.0
JUNGLE,바이,삼위일체 > 칠흑의 양날 도끼 > 죽음의 무도,6,4,66.66666666666666
JUNGLE,바이,삼위일체 > 칠흑의 양날 도끼 > 칠흑의 양날 도끼,1,0,0.0
JUNGLE,바이,삼위일체 > 칠흑의 양날 도끼 > 화공 펑크 사슬검,2,0,0.0
JUNGLE,바이,악마사냥꾼의 화살 > 갈라진 하늘 > 칠흑의 양날 도끼,1,1,100.0
JUNGLE,바이,악마사냥꾼의 화살 > 갈라진 하늘 > 필멸자의 운명,1,0,0.0
JUNGLE,바이,요우무의 유령검 > 징수의 총 > 도미닉 경의 인사,1,1,100.0
JUNGLE,바이,요우무의 유령검 > 징수의 총 > 정수 약탈자,1,1,100.0
JUNGLE,바이,월식 > 갈라진 하늘 > 맬모셔스의 아귀,1,0,0.0
JUNGLE,바이,월식 > 갈라진 하늘 > 칠흑의 양날 도끼,1,0,0.0
JUNGLE,바이,월식 > 밤의 끝자락 > 벼락폭풍검,1,0,0.0
JUNGLE,바이,월식 > 불경한 히드라 > 필멸자의 운명,1,1,100.0
JUNGLE,바이,월식 > 징수의 총 > 필멸자의 운명,3,2,66.66666666666666
JUNGLE,바이,월식 > 칠흑의 양날 도끼 > 스테락의 도전,2,1,50.0
JUNGLE,바이,정수 약탈자 > 징수의 총 > 도미닉 경의 인사,1,1,100.0
JUNGLE,바이,칠흑의 양날 도끼 > 갈라진 하늘 > 수호 천사,1,1,100.0
JUNGLE,베인,크라켄 학살자 > 몰락한 왕의 검 > 실험적 마공학판,1,0,0.0
JUNGLE,베인,크라켄 학살자 > 실험적 마공학판 > 구인수의 격노검,1,0,0.0
JUNGLE,베인,크라켄 학살자 > 유령 무희 > 악마사냥꾼의 화살,1,1,100.0
JUNGLE,벨베스,몰락한 왕의 검 > 구인수의 격노검 > 발걸음 분쇄기,1,1,100.0
JUNGLE,벨베스,몰락한 왕의 검 > 나보리 명멸검 > 발걸음 분쇄기,2,0,0.0
JUNGLE,벨베스,몰락한 왕의 검 > 마법사의 최후 > 발걸음 분쇄기,1,1,100.0
JUNGLE,벨베스,몰락한 왕의 검 > 발걸음 분쇄기 > 구인수의 격노검,1,0,0.0
JUNGLE,벨베스,몰락한 왕의 검 > 발걸음 분쇄기 > 나보리 명멸검,3,2,66.66666666666666
JUNGLE,벨베스,몰락한 왕의 검 > 발걸음 분쇄기 > 마법사의 최후,2,1,50.0
JUNGLE,벨베스,몰락한 왕의 검 > 발걸음 분쇄기 > 발걸음 분쇄기,1,0,0.0
JUNGLE,벨베스,몰락한 왕의 검 > 발걸음 분쇄기 > 선체파괴자,3,2,66.66666666666666
JUNGLE,벨베스,몰락한 왕의 검 > 발걸음 분쇄기 > 수호 천사,1,1,100.0
JUNGLE,벨베스,몰락한 왕의 검 > 발걸음 분쇄기 > 죽음의 무도,3,2,66.66666666666666
JUNGLE,벨베스,몰락한 왕의 검 > 발걸음 분쇄기 > 칠흑의 양날 도끼,3,3,100.0
JUNGLE,벨베스,몰락한 왕의 검 > 선체파괴자 > 마법사의 최후,1,0,0.0
JUNGLE,벨베스,몰락한 왕의 검 > 죽음의 무도 > 칠흑의 양날 도끼,1,1,100.0
JUNGLE,벨베스,몰락한 왕의 검 > 칠흑의 양날 도끼 > 마법사의 최후,1,0,0.0
JUNGLE,벨베스,몰락한 왕의 검 > 칠흑의 양날 도끼 > 맬모셔스의 아귀,1,1,100.0
JUNGLE,벨베스,몰락한 왕의 검 > 칠흑의 양날 도끼 > 밴들파이프,1,1,100.0
JUNGLE,벨베스,몰락한 왕의 검 > 칠흑의 양날 도끼 > 선체파괴자,1,1,100.0
JUNGLE,벨베스,발걸음 분쇄기 > 몰락한 왕의 검 > 마법사의 최후,2,1,50.0
JUNGLE,벨베스,발걸음 분쇄기 > 몰락한 왕의 검 > 선체파괴자,1,1,100.0
JUNGLE,벨베스,발걸음 분쇄기 > 몰락한 왕의 검 > 죽음의 무도,1,0,0.0
JUNGLE,벨베스,발걸음 분쇄기 > 칠흑의 양날 도끼 > 수호 천사,1,1,100.0
JUNGLE,벨베스,발걸음 분쇄기 > 칠흑의 양날 도끼 > 스테락의 도전,3,1,33.33333333333333
JUNGLE,벨베스,발걸음 분쇄기 > 크라켄 학살자 > 쇼진의 창,1,0,0.0
JUNGLE,벨베스,불멸의 철갑궁 > 징수의 총 > 수호 천사,1,1,100.0
JUNGLE,벨베스,불멸의 철갑궁 > 징수의 총 > 징수의 총,1,0,0.0
JUNGLE,벨베스,불멸의 철갑궁 > 징수의 총 > 칠흑의 양날 도끼,1,0,0.0
JUNGLE,벨베스,불멸의 철갑궁 > 징수의 총 > 필멸자의 운명,2,1,50.0
JUNGLE,벨베스,윤 탈 야생화살 > 발걸음 분쇄기 > 도미닉 경의 인사,3,2,66.66666666666666
JUNGLE,벨베스,윤 탈 야생화살 > 발걸음 분쇄기 > 불멸의 철갑궁,7,6,85.71428571428571
JUNGLE,벨베스,징수의 총 > 발걸음 분쇄기 > 도미닉 경의 인사,9,3,33.33333333333333
JUNGLE,벨베스,징수의 총 > 발걸음 분쇄기 > 무한의 대검,2,2,100.0
JUNGLE,벨베스,징수의 총 > 발걸음 분쇄기 > 불멸의 철갑궁,18,11,61.111111111111114
JUNGLE,벨베스,징수의 총 > 발걸음 분쇄기 > 칠흑의 양날 도끼,25,16,64.0
JUNGLE,벨베스,징수의 총 > 발걸음 분쇄기 > 필멸자의 운명,3,2,66.66666666666666
JUNGLE,벨베스,징수의 총 > 불멸의 철갑궁 > 도미닉 경의 인사,1,0,0.0
JUNGLE,벨베스,징수의 총 > 불멸의 철갑궁 > 무한의 대검,2,2,100.0
JUNGLE,벨베스,징수의 총 > 불멸의 철갑궁 > 발걸음 분쇄기,3,2,66.66666666666666
JUNGLE,벨베스,징수의 총 > 불멸의 철갑궁 > 칠흑의 양날 도끼,2,1,50.0
JUNGLE,벨베스,징수의 총 > 유령 무희 > 도미닉 경의 인사,1,0,0.0
JUNGLE,벨베스,징수의 총 > 칠흑의 양날 도끼 > 발걸음 분쇄기,2,2,100.0
JUNGLE,벨베스,징수의 총 > 칠흑의 양날 도끼 > 유령 무희,1,0,0.0
JUNGLE,벨베스,크라켄 학살자 > 경계 > 피바라기,1,0,0.0
JUNGLE,벨베스,크라켄 학살자 > 경계 > 헤르메스의 시미터,1,0,0.0
JUNGLE,벨베스,크라켄 학살자 > 구인수의 격노검 > 선체파괴자,2,0,0.0
JUNGLE,벨베스,크라켄 학살자 > 독사의 송곳니 > 몰락한 왕의 검,1,0,0.0
JUNGLE,벨베스,크라켄 학살자 > 마법사의 최후 > 발걸음 분쇄기,1,1,100.0
JUNGLE,벨베스,크라켄 학살자 > 몰락한 왕의 검 > 경계,5,3,60.0
JUNGLE,벨베스,크라켄 학살자 > 몰락한 왕의 검 > 구인수의 격노검,7,5,71.42857142857143
JUNGLE,벨베스,크라켄 학살자 > 몰락한 왕의 검 > 독사의 송곳니,1,0,0.0
JUNGLE,벨베스,크라켄 학살자 > 몰락한 왕의 검 > 마법사의 최후,15,11,73.33333333333333
JUNGLE,벨베스,크라켄 학살자 > 몰락한 왕의 검 > 발걸음 분쇄기,24,14,58.333333333333336
JUNGLE,벨베스,크라켄 학살자 > 몰락한 왕의 검 > 선체파괴자,5,3,60.0
JUNGLE,벨베스,크라켄 학살자 > 몰락한 왕의 검 > 죽음의 무도,1,1,100.0
JUNGLE,벨베스,크라켄 학살자 > 몰락한 왕의 검 > 칠흑의 양날 도끼,4,4,100.0
JUNGLE,벨베스,크라켄 학살자 > 몰락한 왕의 검 > 화공 펑크 사슬검,1,0,0.0
JUNGLE,벨베스,크라켄 학살자 > 발걸음 분쇄기 > 경계,18,13,72.22222222222221
JUNGLE,벨베스,크라켄 학살자 > 발걸음 분쇄기 > 구인수의 격노검,2,1,50.0
JUNGLE,벨베스,크라켄 학살자 > 발걸음 분쇄기 > 나보리 명멸검,1,1,100.0
JUNGLE,벨베스,크라켄 학살자 > 발걸음 분쇄기 > 마법사의 최후,133,84,63.1578947368421
JUNGLE,벨베스,크라켄 학살자 > 발걸음 분쇄기 > 맬모셔스의 아귀,12,10,83.33333333333334
JUNGLE,벨베스,크라켄 학살자 > 발걸음 분쇄기 > 몰락한 왕의 검,19,12,63.1578947368421
JUNGLE,벨베스,크라켄 학살자 > 발걸음 분쇄기 > 발걸음 분쇄기,3,1,33.33333333333333
JUNGLE,벨베스,크라켄 학살자 > 발걸음 분쇄기 > 선체파괴자,25,17,68.0
JUNGLE,벨베스,크라켄 학살자 > 발걸음 분쇄기 > 쇼진의 창,1,0,0.0
JUNGLE,벨베스,크라켄 학살자 > 발걸음 분쇄기 > 수호 천사,13,10,76.92307692307693
JUNGLE,벨베스,크라켄 학살자 > 발걸음 분쇄기 > 심연의 가면,1,0,0.0
JUNGLE,벨베스,크라켄 학살자 > 발걸음 분쇄기 > 원칙의 원형낫,1,1,100.0
JUNGLE,벨베스,크라켄 학살자 > 발걸음 분쇄기 > 죽음의 무도,176,111,63.06818181818182
JUNGLE,벨베스,크라켄 학살자 > 발걸음 분쇄기 > 칠흑의 양날 도끼,43,18,41.86046511627907
JUNGLE,벨베스,크라켄 학살자 > 발걸음 분쇄기 > 필멸자의 운명,2,2,100.0
JUNGLE,벨베스,크라켄 학살자 > 발걸음 분쇄기 > 해신 작쇼,1,1,100.0
JUNGLE,벨베스,크라켄 학살자 > 선체파괴자 > 마법사의 최후,1,1,100.0
JUNGLE,벨베스,크라켄 학살자 > 선체파괴자 > 죽음의 무도,3,1,33.33333333333333
JUNGLE,벨베스,크라켄 학살자 > 선체파괴자 > 칠흑의 양날 도끼,1,0,0.0
JUNGLE,벨베스,크라켄 학살자 > 선체파괴자 > 필멸자의 운명,1,1,100.0
JUNGLE,벨베스,크라켄 학살자 > 수호 천사 > 발걸음 분쇄기,1,1,100.0
JUNGLE,벨베스,크라켄 학살자 > 요새파괴자 > 도미닉 경의 인사,1,0,0.0
JUNGLE,벨베스,크라켄 학살자 > 월식 > 발걸음 분쇄기,1,1,100.0
JUNGLE,벨베스,크라켄 학살자 > 죽음의 무도 > 란두인의 예언,1,1,100.0
JUNGLE,벨베스,크라켄 학살자 > 죽음의 무도 > 마법사의 최후,3,0,0.0
JUNGLE,벨베스,크라켄 학살자 > 죽음의 무도 > 발걸음 분쇄기,2,1,50.0
JUNGLE,벨베스,크라켄 학살자 > 죽음의 무도 > 불멸의 철갑궁,2,2,100.0
JUNGLE,벨베스,크라켄 학살자 > 죽음의 무도 > 선체파괴자,1,1,100.0
JUNGLE,벨베스,크라켄 학살자 > 징수의 총 > 불멸의 철갑궁,1,0,0.0
JUNGLE,벨베스,크라켄 학살자 > 칠흑의 양날 도끼 > 마법사의 최후,2,2,100.0
JUNGLE,벨베스,크라켄 학살자 > 칠흑의 양날 도끼 > 맬모셔스의 아귀,1,1,100.0
JUNGLE,벨베스,크라켄 학살자 > 칠흑의 양날 도끼 > 몰락한 왕의 검,5,5,100.0
JUNGLE,벨베스,크라켄 학살자 > 칠흑의 양날 도끼 > 발걸음 분쇄기,4,3,75.0
JUNGLE,벨베스,크라켄 학살자 > 칠흑의 양날 도끼 > 선체파괴자,2,0,0.0
JUNGLE,벨베스,크라켄 학살자 > 칠흑의 양날 도끼 > 죽음의 무도,7,4,57.14285714285714
JUNGLE,벨베스,크라켄 학살자 > 크라켄 학살자 > 발걸음 분쇄기,1,1,100.0
JUNGLE,벨베스,크라켄 학살자 > 크라켄 학살자 > 선체파괴자,1,1,100.0
JUNGLE,볼리베어,갈라진 하늘 > 월식 > 삼위일체,1,0,0.0
JUNGLE,볼리베어,나보리 명멸검 > 정령의 형상 > 황혼과 새벽,1,1,100.0
JUNGLE,볼리베어,마법공학 총검 > 나보리 명멸검 > 밴들파이프,1,0,0.0
JUNGLE,볼리베어,삼위일체 > 밴들파이프 > 정령의 형상,1,0,0.0
JUNGLE,볼리베어,삼위일체 > 쇼진의 창 > 정령의 형상,1,1,100.0
JUNGLE,볼리베어,삼위일체 > 정령의 형상 > 갈라진 하늘,1,0,0.0
JUNGLE,볼리베어,얼어붙은 건틀릿 > 나보리 명멸검 > 정령의 형상,1,0,0.0
JUNGLE,볼리베어,우주의 추진력 > 나보리 명멸검 > 정령의 형상,4,3,75.0
JUNGLE,볼리베어,우주의 추진력 > 망자의 갑옷 > 정령의 형상,1,0,0.0
JUNGLE,볼리베어,우주의 추진력 > 정령의 형상 > 삼위일체,1,1,100.0
JUNGLE,볼리베어,우주의 추진력 > 정령의 형상 > 얼어붙은 심장,1,1,100.0
JUNGLE,볼리베어,월식 > 갈라진 하늘 > 밴들파이프,1,1,100.0
JUNGLE,볼리베어,지크의 융합 > 정령의 형상 > 원형질 안전벨트,1,0,0.0
JUNGLE,볼리베어,황혼과 새벽 > 끝없는 절망 > 정령의 형상,1,0,0.0
JUNGLE,볼리베어,황혼과 새벽 > 나보리 명멸검 > 망자의 갑옷,1,1,100.0
JUNGLE,볼리베어,황혼과 새벽 > 나보리 명멸검 > 밴들파이프,1,1,100.0
JUNGLE,볼리베어,황혼과 새벽 > 나보리 명멸검 > 정령의 형상,5,0,0.0
JUNGLE,볼리베어,황혼과 새벽 > 마법공학 로켓 벨트 > 밴들파이프,1,1,100.0
JUNGLE,볼리베어,황혼과 새벽 > 밴들파이프 > 가시 갑옷,1,1,100.0
JUNGLE,볼리베어,황혼과 새벽 > 밴들파이프 > 얼어붙은 심장,1,0,0.0
JUNGLE,볼리베어,황혼과 새벽 > 밴들파이프 > 정령의 형상,3,2,66.66666666666666
JUNGLE,볼리베어,황혼과 새벽 > 우주의 추진력 > 망자의 갑옷,1,1,100.0
JUNGLE,볼리베어,황혼과 새벽 > 정령의 형상 > 얼어붙은 심장,1,0,0.0
JUNGLE,브라이어,갈라진 하늘 > 몰락한 왕의 검 > 얼어붙은 건틀릿,12,5,41.66666666666667
JUNGLE,브라이어,갈라진 하늘 > 칠흑의 양날 도끼 > 스테락의 도전,3,1,33.33333333333333
JUNGLE,브라이어,거대한 히드라 > 끝없는 갈망 > 갈라진 하늘,1,0,0.0
JUNGLE,브라이어,거대한 히드라 > 끝없는 갈망 > 죽음의 무도,1,0,0.0
JUNGLE,브라이어,거대한 히드라 > 도미닉 경의 인사 > 원형질 안전벨트,1,1,100.0
JUNGLE,브라이어,거대한 히드라 > 도미닉 경의 인사 > 죽음의 무도,1,0,0.0
JUNGLE,브라이어,거대한 히드라 > 도미닉 경의 인사 > 해신 작쇼,1,1,100.0
JUNGLE,브라이어,거대한 히드라 > 죽음의 무도 > 칠흑의 양날 도끼,1,1,100.0
JUNGLE,브라이어,거대한 히드라 > 지배자의 피갑옷 > 끝없는 갈망,2,1,50.0
JUNGLE,브라이어,거대한 히드라 > 지배자의 피갑옷 > 도미닉 경의 인사,1,1,100.0
JUNGLE,브라이어,거대한 히드라 > 지배자의 피갑옷 > 몰락한 왕의 검,1,0,0.0
JUNGLE,브라이어,거대한 히드라 > 지배자의 피갑옷 > 스테락의 도전,1,0,0.0
JUNGLE,브라이어,거대한 히드라 > 지배자의 피갑옷 > 워모그의 갑옷,3,3,100.0
JUNGLE,브라이어,거대한 히드라 > 지배자의 피갑옷 > 칠흑의 양날 도끼,1,0,0.0
JUNGLE,브라이어,거대한 히드라 > 칠흑의 양날 도끼 > 갈라진 하늘,1,0,0.0
JUNGLE,브라이어,거대한 히드라 > 칠흑의 양날 도끼 > 끝없는 갈망,1,0,0.0
JUNGLE,브라이어,거대한 히드라 > 칠흑의 양날 도끼 > 수호 천사,6,4,66.66666666666666
JUNGLE,브라이어,거대한 히드라 > 칠흑의 양날 도끼 > 스테락의 도전,2,1,50.0
JUNGLE,브라이어,거대한 히드라 > 칠흑의 양날 도끼 > 죽음의 무도,5,3,60.0
JUNGLE,브라이어,거대한 히드라 > 칠흑의 양날 도끼 > 지배자의 피갑옷,1,1,100.0
JUNGLE,브라이어,기회 > 독사의 송곳니 > 요새파괴자,1,0,0.0
JUNGLE,브라이어,몰락한 왕의 검 > 갈라진 하늘 > 도미닉 경의 인사,1,1,100.0
JUNGLE,브라이어,몰락한 왕의 검 > 거대한 히드라 > 수호 천사,1,1,100.0
JUNGLE,브라이어,몰락한 왕의 검 > 거대한 히드라 > 죽음의 무도,1,1,100.0
JUNGLE,브라이어,몰락한 왕의 검 > 거대한 히드라 > 칠흑의 양날 도끼,3,2,66.66666666666666
JUNGLE,브라이어,몰락한 왕의 검 > 도미닉 경의 인사 > 선체파괴자,1,0,0.0
JUNGLE,브라이어,몰락한 왕의 검 > 도미닉 경의 인사 > 징수의 총,1,0,0.0
JUNGLE,브라이어,몰락한 왕의 검 > 도미닉 경의 인사 > 해신 작쇼,1,1,100.0
JUNGLE,브라이어,몰락한 왕의 검 > 칠흑의 양날 도끼 > 갈라진 하늘,1,1,100.0
JUNGLE,브라이어,몰락한 왕의 검 > 칠흑의 양날 도끼 > 거대한 히드라,1,1,100.0
JUNGLE,브라이어,몰락한 왕의 검 > 칠흑의 양날 도끼 > 맬모셔스의 아귀,1,1,100.0
JUNGLE,브라이어,몰락한 왕의 검 > 칠흑의 양날 도끼 > 스테락의 도전,1,1,100.0
JUNGLE,브라이어,몰락한 왕의 검 > 칠흑의 양날 도끼 > 죽음의 무도,17,6,35.294117647058826
JUNGLE,브라이어,몰락한 왕의 검 > 칠흑의 양날 도끼 > 화공 펑크 사슬검,1,1,100.0
JUNGLE,브라이어,불경한 히드라 > 징수의 총 > 도미닉 경의 인사,4,3,75.0
JUNGLE,브라이어,불경한 히드라 > 징수의 총 > 독사의 송곳니,2,1,50.0
JUNGLE,브라이어,불경한 히드라 > 징수의 총 > 밤의 끝자락,12,8,66.66666666666666
JUNGLE,브라이어,불경한 히드라 > 징수의 총 > 스테락의 도전,1,1,100.0
JUNGLE,브라이어,불경한 히드라 > 징수의 총 > 요새파괴자,1,1,100.0
JUNGLE,브라이어,불경한 히드라 > 징수의 총 > 징수의 총,1,1,100.0
JUNGLE,브라이어,요새파괴자 > 징수의 총 > 기회,1,0,0.0
JUNGLE,브라이어,요우무의 유령검 > 징수의 총 > 도미닉 경의 인사,1,1,100.0
JUNGLE,브라이어,요우무의 유령검 > 징수의 총 > 필멸자의 운명,1,0,0.0
JUNGLE,브라이어,월식 > 갈라진 하늘 > 끝없는 갈망,2,1,50.0
JUNGLE,브라이어,월식 > 갈라진 하늘 > 스테락의 도전,2,0,0.0
JUNGLE,브라이어,윤 탈 야생화살 > 도미닉 경의 인사 > 불멸의 철갑궁,1,1,100.0
JUNGLE,브라이어,정수 약탈자 > 징수의 총 > 무한의 대검,2,2,100.0
JUNGLE,브라이어,징수의 총 > 기회 > 수호 천사,1,0,0.0
JUNGLE,브라이어,징수의 총 > 도미닉 경의 인사 > 거대한 히드라,1,1,100.0
JUNGLE,브라이어,징수의 총 > 밤의 끝자락 > 불경한 히드라,1,1,100.0
JUNGLE,브라이어,징수의 총 > 불경한 히드라 > 도미닉 경의 인사,5,3,60.0
JUNGLE,브라이어,징수의 총 > 불경한 히드라 > 독사의 송곳니,4,0,0.0
JUNGLE,브라이어,징수의 총 > 불경한 히드라 > 밤의 끝자락,15,9,60.0
JUNGLE,브라이어,징수의 총 > 불경한 히드라 > 불경한 히드라,1,0,0.0
JUNGLE,브라이어,징수의 총 > 불경한 히드라 > 필멸자의 운명,2,0,0.0
JUNGLE,브라이어,징수의 총 > 불멸의 철갑궁 > 악마사냥꾼의 화살,2,0,0.0
JUNGLE,브라이어,칠흑의 양날 도끼 > 갈라진 하늘 > 죽음의 무도,1,1,100.0
JUNGLE,브라이어,칠흑의 양날 도끼 > 거대한 히드라 > 수호 천사,1,1,100.0
JUNGLE,브라이어,칠흑의 양날 도끼 > 거대한 히드라 > 스테락의 도전,1,1,100.0
JUNGLE,브라이어,칠흑의 양날 도끼 > 끝없는 갈망 > 스테락의 도전,1,1,100.0
JUNGLE,브라이어,크라켄 학살자 > 갈라진 하늘 > 스테락의 도전,1,1,100.0
JUNGLE,브라이어,크라켄 학살자 > 갈라진 하늘 > 칠흑의 양날 도끼,2,2,100.0
JUNGLE,브라이어,크라켄 학살자 > 갈라진 하늘 > 화공 펑크 사슬검,1,1,100.0
JUNGLE,브라이어,크라켄 학살자 > 거대한 히드라 > 갈라진 하늘,1,0,0.0
JUNGLE,브라이어,크라켄 학살자 > 거대한 히드라 > 끝없는 갈망,2,0,0.0
JUNGLE,브라이어,크라켄 학살자 > 거대한 히드라 > 스테락의 도전,1,0,0.0
JUNGLE,브라이어,크라켄 학살자 > 거대한 히드라 > 죽음의 무도,2,2,100.0
JUNGLE,브라이어,크라켄 학살자 > 거대한 히드라 > 칠흑의 양날 도끼,2,1,50.0
JUNGLE,브라이어,크라켄 학살자 > 끝없는 갈망 > 거대한 히드라,1,0,0.0
JUNGLE,브라이어,크라켄 학살자 > 선체파괴자 > 끝없는 갈망,2,1,50.0
JUNGLE,브라이어,크라켄 학살자 > 선체파괴자 > 맬모셔스의 아귀,1,0,0.0
JUNGLE,브라이어,크라켄 학살자 > 수호 천사 > 몰락한 왕의 검,2,1,50.0
JUNGLE,브라이어,크라켄 학살자 > 칠흑의 양날 도끼 > 죽음의 무도,2,0,0.0
JUNGLE,브랜드,그림자불꽃 > 어둠불꽃 횃불 > 라일라이의 수정홀,1,1,100.0
JUNGLE,브랜드,라일라이의 수정홀 > 리안드리의 고통 > 독사의 송곳니,1,1,100.0
JUNGLE,브랜드,라일라이의 수정홀 > 리안드리의 고통 > 존야의 모래시계,24,15,62.5
JUNGLE,브랜드,라일라이의 수정홀 > 리안드리의 고통 > 핏빛 저주,9,4,44.44444444444444
JUNGLE,브랜드,라일라이의 수정홀 > 어둠불꽃 횃불 > 핏빛 저주,1,0,0.0
JUNGLE,브랜드,리안드리의 고통 > 그림자불꽃 > 라일라이의 수정홀,1,1,100.0
JUNGLE,브랜드,리안드리의 고통 > 그림자불꽃 > 존야의 모래시계,2,1,50.0
JUNGLE,브랜드,리안드리의 고통 > 라일라이의 수정홀 > 공허의 지팡이,1,0,0.0
JUNGLE,브랜드,리안드리의 고통 > 라일라이의 수정홀 > 그림자불꽃,1,1,100.0
JUNGLE,브랜드,리안드리의 고통 > 라일라이의 수정홀 > 밴시의 장막,1,1,100.0
JUNGLE,브랜드,리안드리의 고통 > 라일라이의 수정홀 > 제국의 명령,1,0,0.0
JUNGLE,브랜드,리안드리의 고통 > 라일라이의 수정홀 > 존야의 모래시계,17,11,64.70588235294117
JUNGLE,브랜드,리안드리의 고통 > 라일라이의 수정홀 > 핏빛 저주,8,6,75.0
JUNGLE,브랜드,리안드리의 고통 > 리안드리의 고통 > 라일라이의 수정홀,1,1,100.0
JUNGLE,브랜드,리안드리의 고통 > 존야의 모래시계 > 핏빛 저주,1,1,100.0
JUNGLE,브랜드,어둠불꽃 횃불 > 라일라이의 수정홀 > 그림자불꽃,1,1,100.0
JUNGLE,브랜드,어둠불꽃 횃불 > 라일라이의 수정홀 > 리안드리의 고통,1,0,0.0
JUNGLE,브랜드,어둠불꽃 횃불 > 라일라이의 수정홀 > 존야의 모래시계,2,0,0.0
JUNGLE,비에고,갈라진 하늘 > 마법사의 최후 > 죽음의 무도,1,1,100.0
JUNGLE,비에고,갈라진 하늘 > 스테락의 도전 > 수호 천사,1,1,100.0
JUNGLE,비에고,갈라진 하늘 > 징수의 총 > 불멸의 철갑궁,1,1,100.0
JUNGLE,비에고,갈라진 하늘 > 칠흑의 양날 도끼 > 스테락의 도전,1,0,0.0
JUNGLE,비에고,갈라진 하늘 > 칠흑의 양날 도끼 > 죽음의 무도,1,0,0.0
JUNGLE,비에고,그림자 검 > 징수의 총 > 도미닉 경의 인사,1,0,0.0
JUNGLE,비에고,몰락한 왕의 검 > 갈라진 하늘 > 죽음의 무도,2,1,50.0
JUNGLE,비에고,몰락한 왕의 검 > 불멸의 철갑궁 > 폭풍갈퀴,1,1,100.0
JUNGLE,비에고,몰락한 왕의 검 > 삼위일체 > 갈라진 하늘,1,1,100.0
JUNGLE,비에고,몰락한 왕의 검 > 삼위일체 > 징수의 총,1,0,0.0
JUNGLE,비에고,몰락한 왕의 검 > 삼위일체 > 필멸자의 운명,1,1,100.0
JUNGLE,비에고,몰락한 왕의 검 > 징수의 총 > 도미닉 경의 인사,1,1,100.0
JUNGLE,비에고,몰락한 왕의 검 > 크라켄 학살자 > 징수의 총,1,0,0.0
JUNGLE,비에고,몰락한 왕의 검 > 크라켄 학살자 > 필멸자의 운명,1,1,100.0
JUNGLE,비에고,불경한 히드라 > 징수의 총 > 불멸의 철갑궁,1,0,0.0
JUNGLE,비에고,삼위일체 > 갈라진 하늘 > 끝없는 갈망,2,0,0.0
