position,champion,team,total_games,win_count,win_rate
MIDDLE,트리스타나,Blue,211,104,49.29
MIDDLE,트리스타나,Red,217,104,47.93
MIDDLE,트린다미어,Blue,92,37,40.22
MIDDLE,트린다미어,Red,102,50,49.02
MIDDLE,트위스티드 페이트,Blue,1911,992,51.91
MIDDLE,트위스티드 페이트,Red,1815,1001,55.15
MIDDLE,트위치,Blue,16,10,62.5
MIDDLE,트위치,Red,15,7,46.67
MIDDLE,티모,Blue,4,2,50.0
MIDDLE,티모,Red,6,2,33.33
MIDDLE,파이크,Blue,10,7,70.0
MIDDLE,파이크,Red,14,8,57.14
MIDDLE,판테온,Blue,309,175,56.63
MIDDLE,판테온,Red,315,182,57.78
MIDDLE,피들스틱,Blue,25,11,44.0
MIDDLE,피들스틱,Red,17,8,47.06
MIDDLE,피오라,Blue,11,8,72.73
MIDDLE,피오라,Red,10,7,70.0
MIDDLE,피즈,Blue,310,149,48.06
MIDDLE,피즈,Red,312,163,52.24
MIDDLE,하이머딩거,Blue,26,11,42.31
MIDDLE,하이머딩거,Red,22,15,68.18
MIDDLE,흐웨이,Blue,626,294,46.96
MIDDLE,흐웨이,Red,579,264,45.6
TOP,가렌,Blue,342,144,42.11
TOP,가렌,Red,417,212,50.84
TOP,갈리오,Blue,119,75,63.03
TOP,갈리오,Red,154,78,50.65
TOP,갱플랭크,Blue,1352,701,51.85
TOP,갱플랭크,Red,1241,650,52.38
TOP,그라가스,Blue,521,246,47.22
TOP,그라가스,Red,589,290,49.24
TOP,그레이브즈,Blue,14,4,28.57
TOP,그레이브즈,Red,16,4,25.0
TOP,그웬,Blue,746,386,51.74
TOP,그웬,Red,901,497,55.16
TOP,나르,Blue,948,459,48.42
TOP,나르,Red,1202,615,51.16
TOP,나서스,Blue,122,56,45.9
TOP,나서스,Red,182,85,46.7
TOP,나피리,Blue,37,18,48.65
TOP,나피리,Red,32,18,56.25
TOP,노틸러스,Blue,2,1,50.0
TOP,녹턴,Blue,100,55,55.0
TOP,녹턴,Red,98,43,43.88
TOP,누누와 윌럼프,Blue,2,1,50.0
TOP,누누와 윌럼프,Red,1,0,0.0
TOP,니달리,Blue,100,51,51.0
TOP,니달리,Red,77,40,51.95
TOP,니코,Blue,48,27,56.25
TOP,니코,Red,35,18,51.43
TOP,닐라,Red,1,0,0.0
TOP,다리우스,Blue,674,331,49.11
TOP,다리우스,Red,821,394,47.99
TOP,다이애나,Blue,24,12,50.0
TOP,다이애나,Red,23,16,69.57
TOP,드레이븐,Blue,111,58,52.25
TOP,드레이븐,Red,117,54,46.15
TOP,라이즈,Blue,572,268,46.85
TOP,라이즈,Red,710,372,52.39
TOP,람머스,Blue,14,8,57.14
TOP,람머스,Red,16,11,68.75
TOP,럭스,Blue,1,1,100.0
TOP,럭스,Red,5,3,60.0
TOP,럼블,Blue,2656,1447,54.48
TOP,럼블,Red,2018,1030,51.04
TOP,레넥톤,Blue,1897,923,48.66
TOP,레넥톤,Red,2052,1021,49.76
TOP,렉사이,Blue,223,119,53.36
TOP,렉사이,Red,225,118,52.44
TOP,렐,Blue,1,0,0.0
TOP,렐,Red,1,0,0.0
TOP,렝가,Blue,325,165,50.77
TOP,렝가,Red,330,177,53.64
TOP,루시안,Blue,25,15,60.0
TOP,루시안,Red,29,11,37.93
TOP,룰루,Blue,94,54,57.45
TOP,룰루,Red,75,43,57.33
TOP,르블랑,Blue,15,8,53.33
TOP,르블랑,Red,19,10,52.63
TOP,리 신,Blue,79,35,44.3
TOP,리 신,Red,70,32,45.71
TOP,리븐,Blue,589,309,52.46
TOP,리븐,Red,604,324,53.64
TOP,리산드라,Blue,76,45,59.21
TOP,리산드라,Red,69,37,53.62
TOP,릴리아,Blue,1,0,0.0
TOP,릴리아,Red,1,1,100.0
TOP,마스터 이,Blue,48,20,41.67
TOP,마스터 이,Red,46,22,47.83
TOP,마오카이,Blue,120,53,44.17
TOP,마오카이,Red,86,40,46.51
TOP,말자하,Blue,22,11,50.0
TOP,말자하,Red,28,9,32.14
TOP,말파이트,Blue,635,299,47.09
TOP,말파이트,Red,802,426,53.12
TOP,멜,Blue,1,1,100.0
TOP,멜,Red,2,0,0.0
TOP,모데카이저,Blue,382,195,51.05
TOP,모데카이저,Red,420,214,50.95
TOP,모르가나,Blue,2,1,50.0
TOP,모르가나,Red,1,1,100.0
TOP,문도 박사,Blue,552,254,46.01
TOP,문도 박사,Red,605,283,46.78
TOP,미스 포츈,Red,1,0,0.0
TOP,바드,Red,1,1,100.0
TOP,바루스,Blue,497,246,49.5
TOP,바루스,Red,521,255,48.94
TOP,바이,Blue,8,5,62.5
TOP,바이,Red,10,3,30.0
TOP,베이가,Blue,4,1,25.0
TOP,베이가,Red,9,7,77.78
TOP,베인,Blue,336,174,51.79
TOP,베인,Red,566,291,51.41
TOP,벡스,Blue,5,4,80.0
TOP,벡스,Red,6,5,83.33
TOP,벨베스,Blue,45,25,55.56
TOP,벨베스,Red,39,17,43.59
TOP,벨코즈,Blue,15,5,33.33
TOP,벨코즈,Red,18,11,61.11
TOP,볼리베어,Blue,678,327,48.23
TOP,볼리베어,Red,703,352,50.07
TOP,브라이어,Blue,6,3,50.0
TOP,브라이어,Red,7,1,14.29
TOP,브랜드,Blue,10,2,20.0
TOP,브랜드,Red,7,3,42.86
TOP,블라디미르,Blue,590,288,48.81
TOP,블라디미르,Red,619,315,50.89
TOP,블리츠크랭크,Blue,1,0,0.0
TOP,비에고,Blue,32,17,53.12
TOP,비에고,Red,26,15,57.69
TOP,빅토르,Blue,25,13,52.0
TOP,빅토르,Red,34,18,52.94
TOP,뽀삐,Blue,357,185,51.82
TOP,뽀삐,Red,393,206,52.42
TOP,사이온,Blue,1214,557,45.88
TOP,사이온,Red,1097,500,45.58
TOP,사일러스,Blue,286,140,48.95
TOP,사일러스,Red,339,170,50.15
TOP,샤코,Blue,5,1,20.0
TOP,샤코,Red,1,0,0.0
TOP,세나,Blue,3,3,100.0
TOP,세나,Red,12,7,58.33
TOP,세주아니,Blue,267,139,52.06
TOP,세주아니,Red,227,109,48.02
TOP,세트,Blue,522,258,49.43
TOP,세트,Red,585,266,45.47
TOP,소라카,Blue,16,9,56.25
TOP,소라카,Red,15,5,33.33
TOP,쉔,Blue,568,320,56.34
TOP,쉔,Red,624,292,46.79
TOP,쉬바나,Blue,4,2,50.0
TOP,쉬바나,Red,3,1,33.33
TOP,스몰더,Blue,35,11,31.43
TOP,스몰더,Red,61,28,45.9
TOP,스웨인,Blue,93,49,52.69
TOP,스웨인,Red,160,87,54.37
TOP,스카너,Blue,14,7,50.0
TOP,스카너,Red,5,2,40.0
TOP,시비르,Red,1,1,100.0
TOP,신 짜오,Blue,128,49,38.28
TOP,신 짜오,Red,95,47,49.47
TOP,신드라,Blue,19,11,57.89
TOP,신드라,Red,16,11,68.75
TOP,신지드,Blue,657,364,55.4
TOP,신지드,Red,624,333,53.37
TOP,쓰레쉬,Blue,2,1,50.0
TOP,쓰레쉬,Red,1,0,0.0
TOP,아리,Blue,11,3,27.27
TOP,아리,Red,9,4,44.44
TOP,아우렐리온 솔,Blue,2,1,50.0
TOP,아우렐리온 솔,Red,2,0,0.0
TOP,아이번,Blue,57,32,56.14
TOP,아이번,Red,64,36,56.25
TOP,아지르,Blue,71,34,47.89
TOP,아지르,Red,80,50,62.5
TOP,아칼리,Blue,560,275,49.11
TOP,아칼리,Red,565,277,49.03
TOP,아크샨,Blue,32,13,40.62
TOP,아크샨,Red,43,23,53.49
TOP,아트록스,Blue,1176,549,46.68
TOP,아트록스,Red,1210,564,46.61
TOP,아펠리오스,Blue,2,0,0.0
TOP,아펠리오스,Red,1,0,0.0
TOP,알리스타,Blue,2,1,50.0
TOP,알리스타,Red,1,0,0.0
TOP,암베사,Blue,3034,1477,48.68
TOP,암베사,Red,2190,1079,49.27
TOP,애니,Blue,1,0,0.0
TOP,애니,Red,1,1,100.0
TOP,애니비아,Blue,203,110,54.19
TOP,애니비아,Red,181,104,57.46
TOP,야스오,Blue,586,272,46.42
TOP,야스오,Red,547,260,47.53
TOP,에코,Blue,22,9,40.91
TOP,에코,Red,24,10,41.67
TOP,엘리스,Blue,5,4,80.0
TOP,엘리스,Red,7,4,57.14
TOP,오공,Blue,119,55,46.22
TOP,오공,Red,139,78,56.12
TOP,오로라,Blue,236,114,48.31
TOP,오로라,Red,265,126,47.55
TOP,오른,Blue,384,173,45.05
TOP,오른,Red,389,203,52.19
TOP,오리아나,Blue,25,5,20.0
TOP,오리아나,Red,18,10,55.56
TOP,올라프,Blue,685,382,55.77
TOP,올라프,Red,751,400,53.26
TOP,요네,Blue,884,400,45.25
TOP,요네,Red,803,388,48.32
TOP,요릭,Blue,315,154,48.89
TOP,요릭,Red,444,223,50.23
TOP,우디르,Blue,300,171,57.0
TOP,우디르,Red,305,151,49.51
TOP,우르곳,Blue,448,250,55.8
TOP,우르곳,Red,485,265,54.64
TOP,워윅,Blue,377,182,48.28
TOP,워윅,Red,394,206,52.28
TOP,유나라,Red,1,0,0.0
TOP,이렐리아,Blue,1094,535,48.9
TOP,이렐리아,Red,1228,640,52.12
TOP,이블린,Blue,6,2,33.33
TOP,이블린,Red,2,0,0.0
TOP,이즈리얼,Blue,4,3,75.0
TOP,이즈리얼,Red,1,0,0.0
TOP,일라오이,Blue,197,83,42.13
TOP,일라오이,Red,200,90,45.0
TOP,자르반 4세,Blue,8,4,50.0
TOP,자르반 4세,Red,10,4,40.0
TOP,자야,Red,1,0,0.0
TOP,자이라,Red,3,2,66.67
TOP,자크,Blue,185,95,51.35
TOP,자크,Red,169,71,42.01
TOP,자헨,Blue,1496,768,51.34
TOP,자헨,Red,1392,697,50.07
TOP,잔나,Red,1,1,100.0
TOP,잭스,Blue,2371,1206,50.86
TOP,잭스,Red,2213,1141,51.56
TOP,제드,Blue,89,47,52.81
TOP,제드,Red,86,38,44.19
TOP,제라스,Blue,1,0,0.0
TOP,제리,Blue,2,1,50.0
TOP,제리,Red,4,1,25.0
TOP,제이스,Blue,835,403,48.26
TOP,제이스,Red,520,268,51.54
TOP,조이,Blue,22,11,50.0
TOP,조이,Red,28,14,50.0
TOP,진,Blue,2,1,50.0
TOP,진,Red,1,0,0.0
TOP,질리언,Blue,7,3,42.86
TOP,질리언,Red,5,2,40.0
TOP,징크스,Blue,1,0,0.0
TOP,초가스,Blue,86,35,40.7
TOP,초가스,Red,105,54,51.43
TOP,카르마,Blue,37,16,43.24
TOP,카르마,Red,46,18,39.13
TOP,카밀,Blue,765,379,49.54
TOP,카밀,Red,826,413,50.0
TOP,카사딘,Blue,25,10,40.0
TOP,카사딘,Red,19,12,63.16
TOP,카서스,Blue,5,1,20.0
TOP,카서스,Red,3,1,33.33
TOP,카시오페아,Blue,258,135,52.33
TOP,카시오페아,Red,289,145,50.17
TOP,카이사,Blue,9,3,33.33
TOP,카이사,Red,14,9,64.29
TOP,카직스,Blue,1,0,0.0
TOP,카타리나,Blue,18,10,55.56
TOP,카타리나,Red,14,4,28.57
TOP,칼리스타,Blue,3,1,33.33
TOP,칼리스타,Red,9,2,22.22
TOP,케넨,Blue,1117,587,52.55
TOP,케넨,Red,1184,657,55.49
TOP,케이틀린,Blue,2,1,50.0
TOP,케이틀린,Red,8,3,37.5
TOP,케인,Blue,30,14,46.67
TOP,케인,Red,49,22,44.9
TOP,케일,Blue,182,89,48.9
TOP,케일,Red,210,125,59.52
TOP,코그모,Blue,2,0,0.0
TOP,코그모,Red,5,1,20.0
TOP,코르키,Blue,32,17,53.12
TOP,코르키,Red,63,29,46.03
TOP,퀸,Blue,161,94,58.39
TOP,퀸,Red,194,90,46.39
TOP,크산테,Blue,2387,1125,47.13
TOP,크산테,Red,2173,999,45.97
TOP,클레드,Blue,555,291,52.43
TOP,클레드,Red,547,252,46.07
TOP,키아나,Blue,44,15,34.09
TOP,키아나,Red,48,18,37.5
TOP,킨드레드,Red,1,1,100.0
TOP,타릭,Blue,2,0,0.0
TOP,타릭,Red,2,2,100.0
TOP,탈론,Blue,8,7,87.5
TOP,탈론,Red,12,4,33.33
TOP,탈리야,Blue,4,2,50.0
TOP,탈리야,Red,5,3,60.0
TOP,탐 켄치,Blue,146,80,54.79
TOP,탐 켄치,Red,147,59,40.14
TOP,트런들,Blue,62,31,50.0
TOP,트런들,Red,61,30,49.18
TOP,트리스타나,Blue,29,13,44.83
TOP,트리스타나,Red,33,21,63.64
TOP,트린다미어,Blue,359,181,50.42
TOP,트린다미어,Red,350,151,43.14
TOP,트위스티드 페이트,Blue,24,14,58.33
TOP,트위스티드 페이트,Red,26,13,50.0
TOP,트위치,Blue,1,0,0.0
TOP,티모,Blue,310,160,51.61
TOP,티모,Red,326,166,50.92
TOP,판테온,Blue,406,207,50.99
TOP,판테온,Red,430,194,45.12
TOP,피들스틱,Blue,32,12,37.5
TOP,피들스틱,Red,25,11,44.0
TOP,피오라,Blue,1397,693,49.61
TOP,피오라,Red,1456,785,53.91
TOP,피즈,Blue,11,2,18.18
TOP,피즈,Red,2,1,50.0
TOP,하이머딩거,Blue,172,79,45.93
TOP,하이머딩거,Red,162,86,53.09
TOP,헤카림,Blue,1,0,0.0
TOP,헤카림,Red,1,0,0.0
TOP,흐웨이,Blue,7,3,42.86
TOP,흐웨이,Red,6,4,66.67
UTILITY,가렌,Blue,3,1,33.33
UTILITY,가렌,Red,1,1,100.0
UTILITY,갈리오,Blue,111,51,45.95
UTILITY,갈리오,Red,106,60,56.6
UTILITY,갱플랭크,Red,1,0,0.0
UTILITY,그라가스,Blue,51,31,60.78
UTILITY,그라가스,Red,42,21,50.0
UTILITY,그레이브즈,Red,1,0,0.0
UTILITY,그웬,Blue,1,0,0.0
UTILITY,나르,Red,2,1,50.0
UTILITY,나미,Blue,756,363,48.02
UTILITY,나미,Red,749,380,50.73
UTILITY,나서스,Red,2,2,100.0
UTILITY,나피리,Blue,3,2,66.67
UTILITY,나피리,Red,2,0,0.0
UTILITY,노틸러스,Blue,3783,1838,48.59
UTILITY,노틸러스,Red,4077,2066,50.67
UTILITY,녹턴,Blue,4,2,50.0
UTILITY,녹턴,Red,3,0,0.0
UTILITY,누누와 윌럼프,Blue,14,9,64.29
UTILITY,누누와 윌럼프,Red,8,4,50.0
UTILITY,니달리,Blue,221,106,47.96
UTILITY,니달리,Red,269,130,48.33
UTILITY,니코,Blue,1556,772,49.61
UTILITY,니코,Red,1607,864,53.76
UTILITY,다리우스,Blue,2,1,50.0
UTILITY,다리우스,Red,1,0,0.0
UTILITY,다이애나,Red,2,1,50.0
UTILITY,드레이븐,Red,1,0,0.0
UTILITY,라칸,Blue,2171,1109,51.08
UTILITY,라칸,Red,2208,1114,50.45
UTILITY,람머스,Blue,84,39,46.43
UTILITY,람머스,Red,90,41,45.56
UTILITY,럭스,Blue,373,187,50.13
UTILITY,럭스,Red,343,186,54.23
UTILITY,럼블,Blue,17,8,47.06
UTILITY,럼블,Red,12,5,41.67
UTILITY,레나타 글라스크,Blue,141,78,55.32
UTILITY,레나타 글라스크,Red,110,49,44.55
UTILITY,레오나,Blue,2101,1068,50.83
UTILITY,레오나,Red,2177,1132,52.0
UTILITY,렉사이,Blue,3,1,33.33
UTILITY,렉사이,Red,2,0,0.0
UTILITY,렐,Blue,1848,958,51.84
UTILITY,렐,Red,1872,970,51.82
UTILITY,렝가,Blue,68,39,57.35
UTILITY,렝가,Red,57,25,43.86
UTILITY,룰루,Blue,2660,1234,46.39
UTILITY,룰루,Red,2607,1225,46.99
UTILITY,르블랑,Blue,324,156,48.15
UTILITY,르블랑,Red,295,147,49.83
UTILITY,리 신,Blue,13,5,38.46
UTILITY,리 신,Red,7,2,28.57
UTILITY,리븐,Blue,1,1,100.0
UTILITY,리산드라,Blue,21,12,57.14
UTILITY,리산드라,Red,21,12,57.14
UTILITY,마스터 이,Blue,3,2,66.67
UTILITY,마오카이,Blue,593,300,50.59
UTILITY,마오카이,Red,564,312,55.32
UTILITY,말자하,Blue,2,0,0.0
UTILITY,말자하,Red,4,1,25.0
UTILITY,말파이트,Blue,10,3,30.0
UTILITY,말파이트,Red,4,0,0.0
UTILITY,멜,Blue,305,126,41.31
UTILITY,멜,Red,295,125,42.37
UTILITY,모데카이저,Blue,2,1,50.0
UTILITY,모데카이저,Red,3,2,66.67
UTILITY,모르가나,Blue,315,155,49.21
UTILITY,모르가나,Red,286,142,49.65
UTILITY,문도 박사,Blue,7,2,28.57
UTILITY,문도 박사,Red,10,3,30.0
UTILITY,미스 포츈,Blue,3,3,100.0
UTILITY,미스 포츈,Red,2,0,0.0
UTILITY,밀리오,Blue,524,218,41.6
UTILITY,밀리오,Red,482,247,51.24
UTILITY,바드,Blue,1868,978,52.36
UTILITY,바드,Red,1890,941,49.79
UTILITY,바루스,Blue,5,2,40.0
UTILITY,바루스,Red,4,0,0.0
UTILITY,바이,Blue,9,4,44.44
UTILITY,바이,Red,9,6,66.67
UTILITY,베이가,Blue,40,15,37.5
UTILITY,베이가,Red,36,15,41.67
UTILITY,베인,Blue,17,8,47.06
UTILITY,베인,Red,17,11,64.71
UTILITY,벡스,Blue,2,1,50.0
UTILITY,벡스,Red,2,1,50.0
UTILITY,벨베스,Blue,1,1,100.0
UTILITY,벨베스,Red,5,3,60.0
UTILITY,벨코즈,Blue,210,97,46.19
UTILITY,벨코즈,Red,240,132,55.0
UTILITY,볼리베어,Blue,1,0,0.0
UTILITY,브라움,Blue,3663,1909,52.12
UTILITY,브라움,Red,3751,1939,51.69
UTILITY,브랜드,Blue,64,33,51.56
UTILITY,브랜드,Red,57,23,40.35
UTILITY,블리츠크랭크,Blue,1447,725,50.1
UTILITY,블리츠크랭크,Red,1436,713,49.65
UTILITY,비에고,Blue,5,2,40.0
UTILITY,비에고,Red,3,1,33.33
UTILITY,빅토르,Blue,1,1,100.0
UTILITY,뽀삐,Blue,1095,594,54.25
UTILITY,뽀삐,Red,1084,554,51.11
UTILITY,사미라,Blue,1,0,0.0
UTILITY,사이온,Blue,13,4,30.77
UTILITY,사이온,Red,16,9,56.25
UTILITY,사일러스,Blue,235,115,48.94
UTILITY,사일러스,Red,235,117,49.79
UTILITY,샤코,Blue,167,70,41.92
UTILITY,샤코,Red,172,85,49.42
UTILITY,세나,Blue,578,317,54.84
UTILITY,세나,Red,528,276,52.27
UTILITY,세라핀,Blue,674,304,45.1
UTILITY,세라핀,Red,572,257,44.93
UTILITY,세주아니,Blue,9,3,33.33
UTILITY,세주아니,Red,10,7,70.0
UTILITY,세트,Blue,25,10,40.0
UTILITY,세트,Red,32,15,46.88
UTILITY,소나,Blue,595,282,47.39
UTILITY,소나,Red,546,261,47.8
UTILITY,소라카,Blue,475,250,52.63
UTILITY,소라카,Red,464,219,47.2
UTILITY,쉔,Blue,98,50,51.02
UTILITY,쉔,Red,108,48,44.44
UTILITY,스몰더,Blue,1,0,0.0
UTILITY,스몰더,Red,1,0,0.0
UTILITY,스웨인,Blue,290,146,50.34
UTILITY,스웨인,Red,300,132,44.0
UTILITY,스카너,Blue,68,29,42.65
UTILITY,스카너,Red,70,39,55.71
UTILITY,시비르,Blue,1,1,100.0
UTILITY,신 짜오,Blue,4,0,0.0
UTILITY,신 짜오,Red,7,3,42.86
UTILITY,신드라,Blue,10,4,40.0
UTILITY,신드라,Red,12,5,41.67
UTILITY,신지드,Blue,8,4,50.0
UTILITY,신지드,Red,13,6,46.15
UTILITY,쓰레쉬,Blue,3256,1651,50.71
UTILITY,쓰레쉬,Red,3158,1635,51.77
UTILITY,아리,Blue,7,3,42.86
UTILITY,아리,Red,8,2,25.0
UTILITY,아무무,Blue,48,28,58.33
UTILITY,아무무,Red,52,23,44.23
UTILITY,아우렐리온 솔,Red,2,1,50.0
UTILITY,아이번,Blue,9,6,66.67
UTILITY,아이번,Red,12,7,58.33
UTILITY,아지르,Blue,5,2,40.0
UTILITY,아지르,Red,3,1,33.33
UTILITY,아칼리,Blue,2,2,100.0
UTILITY,아칼리,Red,1,1,100.0
UTILITY,아크샨,Blue,7,2,28.57
UTILITY,아크샨,Red,3,1,33.33
UTILITY,아트록스,Blue,3,2,66.67
UTILITY,아트록스,Red,1,0,0.0
UTILITY,알리스타,Blue,2405,1262,52.47
UTILITY,알리스타,Red,2322,1170,50.39
UTILITY,애니,Blue,8,2,25.0
UTILITY,애니,Red,5,3,60.0
UTILITY,애니비아,Blue,126,67,53.17
UTILITY,애니비아,Red,126,70,55.56
UTILITY,애쉬,Blue,44,25,56.82
UTILITY,애쉬,Red,36,16,44.44
UTILITY,야스오,Blue,4,2,50.0
UTILITY,에코,Blue,13,8,61.54
UTILITY,에코,Red,10,4,40.0
UTILITY,엘리스,Blue,1116,598,53.58
UTILITY,엘리스,Red,1101,549,49.86
UTILITY,오공,Blue,16,6,37.5
UTILITY,오공,Red,10,5,50.0
UTILITY,오로라,Blue,1,0,0.0
UTILITY,오로라,Red,3,1,33.33
UTILITY,오른,Blue,5,4,80.0
UTILITY,오른,Red,5,2,40.0
UTILITY,오리아나,Blue,13,5,38.46
UTILITY,오리아나,Red,14,6,42.86
UTILITY,요릭,Blue,1,0,0.0
UTILITY,요릭,Red,2,2,100.0
UTILITY,우디르,Blue,6,3,50.0
UTILITY,우디르,Red,8,6,75.0
UTILITY,우르곳,Blue,1,0,0.0
UTILITY,우르곳,Red,1,0,0.0
UTILITY,워윅,Blue,1,0,0.0
UTILITY,유나라,Blue,1,0,0.0
UTILITY,유미,Blue,917,366,39.91
UTILITY,유미,Red,975,463,47.49
UTILITY,이즈리얼,Blue,3,1,33.33
UTILITY,이즈리얼,Red,6,3,50.0
UTILITY,자르반 4세,Blue,45,23,51.11
UTILITY,자르반 4세,Red,46,26,56.52
UTILITY,자이라,Blue,199,96,48.24
UTILITY,자이라,Red,189,86,45.5
UTILITY,자크,Blue,54,27,50.0
UTILITY,자크,Red,46,21,45.65
UTILITY,자헨,Blue,3,1,33.33
UTILITY,잔나,Blue,317,175,55.21
UTILITY,잔나,Red,323,158,48.92
UTILITY,잭스,Blue,18,11,61.11
UTILITY,잭스,Red,10,6,60.0
UTILITY,제드,Blue,3,0,0.0
UTILITY,제드,Red,6,1,16.67
UTILITY,제라스,Blue,162,69,42.59
UTILITY,제라스,Red,161,66,40.99
UTILITY,제이스,Blue,13,10,76.92
UTILITY,제이스,Red,7,5,71.43
UTILITY,조이,Blue,100,46,46.0
UTILITY,조이,Red,110,60,54.55
UTILITY,직스,Blue,5,2,40.0
UTILITY,직스,Red,5,2,40.0
UTILITY,진,Blue,3,0,0.0
UTILITY,진,Red,9,6,66.67
UTILITY,질리언,Blue,267,139,52.06
UTILITY,질리언,Red,317,162,51.1
UTILITY,초가스,Blue,9,6,66.67
UTILITY,초가스,Red,9,2,22.22
UTILITY,카르마,Blue,2274,1073,47.19
UTILITY,카르마,Red,2256,1099,48.71
UTILITY,카밀,Blue,130,59,45.38
UTILITY,카밀,Red,127,69,54.33
UTILITY,카서스,Blue,2,1,50.0
UTILITY,카서스,Red,5,2,40.0
UTILITY,카시오페아,Blue,18,13,72.22
UTILITY,카시오페아,Red,11,6,54.55
UTILITY,카타리나,Blue,2,0,0.0
UTILITY,카타리나,Red,3,2,66.67
UTILITY,칼리스타,Blue,2,1,50.0
UTILITY,칼리스타,Red,1,0,0.0
UTILITY,케넨,Blue,47,27,57.45
UTILITY,케넨,Red,37,23,62.16
UTILITY,케이틀린,Blue,9,3,33.33
UTILITY,케이틀린,Red,7,3,42.86
UTILITY,케인,Red,1,1,100.0
UTILITY,코그모,Blue,3,2,66.67
UTILITY,코그모,Red,5,4,80.0
UTILITY,퀸,Blue,1,1,100.0
UTILITY,퀸,Red,1,1,100.0
UTILITY,크산테,Blue,24,13,54.17
UTILITY,크산테,Red,31,8,25.81
UTILITY,클레드,Blue,2,0,0.0
UTILITY,클레드,Red,7,2,28.57
UTILITY,키아나,Blue,22,8,36.36
UTILITY,키아나,Red,23,13,56.52
UTILITY,타릭,Blue,501,263,52.5
UTILITY,타릭,Red,542,264,48.71
UTILITY,탈론,Red,2,0,0.0
UTILITY,탈리야,Blue,34,21,61.76
UTILITY,탈리야,Red,42,19,45.24
UTILITY,탐 켄치,Blue,153,67,43.79
UTILITY,탐 켄치,Red,134,70,52.24
UTILITY,트런들,Blue,11,3,27.27
UTILITY,트런들,Red,11,7,63.64
UTILITY,트린다미어,Blue,3,1,33.33
UTILITY,트린다미어,Red,3,1,33.33
UTILITY,트위스티드 페이트,Blue,8,2,25.0
UTILITY,트위스티드 페이트,Red,12,6,50.0
UTILITY,트위치,Blue,34,13,38.24
UTILITY,트위치,Red,31,16,51.61
UTILITY,티모,Blue,6,3,50.0
UTILITY,티모,Red,3,3,100.0
UTILITY,파이크,Blue,1504,735,48.87
UTILITY,파이크,Red,1438,719,50.0
UTILITY,판테온,Blue,559,281,50.27
UTILITY,판테온,Red,517,242,46.81
UTILITY,피들스틱,Blue,125,64,51.2
UTILITY,피들스틱,Red,163,73,44.79
UTILITY,피오라,Blue,2,2,100.0
UTILITY,피오라,Red,2,2,100.0
UTILITY,피즈,Blue,2,1,50.0
UTILITY,피즈,Red,3,1,33.33
UTILITY,하이머딩거,Blue,67,35,52.24
UTILITY,하이머딩거,Red,65,29,44.62
UTILITY,흐웨이,Blue,46,25,54.35
UTILITY,흐웨이,Red,51,29,56.86
