position,champion,build_path,total_games,win_count,win_rate
JUNGLE,말파이트,가시 갑옷 ➜ 태양불꽃 방패 ➜ 천 갑옷,14,7,50.0
JUNGLE,말파이트,가시 갑옷 ➜ 태양불꽃 방패 ➜ 케이닉 루컨,92,47,51.09
JUNGLE,말파이트,가시 갑옷 ➜ 태양불꽃 방패 ➜ 파수꾼의 갑옷,29,8,27.59
JUNGLE,말파이트,가시 갑옷 ➜ 태양불꽃 방패 ➜ 해신 작쇼,11,5,45.45
JUNGLE,말파이트,가시 갑옷 ➜ 파수꾼의 갑옷 ➜ 태양불꽃 방패,6,3,50.0
JUNGLE,말파이트,가시 갑옷 ➜ 해신 작쇼 ➜ 케이닉 루컨,5,3,60.0
JUNGLE,말파이트,덤불 조끼 ➜ 태양불꽃 방패 ➜ 쇠사슬 조끼,6,3,50.0
JUNGLE,말파이트,덤불 조끼 ➜ 태양불꽃 방패 ➜ 케이닉 루컨,5,2,40.0
JUNGLE,말파이트,란두인의 예언 ➜ 가시 갑옷 ➜ 태양불꽃 방패,5,1,20.0
JUNGLE,말파이트,란두인의 예언 ➜ 태양불꽃 방패 ➜ 가시 갑옷,5,4,80.0
JUNGLE,말파이트,란두인의 예언 ➜ 태양불꽃 방패 ➜ 케이닉 루컨,5,4,80.0
JUNGLE,말파이트,망령의 두건 ➜ 음전자 망토 ➜ 태양불꽃 방패,7,2,28.57
JUNGLE,말파이트,망령의 두건 ➜ 태양불꽃 방패 ➜ 마법무효화의 망토,5,1,20.0
JUNGLE,말파이트,망령의 두건 ➜ 태양불꽃 방패 ➜ 음전자 망토,9,3,33.33
JUNGLE,말파이트,밴들파이프 ➜ 태양불꽃 방패 ➜ 가시 갑옷,7,3,42.86
JUNGLE,말파이트,밴들파이프 ➜ 태양불꽃 방패 ➜ 지크의 융합,5,2,40.0
JUNGLE,말파이트,악의 ➜ 태양불꽃 방패 ➜ 케이닉 루컨,5,4,80.0
JUNGLE,말파이트,얼어붙은 심장 ➜ 가시 갑옷 ➜ 태양불꽃 방패,7,4,57.14
JUNGLE,말파이트,얼어붙은 심장 ➜ 케이닉 루컨 ➜ 가시 갑옷,5,1,20.0
JUNGLE,말파이트,얼어붙은 심장 ➜ 케이닉 루컨 ➜ 태양불꽃 방패,5,3,60.0
JUNGLE,말파이트,얼어붙은 심장 ➜ 태양불꽃 방패 ➜ 가시 갑옷,16,5,31.25
JUNGLE,말파이트,얼어붙은 심장 ➜ 태양불꽃 방패 ➜ 덤불 조끼,8,4,50.0
JUNGLE,말파이트,얼어붙은 심장 ➜ 태양불꽃 방패 ➜ 루비 수정,12,5,41.67
JUNGLE,말파이트,얼어붙은 심장 ➜ 태양불꽃 방패 ➜ 망령의 두건,5,2,40.0
JUNGLE,말파이트,얼어붙은 심장 ➜ 태양불꽃 방패 ➜ 음전자 망토,9,1,11.11
JUNGLE,말파이트,얼어붙은 심장 ➜ 태양불꽃 방패 ➜ 케이닉 루컨,18,8,44.44
JUNGLE,말파이트,원형질 안전벨트 ➜ 지크의 융합 ➜ 밴들파이프,5,3,60.0
JUNGLE,말파이트,음전자 망토 ➜ 망령의 두건 ➜ 태양불꽃 방패,7,2,28.57
JUNGLE,말파이트,음전자 망토 ➜ 태양불꽃 방패 ➜ 가시 갑옷,5,1,20.0
JUNGLE,말파이트,음전자 망토 ➜ 태양불꽃 방패 ➜ 망령의 두건,5,0,0.0
JUNGLE,말파이트,지크의 융합 ➜ 케이닉 루컨 ➜ 태양불꽃 방패,5,2,40.0
JUNGLE,말파이트,지크의 융합 ➜ 태양불꽃 방패 ➜ 가시 갑옷,17,8,47.06
JUNGLE,말파이트,지크의 융합 ➜ 태양불꽃 방패 ➜ 밴들파이프,6,5,83.33
JUNGLE,말파이트,지크의 융합 ➜ 태양불꽃 방패 ➜ 얼어붙은 심장,5,4,80.0
JUNGLE,말파이트,지크의 융합 ➜ 태양불꽃 방패 ➜ 음전자 망토,5,0,0.0
JUNGLE,말파이트,지크의 융합 ➜ 태양불꽃 방패 ➜ 천 갑옷,7,4,57.14
JUNGLE,말파이트,지크의 융합 ➜ 태양불꽃 방패 ➜ 케이닉 루컨,8,5,62.5
JUNGLE,말파이트,케이닉 루컨 ➜ 가시 갑옷 ➜ 태양불꽃 방패,15,9,60.0
JUNGLE,말파이트,케이닉 루컨 ➜ 거인의 허리띠 ➜ 태양불꽃 방패,6,1,16.67
JUNGLE,말파이트,케이닉 루컨 ➜ 루비 수정 ➜ 태양불꽃 방패,6,4,66.67
JUNGLE,말파이트,케이닉 루컨 ➜ 얼어붙은 심장 ➜ 가시 갑옷,8,5,62.5
JUNGLE,말파이트,케이닉 루컨 ➜ 얼어붙은 심장 ➜ 태양불꽃 방패,6,3,50.0
JUNGLE,말파이트,케이닉 루컨 ➜ 음전자 망토 ➜ 태양불꽃 방패,5,3,60.0
JUNGLE,말파이트,케이닉 루컨 ➜ 지크의 융합 ➜ 태양불꽃 방패,6,4,66.67
JUNGLE,말파이트,케이닉 루컨 ➜ 천 갑옷 ➜ 태양불꽃 방패,6,2,33.33
JUNGLE,말파이트,케이닉 루컨 ➜ 태양불꽃 방패 ➜ 가시 갑옷,50,23,46.0
JUNGLE,말파이트,케이닉 루컨 ➜ 태양불꽃 방패 ➜ 거인의 허리띠,8,2,25.0
JUNGLE,말파이트,케이닉 루컨 ➜ 태양불꽃 방패 ➜ 덤불 조끼,14,5,35.71
JUNGLE,말파이트,케이닉 루컨 ➜ 태양불꽃 방패 ➜ 루비 수정,6,2,33.33
JUNGLE,말파이트,케이닉 루컨 ➜ 태양불꽃 방패 ➜ 쇠사슬 조끼,5,2,40.0
JUNGLE,말파이트,케이닉 루컨 ➜ 태양불꽃 방패 ➜ 얼어붙은 심장,16,10,62.5
JUNGLE,말파이트,케이닉 루컨 ➜ 태양불꽃 방패 ➜ 원형질 안전벨트,5,2,40.0
JUNGLE,말파이트,케이닉 루컨 ➜ 태양불꽃 방패 ➜ 음전자 망토,6,1,16.67
JUNGLE,말파이트,케이닉 루컨 ➜ 태양불꽃 방패 ➜ 지크의 융합,5,3,60.0
JUNGLE,말파이트,케이닉 루컨 ➜ 태양불꽃 방패 ➜ 천 갑옷,10,5,50.0
JUNGLE,말파이트,케이닉 루컨 ➜ 태양불꽃 방패 ➜ 파수꾼의 갑옷,9,3,33.33
JUNGLE,말파이트,케이닉 루컨 ➜ 태양불꽃 방패 ➜ 해신 작쇼,14,5,35.71
JUNGLE,말파이트,태양불꽃 방패 ➜ 가시 갑옷 ➜ 거인의 허리띠,6,2,33.33
JUNGLE,말파이트,태양불꽃 방패 ➜ 가시 갑옷 ➜ 마법무효화의 망토,8,4,50.0
JUNGLE,말파이트,태양불꽃 방패 ➜ 가시 갑옷 ➜ 망령의 두건,11,5,45.45
JUNGLE,말파이트,태양불꽃 방패 ➜ 가시 갑옷 ➜ 얼어붙은 심장,33,14,42.42
JUNGLE,말파이트,태양불꽃 방패 ➜ 가시 갑옷 ➜ 음전자 망토,20,8,40.0
JUNGLE,말파이트,태양불꽃 방패 ➜ 가시 갑옷 ➜ 지크의 융합,6,2,33.33
JUNGLE,말파이트,태양불꽃 방패 ➜ 가시 갑옷 ➜ 천 갑옷,11,6,54.55
JUNGLE,말파이트,태양불꽃 방패 ➜ 가시 갑옷 ➜ 케이닉 루컨,53,23,43.4
JUNGLE,말파이트,태양불꽃 방패 ➜ 가시 갑옷 ➜ 파수꾼의 갑옷,12,9,75.0
JUNGLE,말파이트,태양불꽃 방패 ➜ 가시 갑옷 ➜ 해신 작쇼,8,3,37.5
JUNGLE,말파이트,태양불꽃 방패 ➜ 덤불 조끼 ➜ 루비 수정,12,3,25.0
JUNGLE,말파이트,태양불꽃 방패 ➜ 덤불 조끼 ➜ 쇠사슬 조끼,7,4,57.14
JUNGLE,말파이트,태양불꽃 방패 ➜ 덤불 조끼 ➜ 천 갑옷,13,3,23.08
JUNGLE,말파이트,태양불꽃 방패 ➜ 란두인의 예언 ➜ 가시 갑옷,8,3,37.5
JUNGLE,말파이트,태양불꽃 방패 ➜ 루비 수정 ➜ 마법무효화의 망토,6,0,0.0
JUNGLE,말파이트,태양불꽃 방패 ➜ 망령의 두건 ➜ 가시 갑옷,8,1,12.5
JUNGLE,말파이트,태양불꽃 방패 ➜ 망령의 두건 ➜ 마법무효화의 망토,5,1,20.0
JUNGLE,말파이트,태양불꽃 방패 ➜ 망령의 두건 ➜ 음전자 망토,9,4,44.44
JUNGLE,말파이트,태양불꽃 방패 ➜ 악의 ➜ 가시 갑옷,7,5,71.43
JUNGLE,말파이트,태양불꽃 방패 ➜ 악의 ➜ 케이닉 루컨,5,2,40.0
JUNGLE,말파이트,태양불꽃 방패 ➜ 얼어붙은 심장 ➜ 가시 갑옷,17,8,47.06
JUNGLE,말파이트,태양불꽃 방패 ➜ 얼어붙은 심장 ➜ 망령의 두건,6,0,0.0
JUNGLE,말파이트,태양불꽃 방패 ➜ 얼어붙은 심장 ➜ 음전자 망토,6,3,50.0
JUNGLE,말파이트,태양불꽃 방패 ➜ 얼어붙은 심장 ➜ 케이닉 루컨,19,5,26.32
JUNGLE,말파이트,태양불꽃 방패 ➜ 음전자 망토 ➜ 가시 갑옷,5,1,20.0
JUNGLE,말파이트,태양불꽃 방패 ➜ 점화석 ➜ 마법무효화의 망토,6,4,66.67
JUNGLE,말파이트,태양불꽃 방패 ➜ 점화석 ➜ 천 갑옷,5,1,20.0
JUNGLE,말파이트,태양불꽃 방패 ➜ 지크의 융합 ➜ 가시 갑옷,13,8,61.54
JUNGLE,말파이트,태양불꽃 방패 ➜ 지크의 융합 ➜ 덤불 조끼,7,2,28.57
JUNGLE,말파이트,태양불꽃 방패 ➜ 지크의 융합 ➜ 심연의 가면,5,2,40.0
JUNGLE,말파이트,태양불꽃 방패 ➜ 지크의 융합 ➜ 얼어붙은 심장,8,4,50.0
JUNGLE,말파이트,태양불꽃 방패 ➜ 지크의 융합 ➜ 원형질 안전벨트,7,5,71.43
JUNGLE,말파이트,태양불꽃 방패 ➜ 지크의 융합 ➜ 케이닉 루컨,8,4,50.0
JUNGLE,말파이트,태양불꽃 방패 ➜ 천 갑옷 ➜ 천 갑옷,12,4,33.33
JUNGLE,말파이트,태양불꽃 방패 ➜ 케이닉 루컨 ➜ 가시 갑옷,23,8,34.78
JUNGLE,말파이트,태양불꽃 방패 ➜ 케이닉 루컨 ➜ 거인의 허리띠,5,1,20.0
JUNGLE,말파이트,태양불꽃 방패 ➜ 케이닉 루컨 ➜ 덤불 조끼,10,6,60.0
JUNGLE,말파이트,태양불꽃 방패 ➜ 케이닉 루컨 ➜ 루비 수정,6,1,16.67
JUNGLE,말파이트,태양불꽃 방패 ➜ 케이닉 루컨 ➜ 얼어붙은 심장,19,10,52.63
JUNGLE,말파이트,태양불꽃 방패 ➜ 케이닉 루컨 ➜ 원형질 안전벨트,7,2,28.57
JUNGLE,말파이트,태양불꽃 방패 ➜ 케이닉 루컨 ➜ 지크의 융합,5,2,40.0
JUNGLE,말파이트,태양불꽃 방패 ➜ 케이닉 루컨 ➜ 천 갑옷,7,2,28.57
JUNGLE,말파이트,태양불꽃 방패 ➜ 케이닉 루컨 ➜ 파수꾼의 갑옷,8,1,12.5
JUNGLE,말파이트,태양불꽃 방패 ➜ 케이닉 루컨 ➜ 해신 작쇼,7,5,71.43
JUNGLE,문도 박사,가시 갑옷 ➜ 강철심장 ➜ 정령의 형상,6,2,33.33
JUNGLE,문도 박사,강철심장 ➜ 가시 갑옷 ➜ 정령의 형상,5,4,80.0
JUNGLE,문도 박사,강철심장 ➜ 란두인의 예언 ➜ 루비 수정,5,1,20.0
JUNGLE,문도 박사,강철심장 ➜ 란두인의 예언 ➜ 정령의 형상,7,3,42.86
JUNGLE,문도 박사,강철심장 ➜ 망령의 두건 ➜ 루비 수정,5,2,40.0
JUNGLE,문도 박사,강철심장 ➜ 망자의 갑옷 ➜ 정령의 형상,7,4,57.14
JUNGLE,문도 박사,강철심장 ➜ 정령의 형상 ➜ 란두인의 예언,11,6,54.55
JUNGLE,문도 박사,강철심장 ➜ 정령의 형상 ➜ 망자의 갑옷,9,6,66.67
JUNGLE,문도 박사,란두인의 예언 ➜ 강철심장 ➜ 정령의 형상,5,2,40.0
JUNGLE,문도 박사,망자의 갑옷 ➜ 강철심장 ➜ 루비 수정,7,3,42.86
JUNGLE,문도 박사,망자의 갑옷 ➜ 강철심장 ➜ 망령의 두건,5,2,40.0
JUNGLE,문도 박사,망자의 갑옷 ➜ 강철심장 ➜ 정령의 형상,13,8,61.54
JUNGLE,문도 박사,원형질 안전벨트 ➜ 강철심장 ➜ 정령의 형상,6,4,66.67
JUNGLE,문도 박사,정령의 형상 ➜ 강철심장 ➜ 가시 갑옷,5,3,60.0
JUNGLE,문도 박사,정령의 형상 ➜ 강철심장 ➜ 덤불 조끼,7,2,28.57
JUNGLE,문도 박사,정령의 형상 ➜ 강철심장 ➜ 망자의 갑옷,6,3,50.0
JUNGLE,바이,B.F. 대검 ➜ 갈라진 하늘 ➜ 칠흑의 양날 도끼,6,2,33.33
JUNGLE,바이,갈라진 하늘 ➜ B.F. 대검 ➜ 칠흑의 양날 도끼,8,5,62.5
JUNGLE,바이,갈라진 하늘 ➜ 강철 인장 ➜ B.F. 대검,5,3,60.0
JUNGLE,바이,갈라진 하늘 ➜ 강철 인장 ➜ 삼위일체,7,2,28.57
JUNGLE,바이,갈라진 하늘 ➜ 강철 인장 ➜ 스테락의 도전,5,3,60.0
JUNGLE,바이,갈라진 하늘 ➜ 강철 인장 ➜ 칠흑의 양날 도끼,11,6,54.55
JUNGLE,바이,갈라진 하늘 ➜ 곡괭이 ➜ 탐식의 망치,6,3,50.0
JUNGLE,바이,갈라진 하늘 ➜ 땅굴 채굴기 ➜ 곡괭이,5,3,60.0
JUNGLE,바이,갈라진 하늘 ➜ 땅굴 채굴기 ➜ 칠흑의 양날 도끼,6,2,33.33
JUNGLE,바이,갈라진 하늘 ➜ 란두인의 예언 ➜ 칠흑의 양날 도끼,5,0,0.0
JUNGLE,바이,갈라진 하늘 ➜ 롱소드 ➜ 루비 수정,13,1,7.69
JUNGLE,바이,갈라진 하늘 ➜ 롱소드 ➜ 천 갑옷,6,1,16.67
JUNGLE,바이,갈라진 하늘 ➜ 롱소드 ➜ 칠흑의 양날 도끼,10,5,50.0
JUNGLE,바이,갈라진 하늘 ➜ 루비 수정 ➜ 롱소드,11,4,36.36
JUNGLE,바이,갈라진 하늘 ➜ 루비 수정 ➜ 빛나는 티끌,5,3,60.0
JUNGLE,바이,갈라진 하늘 ➜ 맬모셔스의 아귀 ➜ 칠흑의 양날 도끼,6,3,50.0
JUNGLE,바이,갈라진 하늘 ➜ 삼위일체 ➜ 강철 인장,6,4,66.67
JUNGLE,바이,갈라진 하늘 ➜ 삼위일체 ➜ 곡괭이,5,2,40.0
JUNGLE,바이,갈라진 하늘 ➜ 삼위일체 ➜ 땅굴 채굴기,7,5,71.43
JUNGLE,바이,갈라진 하늘 ➜ 삼위일체 ➜ 롱소드,13,8,61.54
JUNGLE,바이,갈라진 하늘 ➜ 삼위일체 ➜ 루비 수정,9,5,55.56
JUNGLE,바이,갈라진 하늘 ➜ 삼위일체 ➜ 마법무효화의 망토,8,3,37.5
JUNGLE,바이,갈라진 하늘 ➜ 삼위일체 ➜ 수호 천사,13,12,92.31
JUNGLE,바이,갈라진 하늘 ➜ 삼위일체 ➜ 스테락의 도전,13,4,30.77
JUNGLE,바이,갈라진 하늘 ➜ 삼위일체 ➜ 점화석,5,0,0.0
JUNGLE,바이,갈라진 하늘 ➜ 삼위일체 ➜ 죽음의 무도,5,2,40.0
JUNGLE,바이,갈라진 하늘 ➜ 삼위일체 ➜ 칠흑의 양날 도끼,19,9,47.37
JUNGLE,바이,갈라진 하늘 ➜ 수호 천사 ➜ 스테락의 도전,6,5,83.33
JUNGLE,바이,갈라진 하늘 ➜ 수호 천사 ➜ 칠흑의 양날 도끼,18,13,72.22
JUNGLE,바이,갈라진 하늘 ➜ 스테락의 도전 ➜ 칠흑의 양날 도끼,18,13,72.22
JUNGLE,바이,갈라진 하늘 ➜ 점화석 ➜ 탐식의 망치,7,1,14.29
JUNGLE,바이,갈라진 하늘 ➜ 죽음의 무도 ➜ 칠흑의 양날 도끼,6,3,50.0
JUNGLE,바이,갈라진 하늘 ➜ 칠흑의 양날 도끼 ➜ B.F. 대검,16,6,37.5
JUNGLE,바이,갈라진 하늘 ➜ 칠흑의 양날 도끼 ➜ 강철 인장,59,22,37.29
JUNGLE,바이,갈라진 하늘 ➜ 칠흑의 양날 도끼 ➜ 곡괭이,16,8,50.0
JUNGLE,바이,갈라진 하늘 ➜ 칠흑의 양날 도끼 ➜ 땅굴 채굴기,22,9,40.91
JUNGLE,바이,갈라진 하늘 ➜ 칠흑의 양날 도끼 ➜ 롱소드,41,21,51.22
JUNGLE,바이,갈라진 하늘 ➜ 칠흑의 양날 도끼 ➜ 루비 수정,19,5,26.32
JUNGLE,바이,갈라진 하늘 ➜ 칠흑의 양날 도끼 ➜ 마법무효화의 망토,6,2,33.33
JUNGLE,바이,갈라진 하늘 ➜ 칠흑의 양날 도끼 ➜ 맬모셔스의 아귀,8,4,50.0
JUNGLE,바이,갈라진 하늘 ➜ 칠흑의 양날 도끼 ➜ 수호 천사,67,46,68.66
JUNGLE,바이,갈라진 하늘 ➜ 칠흑의 양날 도끼 ➜ 스테락의 도전,35,24,68.57
JUNGLE,바이,갈라진 하늘 ➜ 칠흑의 양날 도끼 ➜ 주문포식자,12,5,41.67
JUNGLE,바이,갈라진 하늘 ➜ 칠흑의 양날 도끼 ➜ 죽음의 무도,24,15,62.5
JUNGLE,바이,갈라진 하늘 ➜ 칠흑의 양날 도끼 ➜ 처형인의 대검,5,1,20.0
JUNGLE,바이,갈라진 하늘 ➜ 칠흑의 양날 도끼 ➜ 천 갑옷,14,5,35.71
JUNGLE,바이,갈라진 하늘 ➜ 탐식의 망치 ➜ 곡괭이,21,12,57.14
JUNGLE,바이,갈라진 하늘 ➜ 탐식의 망치 ➜ 루비 수정,19,8,42.11
JUNGLE,바이,갈라진 하늘 ➜ 탐식의 망치 ➜ 빛나는 티끌,6,0,0.0
JUNGLE,바이,갈라진 하늘 ➜ 탐식의 망치 ➜ 점화석,17,3,17.65
JUNGLE,바이,강철 인장 ➜ B.F. 대검 ➜ 칠흑의 양날 도끼,5,2,40.0
JUNGLE,바이,강철 인장 ➜ 갈라진 하늘 ➜ 칠흑의 양날 도끼,11,2,18.18
JUNGLE,바이,강철 인장 ➜ 칠흑의 양날 도끼 ➜ 갈라진 하늘,12,4,33.33
JUNGLE,바이,곡괭이 ➜ 갈라진 하늘 ➜ 롱소드,5,2,40.0
JUNGLE,바이,곡괭이 ➜ 갈라진 하늘 ➜ 탐식의 망치,13,8,61.54
JUNGLE,바이,땅굴 채굴기 ➜ 삼위일체 ➜ 콜필드의 전투 망치,11,4,36.36
JUNGLE,바이,땅굴 채굴기 ➜ 칠흑의 양날 도끼 ➜ 갈라진 하늘,6,2,33.33
JUNGLE,바이,롱소드 ➜ 갈라진 하늘 ➜ 칠흑의 양날 도끼,5,0,0.0
JUNGLE,바이,롱소드 ➜ 칠흑의 양날 도끼 ➜ 갈라진 하늘,5,0,0.0
JUNGLE,바이,루비 수정 ➜ 갈라진 하늘 ➜ 칠흑의 양날 도끼,5,1,20.0
JUNGLE,바이,삼위일체 ➜ 갈라진 하늘 ➜ 강철 인장,8,4,50.0
JUNGLE,바이,삼위일체 ➜ 갈라진 하늘 ➜ 땅굴 채굴기,6,3,50.0
JUNGLE,바이,삼위일체 ➜ 갈라진 하늘 ➜ 루비 수정,5,3,60.0
JUNGLE,바이,삼위일체 ➜ 갈라진 하늘 ➜ 수호 천사,7,4,57.14
JUNGLE,바이,삼위일체 ➜ 갈라진 하늘 ➜ 스테락의 도전,8,4,50.0
JUNGLE,바이,삼위일체 ➜ 갈라진 하늘 ➜ 죽음의 무도,8,3,37.5
JUNGLE,바이,삼위일체 ➜ 갈라진 하늘 ➜ 칠흑의 양날 도끼,12,8,66.67
JUNGLE,바이,삼위일체 ➜ 갈라진 하늘 ➜ 탐식의 망치,13,4,30.77
JUNGLE,바이,삼위일체 ➜ 땅굴 채굴기 ➜ 롱소드,7,5,71.43
JUNGLE,바이,삼위일체 ➜ 땅굴 채굴기 ➜ 루비 수정,5,2,40.0
JUNGLE,바이,수호 천사 ➜ 갈라진 하늘 ➜ 칠흑의 양날 도끼,16,10,62.5
JUNGLE,바이,수호 천사 ➜ 칠흑의 양날 도끼 ➜ 갈라진 하늘,20,11,55.0
JUNGLE,바이,스테락의 도전 ➜ 갈라진 하늘 ➜ 강철 인장,5,1,20.0
JUNGLE,바이,스테락의 도전 ➜ 갈라진 하늘 ➜ 수호 천사,5,4,80.0
JUNGLE,바이,스테락의 도전 ➜ 갈라진 하늘 ➜ 칠흑의 양날 도끼,13,7,53.85
JUNGLE,바이,스테락의 도전 ➜ 칠흑의 양날 도끼 ➜ 갈라진 하늘,10,4,40.0
JUNGLE,바이,점화석 ➜ 갈라진 하늘 ➜ 탐식의 망치,8,1,12.5
JUNGLE,바이,점화석 ➜ 탐식의 망치 ➜ 갈라진 하늘,5,3,60.0
JUNGLE,바이,죽음의 무도 ➜ 갈라진 하늘 ➜ 칠흑의 양날 도끼,5,3,60.0
JUNGLE,바이,칠흑의 양날 도끼 ➜ B.F. 대검 ➜ 갈라진 하늘,6,4,66.67
JUNGLE,바이,칠흑의 양날 도끼 ➜ 갈라진 하늘 ➜ B.F. 대검,35,17,48.57
JUNGLE,바이,칠흑의 양날 도끼 ➜ 갈라진 하늘 ➜ 강철 인장,85,36,42.35
JUNGLE,바이,칠흑의 양날 도끼 ➜ 갈라진 하늘 ➜ 곡괭이,25,13,52.0
JUNGLE,바이,칠흑의 양날 도끼 ➜ 갈라진 하늘 ➜ 땅굴 채굴기,42,17,40.48
JUNGLE,바이,칠흑의 양날 도끼 ➜ 갈라진 하늘 ➜ 롱소드,53,24,45.28
JUNGLE,바이,칠흑의 양날 도끼 ➜ 갈라진 하늘 ➜ 루비 수정,37,15,40.54
JUNGLE,바이,칠흑의 양날 도끼 ➜ 갈라진 하늘 ➜ 마법무효화의 망토,11,5,45.45
JUNGLE,바이,칠흑의 양날 도끼 ➜ 갈라진 하늘 ➜ 맬모셔스의 아귀,12,4,33.33
JUNGLE,바이,칠흑의 양날 도끼 ➜ 갈라진 하늘 ➜ 수호 천사,103,62,60.19
JUNGLE,바이,칠흑의 양날 도끼 ➜ 갈라진 하늘 ➜ 스테락의 도전,75,43,57.33
JUNGLE,바이,칠흑의 양날 도끼 ➜ 갈라진 하늘 ➜ 주문포식자,11,6,54.55
JUNGLE,바이,칠흑의 양날 도끼 ➜ 갈라진 하늘 ➜ 죽음의 무도,38,26,68.42
JUNGLE,바이,칠흑의 양날 도끼 ➜ 갈라진 하늘 ➜ 천 갑옷,21,12,57.14
JUNGLE,바이,칠흑의 양날 도끼 ➜ 갈라진 하늘 ➜ 콜필드의 전투 망치,12,7,58.33
JUNGLE,바이,칠흑의 양날 도끼 ➜ 갈라진 하늘 ➜ 파수꾼의 갑옷,6,4,66.67
JUNGLE,바이,칠흑의 양날 도끼 ➜ 강철 인장 ➜ 갈라진 하늘,19,8,42.11
JUNGLE,바이,칠흑의 양날 도끼 ➜ 땅굴 채굴기 ➜ 갈라진 하늘,8,3,37.5
JUNGLE,바이,칠흑의 양날 도끼 ➜ 롱소드 ➜ 갈라진 하늘,10,2,20.0
JUNGLE,바이,칠흑의 양날 도끼 ➜ 루비 수정 ➜ 갈라진 하늘,6,1,16.67
JUNGLE,바이,칠흑의 양날 도끼 ➜ 수호 천사 ➜ 갈라진 하늘,20,15,75.0
JUNGLE,바이,칠흑의 양날 도끼 ➜ 스테락의 도전 ➜ 갈라진 하늘,15,7,46.67
JUNGLE,바이,칠흑의 양날 도끼 ➜ 스테락의 도전 ➜ 강철 인장,5,2,40.0
JUNGLE,바이,칠흑의 양날 도끼 ➜ 죽음의 무도 ➜ 갈라진 하늘,7,6,85.71
JUNGLE,바이,탐식의 망치 ➜ 갈라진 하늘 ➜ 곡괭이,10,5,50.0
JUNGLE,바이,탐식의 망치 ➜ 갈라진 하늘 ➜ 루비 수정,16,6,37.5
JUNGLE,바이,탐식의 망치 ➜ 갈라진 하늘 ➜ 점화석,13,2,15.38
JUNGLE,바이,탐식의 망치 ➜ 루비 수정 ➜ 갈라진 하늘,8,4,50.0
JUNGLE,바이,탐식의 망치 ➜ 점화석 ➜ 갈라진 하늘,7,0,0.0
JUNGLE,벨베스,강철 인장 ➜ 발걸음 분쇄기 ➜ 크라켄 학살자,9,7,77.78
JUNGLE,벨베스,곡궁 ➜ 크라켄 학살자 ➜ 발걸음 분쇄기,6,3,50.0
JUNGLE,벨베스,마법무효화의 망토 ➜ 크라켄 학살자 ➜ 발걸음 분쇄기,5,1,20.0
JUNGLE,벨베스,마법사의 최후 ➜ 발걸음 분쇄기 ➜ 크라켄 학살자,17,13,76.47
JUNGLE,벨베스,마법사의 최후 ➜ 크라켄 학살자 ➜ 발걸음 분쇄기,5,3,60.0
JUNGLE,벨베스,몰락한 왕의 검 ➜ 크라켄 학살자 ➜ 루비 수정,5,3,60.0
JUNGLE,벨베스,몰락한 왕의 검 ➜ 크라켄 학살자 ➜ 마법무효화의 망토,6,2,33.33
JUNGLE,벨베스,몰락한 왕의 검 ➜ 크라켄 학살자 ➜ 마법사의 최후,7,6,85.71
JUNGLE,벨베스,몰락한 왕의 검 ➜ 크라켄 학살자 ➜ 발걸음 분쇄기,22,14,63.64
JUNGLE,벨베스,몰락한 왕의 검 ➜ 크라켄 학살자 ➜ 티아맷,10,5,50.0
JUNGLE,벨베스,발걸음 분쇄기 ➜ 롱소드 ➜ 크라켄 학살자,5,1,20.0
JUNGLE,벨베스,발걸음 분쇄기 ➜ 죽음의 무도 ➜ 크라켄 학살자,6,2,33.33
JUNGLE,벨베스,발걸음 분쇄기 ➜ 칠흑의 양날 도끼 ➜ 크라켄 학살자,6,4,66.67
JUNGLE,벨베스,발걸음 분쇄기 ➜ 크라켄 학살자 ➜ 강철 인장,12,8,66.67
JUNGLE,벨베스,발걸음 분쇄기 ➜ 크라켄 학살자 ➜ 경계,11,8,72.73
JUNGLE,벨베스,발걸음 분쇄기 ➜ 크라켄 학살자 ➜ 곡괭이,5,1,20.0
JUNGLE,벨베스,발걸음 분쇄기 ➜ 크라켄 학살자 ➜ 곡궁,13,5,38.46
JUNGLE,벨베스,발걸음 분쇄기 ➜ 크라켄 학살자 ➜ 롱소드,7,4,57.14
JUNGLE,벨베스,발걸음 분쇄기 ➜ 크라켄 학살자 ➜ 마법사의 최후,27,14,51.85
JUNGLE,벨베스,발걸음 분쇄기 ➜ 크라켄 학살자 ➜ 수호 천사,5,3,60.0
JUNGLE,벨베스,발걸음 분쇄기 ➜ 크라켄 학살자 ➜ 죽음의 무도,39,22,56.41
JUNGLE,벨베스,발걸음 분쇄기 ➜ 크라켄 학살자 ➜ 천 갑옷,5,5,100.0
JUNGLE,벨베스,발걸음 분쇄기 ➜ 크라켄 학살자 ➜ 칠흑의 양날 도끼,7,3,42.86
JUNGLE,벨베스,죽음의 무도 ➜ 발걸음 분쇄기 ➜ 크라켄 학살자,14,8,57.14
JUNGLE,벨베스,죽음의 무도 ➜ 크라켄 학살자 ➜ 발걸음 분쇄기,9,6,66.67
JUNGLE,벨베스,칠흑의 양날 도끼 ➜ 발걸음 분쇄기 ➜ 크라켄 학살자,6,3,50.0
JUNGLE,벨베스,칠흑의 양날 도끼 ➜ 크라켄 학살자 ➜ 발걸음 분쇄기,5,5,100.0
