position,champion,build_path,total_games,win_count,win_rate
JUNGLE,카서스,쓸데없이 큰 지팡이 ➜ 어둠불꽃 횃불 ➜ 마법공학 교류 발전기,10,4,40.0
JUNGLE,카서스,쓸데없이 큰 지팡이 ➜ 어둠불꽃 횃불 ➜ 증폭의 고서,10,4,40.0
JUNGLE,카서스,어둠불꽃 횃불 ➜ 공허의 지팡이 ➜ 그림자불꽃,6,5,83.33
JUNGLE,카서스,어둠불꽃 횃불 ➜ 그림자불꽃 ➜ 공허의 지팡이,7,5,71.43
JUNGLE,카서스,어둠불꽃 횃불 ➜ 그림자불꽃 ➜ 라바돈의 죽음모자,13,7,53.85
JUNGLE,카서스,어둠불꽃 횃불 ➜ 그림자불꽃 ➜ 망각의 구,9,2,22.22
JUNGLE,카서스,어둠불꽃 횃불 ➜ 그림자불꽃 ➜ 무덤꽃,15,10,66.67
JUNGLE,카서스,어둠불꽃 횃불 ➜ 그림자불꽃 ➜ 역병의 보석,5,2,40.0
JUNGLE,카서스,어둠불꽃 횃불 ➜ 그림자불꽃 ➜ 존야의 모래시계,8,6,75.0
JUNGLE,카서스,어둠불꽃 횃불 ➜ 그림자불꽃 ➜ 증폭의 고서,12,2,16.67
JUNGLE,카서스,어둠불꽃 횃불 ➜ 라바돈의 죽음모자 ➜ 그림자불꽃,7,5,71.43
JUNGLE,카서스,어둠불꽃 횃불 ➜ 리안드리의 고통 ➜ 그림자불꽃,5,3,60.0
JUNGLE,카서스,어둠불꽃 횃불 ➜ 리안드리의 고통 ➜ 증폭의 고서,9,4,44.44
JUNGLE,카서스,어둠불꽃 횃불 ➜ 마법공학 교류 발전기 ➜ 쓸데없이 큰 지팡이,9,3,33.33
JUNGLE,카서스,어둠불꽃 횃불 ➜ 무덤꽃 ➜ 그림자불꽃,10,4,40.0
JUNGLE,카서스,어둠불꽃 횃불 ➜ 부서진 팔목 보호대 ➜ 리안드리의 고통,5,3,60.0
JUNGLE,카서스,어둠불꽃 횃불 ➜ 부서진 팔목 보호대 ➜ 쓸데없이 큰 지팡이,5,3,60.0
JUNGLE,카서스,어둠불꽃 횃불 ➜ 쓸데없이 큰 지팡이 ➜ 마법공학 교류 발전기,12,6,50.0
JUNGLE,카서스,어둠불꽃 횃불 ➜ 쓸데없이 큰 지팡이 ➜ 증폭의 고서,7,2,28.57
JUNGLE,카서스,어둠불꽃 횃불 ➜ 운명의 재 ➜ 기괴한 가면,5,1,20.0
JUNGLE,카서스,어둠불꽃 횃불 ➜ 존야의 모래시계 ➜ 공허의 지팡이,7,6,85.71
JUNGLE,카서스,어둠불꽃 횃불 ➜ 존야의 모래시계 ➜ 그림자불꽃,41,27,65.85
JUNGLE,카서스,어둠불꽃 횃불 ➜ 존야의 모래시계 ➜ 라바돈의 죽음모자,9,6,66.67
JUNGLE,카서스,어둠불꽃 횃불 ➜ 존야의 모래시계 ➜ 리안드리의 고통,17,12,70.59
JUNGLE,카서스,어둠불꽃 횃불 ➜ 존야의 모래시계 ➜ 망각의 구,10,4,40.0
JUNGLE,카서스,어둠불꽃 횃불 ➜ 존야의 모래시계 ➜ 무덤꽃,7,2,28.57
JUNGLE,카서스,어둠불꽃 횃불 ➜ 존야의 모래시계 ➜ 역병의 보석,8,4,50.0
JUNGLE,카서스,어둠불꽃 횃불 ➜ 증폭의 고서 ➜ 쓸데없이 큰 지팡이,5,2,40.0
JUNGLE,카서스,어둠불꽃 횃불 ➜ 증폭의 고서 ➜ 증폭의 고서,13,3,23.08
JUNGLE,카서스,어둠불꽃 횃불 ➜ 추적자의 팔목 보호대 ➜ 그림자불꽃,12,4,33.33
JUNGLE,카서스,역병의 보석 ➜ 존야의 모래시계 ➜ 그림자불꽃,5,4,80.0
JUNGLE,카서스,역병의 보석 ➜ 존야의 모래시계 ➜ 어둠불꽃 횃불,10,7,70.0
JUNGLE,카서스,존야의 모래시계 ➜ 공허의 지팡이 ➜ 그림자불꽃,9,5,55.56
JUNGLE,카서스,존야의 모래시계 ➜ 공허의 지팡이 ➜ 리안드리의 고통,5,4,80.0
JUNGLE,카서스,존야의 모래시계 ➜ 공허의 지팡이 ➜ 어둠불꽃 횃불,7,4,57.14
JUNGLE,카서스,존야의 모래시계 ➜ 그림자불꽃 ➜ 어둠불꽃 횃불,19,10,52.63
JUNGLE,카서스,존야의 모래시계 ➜ 라바돈의 죽음모자 ➜ 그림자불꽃,5,4,80.0
JUNGLE,카서스,존야의 모래시계 ➜ 라바돈의 죽음모자 ➜ 어둠불꽃 횃불,8,4,50.0
JUNGLE,카서스,존야의 모래시계 ➜ 리안드리의 고통 ➜ 어둠불꽃 횃불,17,10,58.82
JUNGLE,카서스,존야의 모래시계 ➜ 어둠불꽃 횃불 ➜ 공허의 지팡이,9,5,55.56
JUNGLE,카서스,존야의 모래시계 ➜ 어둠불꽃 횃불 ➜ 그림자불꽃,46,26,56.52
JUNGLE,카서스,존야의 모래시계 ➜ 어둠불꽃 횃불 ➜ 라바돈의 죽음모자,9,6,66.67
JUNGLE,카서스,존야의 모래시계 ➜ 어둠불꽃 횃불 ➜ 리안드리의 고통,17,12,70.59
JUNGLE,카서스,존야의 모래시계 ➜ 어둠불꽃 횃불 ➜ 망각의 구,8,5,62.5
JUNGLE,카서스,존야의 모래시계 ➜ 역병의 보석 ➜ 그림자불꽃,7,2,28.57
JUNGLE,카서스,존야의 모래시계 ➜ 역병의 보석 ➜ 리안드리의 고통,5,1,20.0
JUNGLE,카서스,존야의 모래시계 ➜ 역병의 보석 ➜ 어둠불꽃 횃불,5,3,60.0
JUNGLE,카서스,증폭의 고서 ➜ 어둠불꽃 횃불 ➜ 증폭의 고서,6,2,33.33
JUNGLE,카서스,증폭의 고서 ➜ 존야의 모래시계 ➜ 어둠불꽃 횃불,5,3,60.0
JUNGLE,카서스,추적자의 팔목 보호대 ➜ 어둠불꽃 횃불 ➜ 그림자불꽃,8,4,50.0
JUNGLE,카직스,그림자 검 ➜ 기회 ➜ 롱소드,8,1,12.5
JUNGLE,카직스,그림자 검 ➜ 기회 ➜ 밤의 끝자락,25,10,40.0
JUNGLE,카직스,그림자 검 ➜ 기회 ➜ 세릴다의 원한,8,4,50.0
JUNGLE,카직스,그림자 검 ➜ 기회 ➜ 요새파괴자,9,6,66.67
JUNGLE,카직스,그림자 검 ➜ 롱소드 ➜ 롱소드,7,0,0.0
JUNGLE,카직스,그림자 검 ➜ 밤의 끝자락 ➜ 기회,9,6,66.67
JUNGLE,카직스,그림자 검 ➜ 밤의 끝자락 ➜ 세릴다의 원한,10,6,60.0
JUNGLE,카직스,그림자 검 ➜ 밤의 끝자락 ➜ 요우무의 유령검,6,5,83.33
JUNGLE,카직스,그림자 검 ➜ 불경한 히드라 ➜ 세릴다의 원한,8,7,87.5
JUNGLE,카직스,그림자 검 ➜ 야수화 ➜ 롱소드,5,1,20.0
JUNGLE,카직스,그림자 검 ➜ 요새파괴자 ➜ 기회,7,4,57.14
JUNGLE,카직스,그림자 검 ➜ 요새파괴자 ➜ 독사의 송곳니,6,2,33.33
JUNGLE,카직스,그림자 검 ➜ 요새파괴자 ➜ 롱소드,7,4,57.14
JUNGLE,카직스,그림자 검 ➜ 요새파괴자 ➜ 밤의 끝자락,21,12,57.14
JUNGLE,카직스,그림자 검 ➜ 요새파괴자 ➜ 세릴다의 원한,5,2,40.0
JUNGLE,카직스,그림자 검 ➜ 요새파괴자 ➜ 요우무의 유령검,17,10,58.82
JUNGLE,카직스,그림자 검 ➜ 요새파괴자 ➜ 톱날 단검,12,5,41.67
JUNGLE,카직스,그림자 검 ➜ 요우무의 유령검 ➜ 롱소드,6,1,16.67
JUNGLE,카직스,그림자 검 ➜ 요우무의 유령검 ➜ 밤의 끝자락,15,9,60.0
JUNGLE,카직스,그림자 검 ➜ 요우무의 유령검 ➜ 세릴다의 원한,8,5,62.5
JUNGLE,카직스,그림자 검 ➜ 톱날 단검 ➜ 롱소드,15,2,13.33
JUNGLE,카직스,기회 ➜ 그림자 검 ➜ 독사의 송곳니,13,8,61.54
JUNGLE,카직스,기회 ➜ 그림자 검 ➜ 땅굴 채굴기,5,1,20.0
JUNGLE,카직스,기회 ➜ 그림자 검 ➜ 롱소드,14,8,57.14
JUNGLE,카직스,기회 ➜ 그림자 검 ➜ 밤의 끝자락,43,15,34.88
JUNGLE,카직스,기회 ➜ 그림자 검 ➜ 세릴다의 원한,17,9,52.94
JUNGLE,카직스,기회 ➜ 그림자 검 ➜ 요새파괴자,5,2,40.0
JUNGLE,카직스,기회 ➜ 그림자 검 ➜ 요우무의 유령검,5,2,40.0
JUNGLE,카직스,기회 ➜ 그림자 검 ➜ 최후의 속삭임,5,1,20.0
JUNGLE,카직스,기회 ➜ 그림자 검 ➜ 톱날 단검,15,8,53.33
JUNGLE,카직스,기회 ➜ 밤의 끝자락 ➜ 그림자 검,7,5,71.43
JUNGLE,카직스,기회 ➜ 밤의 끝자락 ➜ 세릴다의 원한,5,1,20.0
JUNGLE,카직스,기회 ➜ 요우무의 유령검 ➜ 독사의 송곳니,6,2,33.33
JUNGLE,카직스,기회 ➜ 요우무의 유령검 ➜ 롱소드,8,3,37.5
JUNGLE,카직스,기회 ➜ 요우무의 유령검 ➜ 밤의 끝자락,22,14,63.64
JUNGLE,카직스,기회 ➜ 요우무의 유령검 ➜ 세릴다의 원한,11,11,100.0
JUNGLE,카직스,기회 ➜ 요우무의 유령검 ➜ 콜필드의 전투 망치,5,1,20.0
JUNGLE,카직스,기회 ➜ 요우무의 유령검 ➜ 톱날 단검,13,3,23.08
JUNGLE,카직스,기회 ➜ 톱날 단검 ➜ 그림자 검,5,4,80.0
JUNGLE,카직스,독사의 송곳니 ➜ 그림자 검 ➜ 롱소드,5,3,60.0
JUNGLE,카직스,독사의 송곳니 ➜ 그림자 검 ➜ 밤의 끝자락,7,2,28.57
JUNGLE,카직스,밤의 끝자락 ➜ 그림자 검 ➜ 기회,8,0,0.0
JUNGLE,카직스,밤의 끝자락 ➜ 그림자 검 ➜ 독사의 송곳니,7,1,14.29
JUNGLE,카직스,밤의 끝자락 ➜ 그림자 검 ➜ 롱소드,6,2,33.33
JUNGLE,카직스,밤의 끝자락 ➜ 그림자 검 ➜ 세릴다의 원한,20,11,55.0
JUNGLE,카직스,밤의 끝자락 ➜ 그림자 검 ➜ 요새파괴자,5,2,40.0
JUNGLE,카직스,밤의 끝자락 ➜ 그림자 검 ➜ 요우무의 유령검,10,7,70.0
JUNGLE,카직스,밤의 끝자락 ➜ 기회 ➜ 세릴다의 원한,6,4,66.67
JUNGLE,카직스,밤의 끝자락 ➜ 불경한 히드라 ➜ 요우무의 유령검,8,6,75.0
JUNGLE,카직스,밤의 끝자락 ➜ 요우무의 유령검 ➜ 그림자 검,8,2,25.0
JUNGLE,카직스,밤의 끝자락 ➜ 요우무의 유령검 ➜ 기회,16,8,50.0
JUNGLE,카직스,밤의 끝자락 ➜ 요우무의 유령검 ➜ 독사의 송곳니,6,1,16.67
JUNGLE,카직스,밤의 끝자락 ➜ 요우무의 유령검 ➜ 세릴다의 원한,5,3,60.0
JUNGLE,카직스,불경한 히드라 ➜ 그림자 검 ➜ 세릴다의 원한,8,5,62.5
JUNGLE,카직스,불경한 히드라 ➜ 그림자 검 ➜ 요새파괴자,6,3,50.0
JUNGLE,카직스,불경한 히드라 ➜ 요우무의 유령검 ➜ 그림자 검,10,8,80.0
JUNGLE,카직스,불경한 히드라 ➜ 요우무의 유령검 ➜ 기회,5,5,100.0
JUNGLE,카직스,불경한 히드라 ➜ 요우무의 유령검 ➜ 밤의 끝자락,5,3,60.0
JUNGLE,카직스,불경한 히드라 ➜ 요우무의 유령검 ➜ 세릴다의 원한,7,5,71.43
JUNGLE,카직스,불경한 히드라 ➜ 칠흑의 양날 도끼 ➜ 그림자 검,5,4,80.0
JUNGLE,카직스,세릴다의 원한 ➜ 독사의 송곳니 ➜ 그림자 검,5,3,60.0
JUNGLE,카직스,세릴다의 원한 ➜ 요우무의 유령검 ➜ 그림자 검,5,4,80.0
JUNGLE,카직스,세릴다의 원한 ➜ 요우무의 유령검 ➜ 기회,7,4,57.14
JUNGLE,카직스,세릴다의 원한 ➜ 요우무의 유령검 ➜ 밤의 끝자락,6,3,50.0
JUNGLE,카직스,요새파괴자 ➜ 그림자 검 ➜ 독사의 송곳니,5,2,40.0
JUNGLE,카직스,요새파괴자 ➜ 그림자 검 ➜ 롱소드,5,2,40.0
JUNGLE,카직스,요새파괴자 ➜ 그림자 검 ➜ 밤의 끝자락,20,12,60.0
JUNGLE,카직스,요새파괴자 ➜ 그림자 검 ➜ 요우무의 유령검,6,3,50.0
JUNGLE,카직스,요새파괴자 ➜ 그림자 검 ➜ 톱날 단검,12,4,33.33
JUNGLE,카직스,요새파괴자 ➜ 밤의 끝자락 ➜ 그림자 검,7,5,71.43
JUNGLE,카직스,요우무의 유령검 ➜ 그림자 검 ➜ 기회,9,5,55.56
JUNGLE,카직스,요우무의 유령검 ➜ 그림자 검 ➜ 롱소드,5,0,0.0
JUNGLE,카직스,요우무의 유령검 ➜ 그림자 검 ➜ 밤의 끝자락,16,11,68.75
JUNGLE,카직스,요우무의 유령검 ➜ 그림자 검 ➜ 요새파괴자,9,6,66.67
JUNGLE,카직스,요우무의 유령검 ➜ 기회 ➜ 그림자 검,6,3,50.0
JUNGLE,카직스,요우무의 유령검 ➜ 기회 ➜ 독사의 송곳니,8,6,75.0
JUNGLE,카직스,요우무의 유령검 ➜ 기회 ➜ 밤의 끝자락,26,13,50.0
JUNGLE,카직스,요우무의 유령검 ➜ 기회 ➜ 세릴다의 원한,10,8,80.0
JUNGLE,카직스,요우무의 유령검 ➜ 기회 ➜ 최후의 속삭임,5,2,40.0
JUNGLE,카직스,요우무의 유령검 ➜ 독사의 송곳니 ➜ 밤의 끝자락,5,1,20.0
JUNGLE,카직스,요우무의 유령검 ➜ 롱소드 ➜ 롱소드,10,3,30.0
JUNGLE,카직스,요우무의 유령검 ➜ 롱소드 ➜ 톱날 단검,5,1,20.0
JUNGLE,카직스,요우무의 유령검 ➜ 밤의 끝자락 ➜ 그림자 검,9,7,77.78
JUNGLE,카직스,요우무의 유령검 ➜ 밤의 끝자락 ➜ 기회,10,4,40.0
JUNGLE,카직스,요우무의 유령검 ➜ 밤의 끝자락 ➜ 독사의 송곳니,6,2,33.33
JUNGLE,카직스,요우무의 유령검 ➜ 밤의 끝자락 ➜ 롱소드,8,4,50.0
JUNGLE,카직스,요우무의 유령검 ➜ 밤의 끝자락 ➜ 세릴다의 원한,11,5,45.45
JUNGLE,카직스,요우무의 유령검 ➜ 세릴다의 원한 ➜ 그림자 검,9,5,55.56
JUNGLE,카직스,요우무의 유령검 ➜ 세릴다의 원한 ➜ 밤의 끝자락,7,5,71.43
JUNGLE,카직스,요우무의 유령검 ➜ 요새파괴자 ➜ 그림자 검,9,6,66.67
JUNGLE,카직스,요우무의 유령검 ➜ 요새파괴자 ➜ 밤의 끝자락,5,3,60.0
JUNGLE,카직스,요우무의 유령검 ➜ 톱날 단검 ➜ 롱소드,8,2,25.0
JUNGLE,케인,칠흑의 양날 도끼 ➜ 벼락폭풍검 ➜ 죽음의 무도,8,6,75.0
JUNGLE,케인,칠흑의 양날 도끼 ➜ 월식 ➜ 죽음의 무도,6,4,66.67
JUNGLE,키아나,그림자 검 ➜ 독사의 송곳니 ➜ 세릴다의 원한,5,3,60.0
JUNGLE,키아나,그림자 검 ➜ 독사의 송곳니 ➜ 원칙의 원형낫,8,5,62.5
JUNGLE,키아나,그림자 검 ➜ 롱소드 ➜ 불경한 히드라,5,3,60.0
JUNGLE,키아나,그림자 검 ➜ 불경한 히드라 ➜ 밤의 끝자락,11,5,45.45
JUNGLE,키아나,그림자 검 ➜ 불경한 히드라 ➜ 세릴다의 원한,19,12,63.16
JUNGLE,키아나,그림자 검 ➜ 불경한 히드라 ➜ 원칙의 원형낫,6,4,66.67
JUNGLE,키아나,그림자 검 ➜ 세릴다의 원한 ➜ 불경한 히드라,6,3,50.0
JUNGLE,키아나,기회 ➜ 세릴다의 원한 ➜ 불경한 히드라,5,2,40.0
JUNGLE,키아나,기회 ➜ 세릴다의 원한 ➜ 요우무의 유령검,5,1,20.0
JUNGLE,키아나,독사의 송곳니 ➜ 불경한 히드라 ➜ 롱소드,6,2,33.33
JUNGLE,키아나,독사의 송곳니 ➜ 불경한 히드라 ➜ 밤의 끝자락,13,13,100.0
JUNGLE,키아나,독사의 송곳니 ➜ 불경한 히드라 ➜ 세릴다의 원한,17,12,70.59
JUNGLE,키아나,독사의 송곳니 ➜ 불경한 히드라 ➜ 요우무의 유령검,9,8,88.89
JUNGLE,키아나,독사의 송곳니 ➜ 불경한 히드라 ➜ 원칙의 원형낫,10,5,50.0
JUNGLE,키아나,독사의 송곳니 ➜ 불경한 히드라 ➜ 톱날 단검,6,3,50.0
JUNGLE,키아나,독사의 송곳니 ➜ 세릴다의 원한 ➜ 불경한 히드라,15,10,66.67
JUNGLE,키아나,독사의 송곳니 ➜ 원칙의 원형낫 ➜ 불경한 히드라,9,6,66.67
JUNGLE,키아나,롱소드 ➜ 불경한 히드라 ➜ 밤의 끝자락,5,2,40.0
JUNGLE,키아나,롱소드 ➜ 불경한 히드라 ➜ 원칙의 원형낫,8,4,50.0
JUNGLE,키아나,롱소드 ➜ 불경한 히드라 ➜ 톱날 단검,5,0,0.0
JUNGLE,키아나,밤의 끝자락 ➜ 불경한 히드라 ➜ 독사의 송곳니,16,9,56.25
JUNGLE,키아나,밤의 끝자락 ➜ 불경한 히드라 ➜ 롱소드,11,3,27.27
JUNGLE,키아나,밤의 끝자락 ➜ 불경한 히드라 ➜ 세릴다의 원한,24,17,70.83
JUNGLE,키아나,밤의 끝자락 ➜ 불경한 히드라 ➜ 요우무의 유령검,8,3,37.5
JUNGLE,키아나,밤의 끝자락 ➜ 불경한 히드라 ➜ 원칙의 원형낫,28,19,67.86
JUNGLE,키아나,밤의 끝자락 ➜ 불경한 히드라 ➜ 최후의 속삭임,7,5,71.43
JUNGLE,키아나,밤의 끝자락 ➜ 불경한 히드라 ➜ 콜필드의 전투 망치,5,0,0.0
JUNGLE,키아나,밤의 끝자락 ➜ 세릴다의 원한 ➜ 불경한 히드라,16,10,62.5
JUNGLE,키아나,밤의 끝자락 ➜ 원칙의 원형낫 ➜ 불경한 히드라,11,8,72.73
JUNGLE,키아나,밤의 끝자락 ➜ 티아맷 ➜ 요우무의 유령검,6,3,50.0
JUNGLE,키아나,불경한 히드라 ➜ 곡괭이 ➜ 롱소드,10,2,20.0
JUNGLE,키아나,불경한 히드라 ➜ 그림자 검 ➜ 롱소드,6,4,66.67
JUNGLE,키아나,불경한 히드라 ➜ 그림자 검 ➜ 밤의 끝자락,7,5,71.43
JUNGLE,키아나,불경한 히드라 ➜ 그림자 검 ➜ 세릴다의 원한,10,7,70.0
JUNGLE,키아나,불경한 히드라 ➜ 그림자 검 ➜ 원칙의 원형낫,8,5,62.5
JUNGLE,키아나,불경한 히드라 ➜ 기회 ➜ 원칙의 원형낫,5,2,40.0
JUNGLE,키아나,불경한 히드라 ➜ 독사의 송곳니 ➜ 그림자 검,5,2,40.0
JUNGLE,키아나,불경한 히드라 ➜ 독사의 송곳니 ➜ 롱소드,10,7,70.0
JUNGLE,키아나,불경한 히드라 ➜ 독사의 송곳니 ➜ 밤의 끝자락,17,9,52.94
JUNGLE,키아나,불경한 히드라 ➜ 독사의 송곳니 ➜ 세릴다의 원한,16,13,81.25
JUNGLE,키아나,불경한 히드라 ➜ 독사의 송곳니 ➜ 요새파괴자,5,4,80.0
JUNGLE,키아나,불경한 히드라 ➜ 독사의 송곳니 ➜ 원칙의 원형낫,30,14,46.67
JUNGLE,키아나,불경한 히드라 ➜ 롱소드 ➜ 롱소드,20,6,30.0
JUNGLE,키아나,불경한 히드라 ➜ 롱소드 ➜ 밤의 끝자락,8,2,25.0
JUNGLE,키아나,불경한 히드라 ➜ 롱소드 ➜ 야수화,6,1,16.67
JUNGLE,키아나,불경한 히드라 ➜ 롱소드 ➜ 원칙의 원형낫,21,13,61.9
JUNGLE,키아나,불경한 히드라 ➜ 롱소드 ➜ 톱날 단검,5,1,20.0
JUNGLE,키아나,불경한 히드라 ➜ 밤의 끝자락 ➜ B.F. 대검,6,3,50.0
JUNGLE,키아나,불경한 히드라 ➜ 밤의 끝자락 ➜ 독사의 송곳니,11,5,45.45
JUNGLE,키아나,불경한 히드라 ➜ 밤의 끝자락 ➜ 롱소드,12,4,33.33
JUNGLE,키아나,불경한 히드라 ➜ 밤의 끝자락 ➜ 세릴다의 원한,34,21,61.76
JUNGLE,키아나,불경한 히드라 ➜ 밤의 끝자락 ➜ 수호 천사,11,7,63.64
JUNGLE,키아나,불경한 히드라 ➜ 밤의 끝자락 ➜ 요새파괴자,5,5,100.0
JUNGLE,키아나,불경한 히드라 ➜ 밤의 끝자락 ➜ 원칙의 원형낫,48,23,47.92
JUNGLE,키아나,불경한 히드라 ➜ 밤의 끝자락 ➜ 최후의 속삭임,7,4,57.14
JUNGLE,키아나,불경한 히드라 ➜ 밤의 끝자락 ➜ 콜필드의 전투 망치,5,2,40.0
JUNGLE,키아나,불경한 히드라 ➜ 밤의 끝자락 ➜ 톱날 단검,5,2,40.0
JUNGLE,키아나,불경한 히드라 ➜ 세릴다의 원한 ➜ 그림자 검,11,5,45.45
JUNGLE,키아나,불경한 히드라 ➜ 세릴다의 원한 ➜ 독사의 송곳니,19,11,57.89
JUNGLE,키아나,불경한 히드라 ➜ 세릴다의 원한 ➜ 롱소드,5,1,20.0
JUNGLE,키아나,불경한 히드라 ➜ 세릴다의 원한 ➜ 맬모셔스의 아귀,5,3,60.0
JUNGLE,키아나,불경한 히드라 ➜ 세릴다의 원한 ➜ 밤의 끝자락,18,10,55.56
JUNGLE,키아나,불경한 히드라 ➜ 세릴다의 원한 ➜ 요새파괴자,5,4,80.0
JUNGLE,키아나,불경한 히드라 ➜ 세릴다의 원한 ➜ 원칙의 원형낫,37,20,54.05
JUNGLE,키아나,불경한 히드라 ➜ 세릴다의 원한 ➜ 톱날 단검,11,6,54.55
JUNGLE,키아나,불경한 히드라 ➜ 수호 천사 ➜ 밤의 끝자락,8,7,87.5
JUNGLE,키아나,불경한 히드라 ➜ 수호 천사 ➜ 세릴다의 원한,6,3,50.0
JUNGLE,키아나,불경한 히드라 ➜ 야수화 ➜ 롱소드,12,6,50.0
JUNGLE,키아나,불경한 히드라 ➜ 야수화 ➜ 콜필드의 전투 망치,6,2,33.33
JUNGLE,키아나,불경한 히드라 ➜ 요새파괴자 ➜ 밤의 끝자락,6,4,66.67
JUNGLE,키아나,불경한 히드라 ➜ 요새파괴자 ➜ 세릴다의 원한,5,3,60.0
JUNGLE,키아나,불경한 히드라 ➜ 요우무의 유령검 ➜ 밤의 끝자락,16,12,75.0
JUNGLE,키아나,불경한 히드라 ➜ 요우무의 유령검 ➜ 세릴다의 원한,17,7,41.18
JUNGLE,키아나,불경한 히드라 ➜ 요우무의 유령검 ➜ 원칙의 원형낫,6,4,66.67
JUNGLE,키아나,불경한 히드라 ➜ 원칙의 원형낫 ➜ B.F. 대검,11,8,72.73
JUNGLE,키아나,불경한 히드라 ➜ 원칙의 원형낫 ➜ 그림자 검,9,5,55.56
JUNGLE,키아나,불경한 히드라 ➜ 원칙의 원형낫 ➜ 기회,5,2,40.0
JUNGLE,키아나,불경한 히드라 ➜ 원칙의 원형낫 ➜ 독사의 송곳니,64,37,57.81
JUNGLE,키아나,불경한 히드라 ➜ 원칙의 원형낫 ➜ 땅굴 채굴기,8,2,25.0
JUNGLE,키아나,불경한 히드라 ➜ 원칙의 원형낫 ➜ 롱소드,55,21,38.18
JUNGLE,키아나,불경한 히드라 ➜ 원칙의 원형낫 ➜ 루비 수정,5,4,80.0
JUNGLE,키아나,불경한 히드라 ➜ 원칙의 원형낫 ➜ 밤의 끝자락,125,81,64.8
JUNGLE,키아나,불경한 히드라 ➜ 원칙의 원형낫 ➜ 세릴다의 원한,115,61,53.04
JUNGLE,키아나,불경한 히드라 ➜ 원칙의 원형낫 ➜ 수호 천사,12,11,91.67
JUNGLE,키아나,불경한 히드라 ➜ 원칙의 원형낫 ➜ 요새파괴자,11,7,63.64
JUNGLE,키아나,불경한 히드라 ➜ 원칙의 원형낫 ➜ 요우무의 유령검,6,3,50.0
JUNGLE,키아나,불경한 히드라 ➜ 원칙의 원형낫 ➜ 최후의 속삭임,34,13,38.24
JUNGLE,키아나,불경한 히드라 ➜ 원칙의 원형낫 ➜ 콜필드의 전투 망치,17,5,29.41
JUNGLE,키아나,불경한 히드라 ➜ 원칙의 원형낫 ➜ 톱날 단검,54,24,44.44
JUNGLE,키아나,불경한 히드라 ➜ 최후의 속삭임 ➜ 독사의 송곳니,7,4,57.14
JUNGLE,키아나,불경한 히드라 ➜ 최후의 속삭임 ➜ 밤의 끝자락,7,6,85.71
JUNGLE,키아나,불경한 히드라 ➜ 최후의 속삭임 ➜ 원칙의 원형낫,13,8,61.54
JUNGLE,키아나,불경한 히드라 ➜ 콜필드의 전투 망치 ➜ 빛나는 티끌,5,0,0.0
JUNGLE,키아나,불경한 히드라 ➜ 콜필드의 전투 망치 ➜ 원칙의 원형낫,6,2,33.33
JUNGLE,키아나,불경한 히드라 ➜ 톱날 단검 ➜ 곡괭이,9,4,44.44
JUNGLE,키아나,불경한 히드라 ➜ 톱날 단검 ➜ 롱소드,13,2,15.38
JUNGLE,키아나,불경한 히드라 ➜ 톱날 단검 ➜ 세릴다의 원한,13,8,61.54
JUNGLE,키아나,불경한 히드라 ➜ 톱날 단검 ➜ 원칙의 원형낫,18,5,27.78
JUNGLE,키아나,세릴다의 원한 ➜ 독사의 송곳니 ➜ 불경한 히드라,13,9,69.23
JUNGLE,키아나,세릴다의 원한 ➜ 밤의 끝자락 ➜ 불경한 히드라,9,4,44.44
JUNGLE,키아나,세릴다의 원한 ➜ 불경한 히드라 ➜ 그림자 검,7,3,42.86
JUNGLE,키아나,세릴다의 원한 ➜ 불경한 히드라 ➜ 독사의 송곳니,9,5,55.56
JUNGLE,키아나,세릴다의 원한 ➜ 불경한 히드라 ➜ 밤의 끝자락,22,12,54.55
JUNGLE,키아나,세릴다의 원한 ➜ 불경한 히드라 ➜ 요우무의 유령검,8,4,50.0
JUNGLE,키아나,세릴다의 원한 ➜ 불경한 히드라 ➜ 원칙의 원형낫,22,16,72.73
JUNGLE,키아나,세릴다의 원한 ➜ 불경한 히드라 ➜ 톱날 단검,6,2,33.33
JUNGLE,키아나,세릴다의 원한 ➜ 원칙의 원형낫 ➜ 불경한 히드라,13,7,53.85
JUNGLE,키아나,세릴다의 원한 ➜ 원칙의 원형낫 ➜ 요우무의 유령검,6,4,66.67
JUNGLE,키아나,수호 천사 ➜ 불경한 히드라 ➜ 세릴다의 원한,6,4,66.67
JUNGLE,키아나,수호 천사 ➜ 세릴다의 원한 ➜ 불경한 히드라,5,3,60.0
JUNGLE,키아나,야수화 ➜ 불경한 히드라 ➜ 롱소드,7,4,57.14
JUNGLE,키아나,야수화 ➜ 불경한 히드라 ➜ 콜필드의 전투 망치,6,1,16.67
JUNGLE,키아나,요새파괴자 ➜ 요우무의 유령검 ➜ 독사의 송곳니,5,2,40.0
JUNGLE,키아나,요우무의 유령검 ➜ 불경한 히드라 ➜ 독사의 송곳니,6,3,50.0
JUNGLE,키아나,요우무의 유령검 ➜ 불경한 히드라 ➜ 밤의 끝자락,7,6,85.71
JUNGLE,키아나,요우무의 유령검 ➜ 불경한 히드라 ➜ 세릴다의 원한,5,3,60.0
JUNGLE,키아나,요우무의 유령검 ➜ 불경한 히드라 ➜ 원칙의 원형낫,9,7,77.78
