position,champion,rune_key,rune_main,rune_sub,total_games,win_count,win_rate
MIDDLE,갈리오,감전,지배,마법,209,109,52.15
MIDDLE,갈리오,감전,지배,영감,10,2,20.0
MIDDLE,갈리오,난입,마법,결의,3067,1471,47.96
MIDDLE,갈리오,난입,마법,영감,121,56,46.28
MIDDLE,갈리오,난입,마법,정밀,8,4,50.0
MIDDLE,갈리오,난입,마법,지배,62,30,48.39
MIDDLE,갈리오,봉인 풀린 주문서,영감,마법,28,14,50.0
MIDDLE,갈리오,신비로운 유성,마법,결의,15,8,53.33
MIDDLE,갈리오,신비로운 유성,마법,영감,7,4,57.14
MIDDLE,갈리오,어둠의 수확,지배,마법,9,6,66.67
MIDDLE,갈리오,어둠의 수확,지배,영감,6,4,66.67
MIDDLE,갈리오,여진,결의,마법,625,312,49.92
MIDDLE,갈리오,여진,결의,영감,43,17,39.53
MIDDLE,갈리오,여진,결의,지배,7,2,28.57
MIDDLE,갱플랭크,기민한 발놀림,정밀,결의,15,8,53.33
MIDDLE,갱플랭크,기민한 발놀림,정밀,영감,14,8,57.14
MIDDLE,갱플랭크,선제공격,영감,결의,7,3,42.86
MIDDLE,갱플랭크,신비로운 유성,마법,결의,16,5,31.25
MIDDLE,갱플랭크,신비로운 유성,마법,영감,18,10,55.56
MIDDLE,갱플랭크,착취의 손아귀,결의,영감,9,6,66.67
MIDDLE,그라가스,감전,지배,마법,51,29,56.86
MIDDLE,그라가스,감전,지배,영감,11,5,45.45
MIDDLE,그라가스,난입,마법,결의,9,6,66.67
MIDDLE,그라가스,난입,마법,영감,42,19,45.24
MIDDLE,그라가스,난입,마법,정밀,6,2,33.33
MIDDLE,그라가스,신비로운 유성,마법,결의,14,10,71.43
MIDDLE,그라가스,신비로운 유성,마법,영감,104,61,58.65
MIDDLE,그웬,정복자,정밀,결의,14,7,50.0
MIDDLE,나르,정복자,정밀,결의,9,6,66.67
MIDDLE,나서스,기민한 발놀림,정밀,결의,20,13,65.0
MIDDLE,나서스,봉인 풀린 주문서,영감,결의,12,5,41.67
MIDDLE,나피리,감전,지배,결의,7,2,28.57
MIDDLE,나피리,감전,지배,마법,66,36,54.55
MIDDLE,나피리,감전,지배,영감,50,27,54.0
MIDDLE,나피리,감전,지배,정밀,9,3,33.33
MIDDLE,나피리,신비로운 유성,마법,정밀,7,3,42.86
MIDDLE,나피리,정복자,정밀,마법,22,12,54.55
MIDDLE,나피리,정복자,정밀,영감,6,1,16.67
MIDDLE,나피리,칼날비,지배,결의,6,1,16.67
MIDDLE,나피리,칼날비,지배,마법,297,151,50.84
MIDDLE,나피리,칼날비,지배,영감,189,91,48.15
MIDDLE,나피리,칼날비,지배,정밀,63,30,47.62
MIDDLE,녹턴,감전,지배,마법,17,5,29.41
MIDDLE,녹턴,정복자,정밀,영감,35,19,54.29
MIDDLE,녹턴,치명적 속도,정밀,마법,8,3,37.5
MIDDLE,누누와 윌럼프,감전,지배,마법,39,17,43.59
MIDDLE,누누와 윌럼프,감전,지배,영감,241,129,53.53
MIDDLE,누누와 윌럼프,어둠의 수확,지배,마법,6,3,50.0
MIDDLE,누누와 윌럼프,어둠의 수확,지배,영감,13,6,46.15
MIDDLE,니코,감전,지배,마법,97,60,61.86
MIDDLE,니코,감전,지배,영감,34,17,50.0
MIDDLE,니코,선제공격,영감,마법,12,10,83.33
MIDDLE,니코,신비로운 유성,마법,결의,11,8,72.73
MIDDLE,니코,신비로운 유성,마법,영감,118,61,51.69
MIDDLE,니코,신비로운 유성,마법,지배,74,39,52.7
MIDDLE,니코,콩콩이 소환,마법,영감,13,5,38.46
MIDDLE,니코,콩콩이 소환,마법,정밀,7,2,28.57
MIDDLE,니코,콩콩이 소환,마법,지배,57,33,57.89
MIDDLE,다리우스,정복자,정밀,마법,6,4,66.67
MIDDLE,다이애나,감전,지배,결의,133,61,45.86
MIDDLE,다이애나,감전,지배,마법,244,111,45.49
MIDDLE,다이애나,감전,지배,영감,7,6,85.71
MIDDLE,다이애나,감전,지배,정밀,38,19,50.0
MIDDLE,다이애나,난입,마법,결의,435,217,49.89
MIDDLE,다이애나,난입,마법,영감,86,44,51.16
MIDDLE,다이애나,정복자,정밀,결의,34,16,47.06
MIDDLE,다이애나,정복자,정밀,마법,20,8,40.0
MIDDLE,다이애나,정복자,정밀,영감,36,18,50.0
MIDDLE,다이애나,착취의 손아귀,결의,마법,15,9,60.0
MIDDLE,드레이븐,집중 공격,정밀,영감,6,3,50.0
MIDDLE,드레이븐,치명적 속도,정밀,영감,5,3,60.0
MIDDLE,라이즈,감전,지배,마법,16,9,56.25
MIDDLE,라이즈,난입,마법,결의,2587,1271,49.13
MIDDLE,라이즈,난입,마법,영감,1288,648,50.31
MIDDLE,라이즈,난입,마법,정밀,398,191,47.99
MIDDLE,라이즈,신비로운 유성,마법,결의,21,7,33.33
MIDDLE,라이즈,신비로운 유성,마법,영감,13,6,46.15
MIDDLE,라이즈,정복자,정밀,마법,41,15,36.59
MIDDLE,럭스,감전,지배,마법,110,64,58.18
MIDDLE,럭스,선제공격,영감,마법,36,20,55.56
MIDDLE,럭스,신비로운 유성,마법,영감,51,26,50.98
MIDDLE,럭스,신비로운 유성,마법,정밀,96,41,42.71
MIDDLE,럭스,신비로운 유성,마법,지배,77,36,46.75
MIDDLE,럭스,어둠의 수확,지배,마법,34,16,47.06
MIDDLE,럭스,어둠의 수확,지배,영감,10,7,70.0
MIDDLE,럼블,감전,지배,마법,11,5,45.45
MIDDLE,럼블,신비로운 유성,마법,결의,56,33,58.93
MIDDLE,럼블,신비로운 유성,마법,영감,14,6,42.86
MIDDLE,럼블,신비로운 유성,마법,지배,17,5,29.41
MIDDLE,레넥톤,정복자,정밀,결의,144,75,52.08
MIDDLE,레넥톤,정복자,정밀,영감,7,6,85.71
MIDDLE,레넥톤,집중 공격,정밀,결의,86,41,47.67
MIDDLE,레넥톤,집중 공격,정밀,영감,5,2,40.0
MIDDLE,레넥톤,집중 공격,정밀,지배,6,3,50.0
MIDDLE,루시안,집중 공격,정밀,결의,8,3,37.5
MIDDLE,루시안,집중 공격,정밀,영감,98,45,45.92
MIDDLE,룰루,감전,지배,마법,9,4,44.44
MIDDLE,룰루,콩콩이 소환,마법,결의,8,3,37.5
MIDDLE,룰루,콩콩이 소환,마법,영감,19,6,31.58
MIDDLE,르블랑,감전,지배,결의,122,61,50.0
MIDDLE,르블랑,감전,지배,마법,1714,832,48.54
MIDDLE,르블랑,감전,지배,영감,337,173,51.34
MIDDLE,르블랑,감전,지배,정밀,249,121,48.59
MIDDLE,르블랑,선제공격,영감,마법,12,7,58.33
MIDDLE,르블랑,선제공격,영감,정밀,5,2,40.0
MIDDLE,르블랑,선제공격,영감,지배,15,6,40.0
MIDDLE,르블랑,콩콩이 소환,마법,지배,7,4,57.14
MIDDLE,리 신,감전,지배,결의,5,1,20.0
MIDDLE,리 신,정복자,정밀,결의,60,33,55.0
MIDDLE,리 신,정복자,정밀,영감,5,2,40.0
MIDDLE,리븐,정복자,정밀,영감,94,62,65.96
MIDDLE,리산드라,감전,지배,결의,36,23,63.89
MIDDLE,리산드라,감전,지배,마법,203,100,49.26
MIDDLE,리산드라,감전,지배,영감,83,39,46.99
MIDDLE,리산드라,신비로운 유성,마법,결의,252,147,58.33
MIDDLE,리산드라,신비로운 유성,마법,영감,133,75,56.39
MIDDLE,리산드라,신비로운 유성,마법,지배,280,140,50.0
MIDDLE,리산드라,여진,결의,지배,5,4,80.0
MIDDLE,리산드라,콩콩이 소환,마법,결의,7,3,42.86
MIDDLE,리산드라,콩콩이 소환,마법,영감,12,6,50.0
MIDDLE,리산드라,콩콩이 소환,마법,정밀,5,4,80.0
MIDDLE,리산드라,콩콩이 소환,마법,지배,5,3,60.0
MIDDLE,마스터 이,칼날비,지배,정밀,17,8,47.06
MIDDLE,말자하,난입,마법,영감,8,4,50.0
MIDDLE,말자하,봉인 풀린 주문서,영감,마법,6,2,33.33
MIDDLE,말자하,선제공격,영감,마법,5,2,40.0
MIDDLE,말자하,신비로운 유성,마법,영감,222,111,50.0
MIDDLE,말자하,신비로운 유성,마법,정밀,9,2,22.22
MIDDLE,말자하,신비로운 유성,마법,지배,8,3,37.5
MIDDLE,말자하,콩콩이 소환,마법,결의,6,0,0.0
MIDDLE,말자하,콩콩이 소환,마법,영감,497,236,47.48
MIDDLE,말자하,콩콩이 소환,마법,정밀,44,19,43.18
MIDDLE,말파이트,신비로운 유성,마법,결의,50,21,42.0
MIDDLE,말파이트,신비로운 유성,마법,영감,18,8,44.44
MIDDLE,말파이트,신비로운 유성,마법,지배,14,9,64.29
MIDDLE,말파이트,착취의 손아귀,결의,마법,10,5,50.0
MIDDLE,말파이트,착취의 손아귀,결의,영감,5,3,60.0
MIDDLE,멜,난입,마법,정밀,9,3,33.33
MIDDLE,멜,선제공격,영감,마법,29,13,44.83
MIDDLE,멜,선제공격,영감,정밀,8,3,37.5
MIDDLE,멜,신비로운 유성,마법,결의,14,7,50.0
MIDDLE,멜,신비로운 유성,마법,영감,135,58,42.96
MIDDLE,멜,신비로운 유성,마법,정밀,973,426,43.78
MIDDLE,멜,어둠의 수확,지배,마법,5,0,0.0
MIDDLE,멜,콩콩이 소환,마법,영감,10,2,20.0
MIDDLE,멜,콩콩이 소환,마법,정밀,37,15,40.54
MIDDLE,모데카이저,정복자,정밀,결의,62,31,50.0
MIDDLE,모르가나,신비로운 유성,마법,영감,71,35,49.3
MIDDLE,모르가나,신비로운 유성,마법,정밀,24,13,54.17
MIDDLE,모르가나,신비로운 유성,마법,지배,85,51,60.0
MIDDLE,문도 박사,착취의 손아귀,결의,영감,11,4,36.36
MIDDLE,바루스,집중 공격,정밀,결의,73,48,65.75
MIDDLE,바루스,집중 공격,정밀,영감,22,11,50.0
MIDDLE,바루스,집중 공격,정밀,지배,5,4,80.0
MIDDLE,바루스,치명적 속도,정밀,결의,53,36,67.92
MIDDLE,바이,칼날비,지배,결의,6,2,33.33
MIDDLE,베이가,감전,지배,마법,19,8,42.11
MIDDLE,베이가,난입,마법,정밀,7,4,57.14
MIDDLE,베이가,봉인 풀린 주문서,영감,결의,9,5,55.56
MIDDLE,베이가,봉인 풀린 주문서,영감,마법,14,9,64.29
MIDDLE,베이가,선제공격,영감,마법,67,34,50.75
MIDDLE,베이가,신비로운 유성,마법,결의,12,5,41.67
MIDDLE,베이가,신비로운 유성,마법,영감,44,30,68.18
MIDDLE,베이가,신비로운 유성,마법,정밀,14,7,50.0
MIDDLE,베이가,신비로운 유성,마법,지배,31,16,51.61
MIDDLE,베이가,콩콩이 소환,마법,결의,41,21,51.22
MIDDLE,베이가,콩콩이 소환,마법,영감,91,49,53.85
MIDDLE,베이가,콩콩이 소환,마법,정밀,27,11,40.74
MIDDLE,베인,기민한 발놀림,정밀,영감,6,1,16.67
MIDDLE,베인,치명적 속도,정밀,결의,7,3,42.86
MIDDLE,벡스,감전,지배,결의,119,70,58.82
MIDDLE,벡스,감전,지배,마법,730,389,53.29
MIDDLE,벡스,감전,지배,영감,161,90,55.9
MIDDLE,벡스,감전,지배,정밀,28,14,50.0
MIDDLE,벡스,난입,마법,결의,17,10,58.82
MIDDLE,벡스,난입,마법,영감,22,10,45.45
MIDDLE,벡스,난입,마법,정밀,35,19,54.29
MIDDLE,벡스,신비로운 유성,마법,영감,15,10,66.67
MIDDLE,벡스,신비로운 유성,마법,정밀,5,0,0.0
MIDDLE,벡스,신비로운 유성,마법,지배,6,3,50.0
MIDDLE,벡스,어둠의 수확,지배,마법,5,1,20.0
MIDDLE,벨베스,정복자,정밀,결의,6,3,50.0
MIDDLE,벨코즈,감전,지배,마법,11,4,36.36
MIDDLE,벨코즈,선제공격,영감,마법,13,6,46.15
MIDDLE,벨코즈,신비로운 유성,마법,영감,56,29,51.79
MIDDLE,벨코즈,신비로운 유성,마법,정밀,32,13,40.62
MIDDLE,벨코즈,신비로운 유성,마법,지배,8,4,50.0
MIDDLE,볼리베어,착취의 손아귀,결의,정밀,6,3,50.0
MIDDLE,브라이어,집중 공격,정밀,결의,11,6,54.55
MIDDLE,브랜드,감전,지배,마법,9,4,44.44
MIDDLE,브랜드,난입,마법,정밀,7,2,28.57
MIDDLE,브랜드,신비로운 유성,마법,결의,8,5,62.5
MIDDLE,브랜드,신비로운 유성,마법,영감,7,3,42.86
MIDDLE,브랜드,신비로운 유성,마법,정밀,22,9,40.91
MIDDLE,블라디미르,감전,지배,마법,8,2,25.0
MIDDLE,블라디미르,난입,마법,결의,19,9,47.37
MIDDLE,블라디미르,난입,마법,영감,58,24,41.38
MIDDLE,블라디미르,난입,마법,정밀,226,121,53.54
MIDDLE,블라디미르,정복자,정밀,결의,8,2,25.0
MIDDLE,블라디미르,정복자,정밀,마법,100,49,49.0
MIDDLE,블라디미르,정복자,정밀,영감,104,54,51.92
MIDDLE,블라디미르,콩콩이 소환,마법,결의,21,12,57.14
MIDDLE,블라디미르,콩콩이 소환,마법,영감,22,7,31.82
MIDDLE,블라디미르,콩콩이 소환,마법,정밀,213,102,47.89
MIDDLE,비에고,감전,지배,정밀,8,4,50.0
MIDDLE,비에고,정복자,정밀,결의,195,104,53.33
MIDDLE,비에고,정복자,정밀,영감,14,8,57.14
MIDDLE,비에고,정복자,정밀,지배,25,11,44.0
MIDDLE,빅토르,난입,마법,결의,92,41,44.57
MIDDLE,빅토르,난입,마법,영감,39,15,38.46
MIDDLE,빅토르,난입,마법,정밀,20,9,45.0
MIDDLE,빅토르,선제공격,영감,결의,12,4,33.33
MIDDLE,빅토르,선제공격,영감,마법,115,61,53.04
MIDDLE,빅토르,선제공격,영감,정밀,13,3,23.08
MIDDLE,빅토르,신비로운 유성,마법,결의,125,59,47.2
MIDDLE,빅토르,신비로운 유성,마법,영감,82,36,43.9
MIDDLE,빅토르,신비로운 유성,마법,정밀,43,21,48.84
MIDDLE,빅토르,착취의 손아귀,결의,마법,11,5,45.45
MIDDLE,빅토르,콩콩이 소환,마법,결의,1803,825,45.76
MIDDLE,빅토르,콩콩이 소환,마법,영감,447,219,48.99
MIDDLE,빅토르,콩콩이 소환,마법,정밀,200,89,44.5
MIDDLE,뽀삐,착취의 손아귀,결의,영감,5,3,60.0
MIDDLE,뽀삐,착취의 손아귀,결의,정밀,13,11,84.62
MIDDLE,사이온,난입,마법,결의,22,12,54.55
MIDDLE,사이온,봉인 풀린 주문서,영감,결의,19,11,57.89
MIDDLE,사이온,신비로운 유성,마법,결의,55,29,52.73
MIDDLE,사이온,신비로운 유성,마법,영감,12,7,58.33
MIDDLE,사이온,착취의 손아귀,결의,마법,46,28,60.87
MIDDLE,사이온,착취의 손아귀,결의,영감,256,128,50.0
MIDDLE,사이온,착취의 손아귀,결의,정밀,10,4,40.0
MIDDLE,사일러스,감전,지배,결의,410,204,49.76
MIDDLE,사일러스,감전,지배,마법,554,261,47.11
MIDDLE,사일러스,감전,지배,영감,162,84,51.85
MIDDLE,사일러스,감전,지배,정밀,100,40,40.0
MIDDLE,사일러스,선제공격,영감,결의,12,8,66.67
MIDDLE,사일러스,정복자,정밀,결의,2481,1203,48.49
MIDDLE,사일러스,정복자,정밀,마법,67,31,46.27
MIDDLE,사일러스,정복자,정밀,영감,281,142,50.53
MIDDLE,사일러스,정복자,정밀,지배,9,5,55.56
MIDDLE,사일러스,착취의 손아귀,결의,정밀,9,3,33.33
MIDDLE,세라핀,정복자,정밀,영감,18,9,50.0
MIDDLE,세라핀,콩콩이 소환,마법,결의,8,3,37.5
MIDDLE,세라핀,콩콩이 소환,마법,영감,8,3,37.5
MIDDLE,세라핀,콩콩이 소환,마법,정밀,5,1,20.0
MIDDLE,세주아니,신비로운 유성,마법,정밀,5,4,80.0
MIDDLE,세트,기민한 발놀림,정밀,결의,6,2,33.33
MIDDLE,세트,정복자,정밀,결의,34,17,50.0
MIDDLE,세트,착취의 손아귀,결의,정밀,5,3,60.0
MIDDLE,쉔,착취의 손아귀,결의,영감,17,11,64.71
MIDDLE,스몰더,기민한 발놀림,정밀,결의,26,8,30.77
MIDDLE,스몰더,기민한 발놀림,정밀,마법,24,14,58.33
MIDDLE,스몰더,기민한 발놀림,정밀,영감,201,94,46.77
MIDDLE,스몰더,집중 공격,정밀,영감,9,6,66.67
MIDDLE,스몰더,착취의 손아귀,결의,영감,7,2,28.57
MIDDLE,스몰더,착취의 손아귀,결의,정밀,18,10,55.56
MIDDLE,스웨인,난입,마법,결의,7,3,42.86
MIDDLE,스웨인,신비로운 유성,마법,영감,13,4,30.77
MIDDLE,스웨인,정복자,정밀,결의,90,41,45.56
MIDDLE,스웨인,정복자,정밀,마법,116,61,52.59
MIDDLE,스웨인,정복자,정밀,영감,18,8,44.44
MIDDLE,스웨인,콩콩이 소환,마법,결의,86,44,51.16
MIDDLE,스웨인,콩콩이 소환,마법,정밀,80,44,55.0
MIDDLE,시비르,치명적 속도,정밀,영감,9,3,33.33
MIDDLE,신 짜오,정복자,정밀,결의,6,6,100.0
MIDDLE,신 짜오,정복자,정밀,영감,6,2,33.33
MIDDLE,신드라,감전,지배,결의,17,10,58.82
MIDDLE,신드라,감전,지배,마법,155,61,39.35
MIDDLE,신드라,감전,지배,영감,52,21,40.38
MIDDLE,신드라,난입,마법,결의,102,46,45.1
MIDDLE,신드라,난입,마법,영감,955,459,48.06
MIDDLE,신드라,난입,마법,정밀,101,60,59.41
MIDDLE,신드라,선제공격,영감,마법,478,238,49.79
MIDDLE,신드라,선제공격,영감,정밀,18,9,50.0
MIDDLE,신드라,신비로운 유성,마법,결의,27,15,55.56
MIDDLE,신드라,신비로운 유성,마법,영감,194,104,53.61
MIDDLE,신드라,신비로운 유성,마법,정밀,21,9,42.86
MIDDLE,신드라,콩콩이 소환,마법,결의,34,12,35.29
MIDDLE,신드라,콩콩이 소환,마법,영감,420,212,50.48
MIDDLE,신드라,콩콩이 소환,마법,정밀,39,22,56.41
MIDDLE,신지드,난입,마법,결의,14,8,57.14
MIDDLE,신지드,난입,마법,영감,5,3,60.0
MIDDLE,신지드,봉인 풀린 주문서,영감,마법,7,2,28.57
MIDDLE,신지드,정복자,정밀,마법,146,78,53.42
MIDDLE,신지드,정복자,정밀,영감,6,4,66.67
MIDDLE,신지드,콩콩이 소환,마법,결의,17,10,58.82
MIDDLE,아리,감전,지배,결의,390,200,51.28
MIDDLE,아리,감전,지배,마법,1288,637,49.46
MIDDLE,아리,감전,지배,영감,455,234,51.43
MIDDLE,아리,감전,지배,정밀,30,13,43.33
MIDDLE,아리,선제공격,영감,마법,6,2,33.33
MIDDLE,아리,콩콩이 소환,마법,영감,43,21,48.84
MIDDLE,아리,콩콩이 소환,마법,지배,9,5,55.56
MIDDLE,아우렐리온 솔,선제공격,영감,마법,7,3,42.86
MIDDLE,아우렐리온 솔,신비로운 유성,마법,결의,332,166,50.0
MIDDLE,아우렐리온 솔,신비로운 유성,마법,영감,256,143,55.86
MIDDLE,아우렐리온 솔,신비로운 유성,마법,정밀,221,110,49.77
MIDDLE,아이번,콩콩이 소환,마법,영감,8,7,87.5
MIDDLE,아이번,콩콩이 소환,마법,지배,10,7,70.0
MIDDLE,아지르,감전,지배,정밀,24,10,41.67
MIDDLE,아지르,선제공격,영감,마법,5,2,40.0
MIDDLE,아지르,치명적 속도,정밀,결의,517,240,46.42
MIDDLE,아지르,치명적 속도,정밀,마법,320,163,50.94
MIDDLE,아지르,치명적 속도,정밀,영감,381,188,49.34
MIDDLE,아지르,콩콩이 소환,마법,결의,6,4,66.67
MIDDLE,아지르,콩콩이 소환,마법,정밀,59,22,37.29
MIDDLE,아칼리,감전,지배,결의,3682,1788,48.56
MIDDLE,아칼리,감전,지배,마법,1332,606,45.5
MIDDLE,아칼리,감전,지배,영감,112,67,59.82
MIDDLE,아칼리,감전,지배,정밀,100,44,44.0
MIDDLE,아칼리,기민한 발놀림,정밀,결의,89,46,51.69
MIDDLE,아칼리,정복자,정밀,결의,443,213,48.08
MIDDLE,아칼리,정복자,정밀,마법,59,31,52.54
MIDDLE,아칼리,정복자,정밀,영감,25,11,44.0
MIDDLE,아칼리,정복자,정밀,지배,34,16,47.06
MIDDLE,아크샨,감전,지배,결의,16,6,37.5
MIDDLE,아크샨,감전,지배,영감,26,8,30.77
MIDDLE,아크샨,감전,지배,정밀,59,31,52.54
MIDDLE,아크샨,기민한 발놀림,정밀,결의,6,1,16.67
MIDDLE,아크샨,집중 공격,정밀,결의,404,215,53.22
MIDDLE,아크샨,집중 공격,정밀,영감,651,339,52.07
MIDDLE,아크샨,집중 공격,정밀,지배,14,6,42.86
MIDDLE,아트록스,감전,지배,결의,53,25,47.17
MIDDLE,아트록스,정복자,정밀,결의,57,27,47.37
MIDDLE,아트록스,정복자,정밀,영감,5,1,20.0
MIDDLE,아트록스,정복자,정밀,지배,6,2,33.33
MIDDLE,암베사,감전,지배,결의,174,98,56.32
MIDDLE,암베사,감전,지배,영감,22,12,54.55
MIDDLE,암베사,정복자,정밀,결의,57,34,59.65
MIDDLE,암베사,정복자,정밀,영감,9,4,44.44
MIDDLE,암베사,착취의 손아귀,결의,영감,89,41,46.07
MIDDLE,암베사,착취의 손아귀,결의,지배,22,9,40.91
MIDDLE,애니,감전,지배,결의,5,2,40.0
MIDDLE,애니,감전,지배,마법,117,50,42.74
MIDDLE,애니,감전,지배,영감,16,7,43.75
MIDDLE,애니,난입,마법,영감,16,12,75.0
MIDDLE,애니,선제공격,영감,마법,11,7,63.64
MIDDLE,애니,신비로운 유성,마법,지배,16,6,37.5
MIDDLE,애니,콩콩이 소환,마법,결의,5,1,20.0
MIDDLE,애니,콩콩이 소환,마법,지배,43,21,48.84
MIDDLE,애니비아,감전,지배,결의,14,3,21.43
MIDDLE,애니비아,감전,지배,마법,80,36,45.0
MIDDLE,애니비아,감전,지배,정밀,949,530,55.85
MIDDLE,애니비아,난입,마법,결의,8,5,62.5
MIDDLE,애니비아,난입,마법,영감,21,11,52.38
MIDDLE,애니비아,난입,마법,정밀,105,52,49.52
MIDDLE,애니비아,신비로운 유성,마법,영감,23,16,69.57
MIDDLE,애니비아,신비로운 유성,마법,정밀,61,30,49.18
MIDDLE,애니비아,정복자,정밀,영감,6,3,50.0
MIDDLE,애니비아,콩콩이 소환,마법,정밀,9,4,44.44
MIDDLE,야스오,기민한 발놀림,정밀,결의,72,36,50.0
MIDDLE,야스오,기민한 발놀림,정밀,영감,6,3,50.0
MIDDLE,야스오,기민한 발놀림,정밀,지배,5,3,60.0
MIDDLE,야스오,정복자,정밀,결의,55,25,45.45
MIDDLE,야스오,집중 공격,정밀,결의,13,9,69.23
MIDDLE,야스오,착취의 손아귀,결의,정밀,172,81,47.09
MIDDLE,야스오,치명적 속도,정밀,결의,1819,902,49.59
MIDDLE,야스오,치명적 속도,정밀,영감,21,12,57.14
MIDDLE,에코,감전,지배,결의,15,6,40.0
MIDDLE,에코,감전,지배,마법,235,115,48.94
MIDDLE,에코,감전,지배,영감,20,13,65.0
MIDDLE,에코,선제공격,영감,마법,6,2,33.33
MIDDLE,에코,선제공격,영감,지배,13,9,69.23
MIDDLE,에코,어둠의 수확,지배,마법,5,2,40.0
MIDDLE,에코,칼날비,지배,결의,19,10,52.63
MIDDLE,에코,칼날비,지배,마법,1485,731,49.23
MIDDLE,에코,칼날비,지배,영감,97,49,50.52
MIDDLE,에코,칼날비,지배,정밀,15,8,53.33
MIDDLE,오로라,감전,지배,결의,151,66,43.71
MIDDLE,오로라,감전,지배,마법,1455,728,50.03
MIDDLE,오로라,감전,지배,영감,107,57,53.27
MIDDLE,오로라,감전,지배,정밀,110,46,41.82
MIDDLE,오로라,신비로운 유성,마법,결의,7,2,28.57
MIDDLE,오로라,신비로운 유성,마법,정밀,6,4,66.67
MIDDLE,오로라,신비로운 유성,마법,지배,25,10,40.0
MIDDLE,오리아나,난입,마법,결의,1229,603,49.06
MIDDLE,오리아나,난입,마법,영감,1179,607,51.48
MIDDLE,오리아나,난입,마법,정밀,2263,1133,50.07
MIDDLE,오리아나,신비로운 유성,마법,결의,128,62,48.44
MIDDLE,오리아나,신비로운 유성,마법,영감,78,36,46.15
MIDDLE,오리아나,신비로운 유성,마법,정밀,141,62,43.97
MIDDLE,오리아나,착취의 손아귀,결의,마법,5,3,60.0
MIDDLE,오리아나,콩콩이 소환,마법,결의,452,244,53.98
MIDDLE,오리아나,콩콩이 소환,마법,영감,163,90,55.21
MIDDLE,오리아나,콩콩이 소환,마법,정밀,484,263,54.34
MIDDLE,올라프,정복자,정밀,영감,7,5,71.43
MIDDLE,요네,기민한 발놀림,정밀,결의,738,339,45.93
MIDDLE,요네,기민한 발놀림,정밀,영감,6,4,66.67
MIDDLE,요네,착취의 손아귀,결의,정밀,38,23,60.53
MIDDLE,요네,치명적 속도,정밀,결의,1444,687,47.58
MIDDLE,요네,치명적 속도,정밀,영감,52,24,46.15
MIDDLE,요네,치명적 속도,정밀,지배,9,6,66.67
MIDDLE,요릭,신비로운 유성,마법,결의,6,1,16.67
MIDDLE,요릭,신비로운 유성,마법,영감,5,2,40.0
MIDDLE,우디르,착취의 손아귀,결의,영감,7,4,57.14
MIDDLE,우르곳,신비로운 유성,마법,영감,14,8,57.14
MIDDLE,우르곳,집중 공격,정밀,결의,5,3,60.0
MIDDLE,우르곳,집중 공격,정밀,영감,8,3,37.5
MIDDLE,워윅,기민한 발놀림,정밀,결의,15,9,60.0
MIDDLE,워윅,치명적 속도,정밀,결의,18,5,27.78
MIDDLE,유나라,치명적 속도,정밀,영감,22,10,45.45
MIDDLE,이렐리아,감전,지배,결의,7,1,14.29
MIDDLE,이렐리아,정복자,정밀,결의,230,120,52.17
MIDDLE,이렐리아,정복자,정밀,영감,1074,560,52.14
MIDDLE,이렐리아,집중 공격,정밀,영감,20,15,75.0
MIDDLE,이렐리아,치명적 속도,정밀,결의,14,7,50.0
MIDDLE,이즈리얼,정복자,정밀,영감,9,4,44.44
MIDDLE,이즈리얼,집중 공격,정밀,영감,17,9,52.94
MIDDLE,이즈리얼,치명적 속도,정밀,영감,17,8,47.06
MIDDLE,일라오이,착취의 손아귀,결의,정밀,5,2,40.0
MIDDLE,자이라,감전,지배,마법,9,4,44.44
MIDDLE,자이라,신비로운 유성,마법,정밀,17,9,52.94
MIDDLE,자크,감전,지배,정밀,7,3,42.86
MIDDLE,자크,난입,마법,결의,11,7,63.64
MIDDLE,자크,여진,결의,정밀,9,4,44.44
MIDDLE,자크,정복자,정밀,결의,102,49,48.04
MIDDLE,자크,착취의 손아귀,결의,정밀,79,40,50.63
MIDDLE,자헨,정복자,정밀,결의,26,8,30.77
MIDDLE,자헨,정복자,정밀,영감,10,6,60.0
MIDDLE,자헨,착취의 손아귀,결의,영감,38,20,52.63
MIDDLE,잭스,착취의 손아귀,결의,영감,9,4,44.44
MIDDLE,잭스,치명적 속도,정밀,결의,6,3,50.0
MIDDLE,제드,감전,지배,결의,55,35,63.64
MIDDLE,제드,감전,지배,마법,583,287,49.23
MIDDLE,제드,감전,지배,영감,241,128,53.11
MIDDLE,제드,감전,지배,정밀,76,39,51.32
MIDDLE,제드,선제공격,영감,결의,47,24,51.06
MIDDLE,제드,선제공격,영감,마법,72,39,54.17
MIDDLE,제드,선제공격,영감,정밀,811,436,53.76
MIDDLE,제드,선제공격,영감,지배,37,21,56.76
MIDDLE,제드,정복자,정밀,결의,159,89,55.97
MIDDLE,제드,정복자,정밀,마법,371,171,46.09
MIDDLE,제드,정복자,정밀,영감,308,168,54.55
MIDDLE,제드,정복자,정밀,지배,18,5,27.78
MIDDLE,제라스,선제공격,영감,마법,159,92,57.86
MIDDLE,제라스,신비로운 유성,마법,영감,256,130,50.78
MIDDLE,제라스,신비로운 유성,마법,정밀,414,200,48.31
MIDDLE,제라스,신비로운 유성,마법,지배,20,9,45.0
