position,champion,avg_dragon,avg_baron,avg_horde,avg_vision,avg_ward,avg_plates,win_rate,game_count,pos_dragon,pos_baron,pos_horde,pos_vision,pos_ward,pos_plates,diff_dragon,diff_baron,diff_horde,diff_vision,diff_plates
BOTTOM,스몰더,1.6225374310480694,0.4570527974783294,1.5145784081954294,21.84160756501182,1.267927501970055,8.531126871552404,51.69,1269,1.6603822256118077,0.4669141562549068,1.498945739216258,22.696485049684842,1.3741279917453624,8.131704089185977,-0.038,-0.01,0.016,-0.85,0.4
BOTTOM,스웨인,1.7840909090909092,0.41792929292929293,1.476010101010101,21.660353535353536,1.582070707070707,7.351010101010101,56.57,792,1.6603822256118077,0.4669141562549068,1.498945739216258,22.696485049684842,1.3741279917453624,8.131704089185977,0.124,-0.049,-0.023,-1.04,-0.78
BOTTOM,시비르,1.6435996435996436,0.45856845856845857,1.4891594891594893,22.83783783783784,1.2934362934362935,8.066528066528067,53.04,3367,1.6603822256118077,0.4669141562549068,1.498945739216258,22.696485049684842,1.3741279917453624,8.131704089185977,-0.017,-0.008,-0.01,0.14,-0.07
BOTTOM,신드라,1.6666666666666667,0.3888888888888889,1.2777777777777777,20.166666666666668,2.0555555555555554,8.277777777777779,55.56,18,1.6603822256118077,0.4669141562549068,1.498945739216258,22.696485049684842,1.3741279917453624,8.131704089185977,0.006,-0.078,-0.221,-2.53,0.15
BOTTOM,신지드,1.89010989010989,0.46153846153846156,1.6153846153846154,18.14835164835165,2.478021978021978,8.04945054945055,54.95,182,1.6603822256118077,0.4669141562549068,1.498945739216258,22.696485049684842,1.3741279917453624,8.131704089185977,0.23,-0.005,0.116,-4.55,-0.08
BOTTOM,아우렐리온 솔,1.584033613445378,0.48739495798319327,1.504201680672269,18.51260504201681,1.1134453781512605,8.411764705882353,50.84,238,1.6603822256118077,0.4669141562549068,1.498945739216258,22.696485049684842,1.3741279917453624,8.131704089185977,-0.076,0.02,0.005,-4.18,0.28
BOTTOM,아지르,1.5,0.3333333333333333,1.0,19.666666666666668,0.16666666666666666,7.333333333333333,66.67,6,1.6603822256118077,0.4669141562549068,1.498945739216258,22.696485049684842,1.3741279917453624,8.131704089185977,-0.16,-0.134,-0.499,-3.03,-0.8
BOTTOM,아펠리오스,1.6025101400474477,0.48389071707354403,1.4890946659523991,22.011938470957375,1.21649957909237,8.295324098875028,50.12,13067,1.6603822256118077,0.4669141562549068,1.498945739216258,22.696485049684842,1.3741279917453624,8.131704089185977,-0.058,0.017,-0.01,-0.68,0.16
BOTTOM,애니비아,1.3529411764705883,0.35294117647058826,1.4705882352941178,27.11764705882353,3.588235294117647,7.411764705882353,52.94,17,1.6603822256118077,0.4669141562549068,1.498945739216258,22.696485049684842,1.3741279917453624,8.131704089185977,-0.307,-0.114,-0.028,4.42,-0.72
BOTTOM,애쉬,1.6709154113557358,0.473928157589803,1.493047508690614,27.447856315179607,1.533603707995365,8.227694090382387,47.51,1726,1.6603822256118077,0.4669141562549068,1.498945739216258,22.696485049684842,1.3741279917453624,8.131704089185977,0.011,0.007,-0.006,4.75,0.1
BOTTOM,야스오,1.6763848396501457,0.4314868804664723,1.6559766763848396,21.47521865889213,2.131195335276968,7.320699708454811,53.06,343,1.6603822256118077,0.4669141562549068,1.498945739216258,22.696485049684842,1.3741279917453624,8.131704089185977,0.016,-0.035,0.157,-1.22,-0.81
BOTTOM,오로라,0.8888888888888888,0.4444444444444444,0.7777777777777778,26.11111111111111,2.2222222222222223,8.333333333333334,22.22,9,1.6603822256118077,0.4669141562549068,1.498945739216258,22.696485049684842,1.3741279917453624,8.131704089185977,-0.771,-0.022,-0.721,3.41,0.2
BOTTOM,요네,0.8888888888888888,0.1111111111111111,1.0,15.333333333333334,1.6666666666666667,8.222222222222221,33.33,9,1.6603822256118077,0.4669141562549068,1.498945739216258,22.696485049684842,1.3741279917453624,8.131704089185977,-0.771,-0.356,-0.499,-7.36,0.09
BOTTOM,유나라,1.6026211671612265,0.44868941641938676,1.4688427299703264,23.3837784371909,1.3837784371909,8.1446587537092,49.27,8088,1.6603822256118077,0.4669141562549068,1.498945739216258,22.696485049684842,1.3741279917453624,8.131704089185977,-0.058,-0.018,-0.03,0.69,0.01
BOTTOM,이즈리얼,1.6947701688555348,0.4634146341463415,1.5136022514071295,20.48088649155722,1.2831848030018762,8.166041275797374,47.34,8528,1.6603822256118077,0.4669141562549068,1.498945739216258,22.696485049684842,1.3741279917453624,8.131704089185977,0.034,-0.003,0.015,-2.22,0.03
BOTTOM,자야,1.6929347826086956,0.4846014492753623,1.5090579710144927,22.481884057971016,1.2599637681159421,7.858695652173913,52.26,1104,1.6603822256118077,0.4669141562549068,1.498945739216258,22.696485049684842,1.3741279917453624,8.131704089185977,0.033,0.018,0.01,-0.21,-0.27
BOTTOM,자이라,1.5833333333333333,0.3333333333333333,2.0,27.083333333333332,2.9166666666666665,7.0,50.0,12,1.6603822256118077,0.4669141562549068,1.498945739216258,22.696485049684842,1.3741279917453624,8.131704089185977,-0.077,-0.134,0.501,4.39,-1.13
BOTTOM,제라스,1.5748031496062993,0.4251968503937008,1.5039370078740157,21.31496062992126,1.8188976377952757,8.535433070866143,47.24,127,1.6603822256118077,0.4669141562549068,1.498945739216258,22.696485049684842,1.3741279917453624,8.131704089185977,-0.086,-0.042,0.005,-1.38,0.4
BOTTOM,제리,1.511826544021025,0.4290407358738502,1.3823915900131407,26.940210249671484,1.2003942181340341,8.733245729303547,46.78,1522,1.6603822256118077,0.4669141562549068,1.498945739216258,22.696485049684842,1.3741279917453624,8.131704089185977,-0.149,-0.038,-0.117,4.24,0.6
BOTTOM,직스,1.7521367521367521,0.48148148148148145,1.5056980056980056,21.75071225071225,2.4686609686609686,7.696581196581197,53.56,702,1.6603822256118077,0.4669141562549068,1.498945739216258,22.696485049684842,1.3741279917453624,8.131704089185977,0.092,0.015,0.007,-0.95,-0.44
BOTTOM,진,1.6883421206795548,0.43878148799062683,1.5250927553212263,21.331185315368092,1.6922476078890842,8.340949033391915,47.65,5121,1.6603822256118077,0.4669141562549068,1.498945739216258,22.696485049684842,1.3741279917453624,8.131704089185977,0.028,-0.028,0.026,-1.37,0.21
BOTTOM,징크스,1.6333333333333333,0.4554166666666667,1.4785416666666666,23.274791666666665,1.2633333333333334,8.089583333333334,52.62,4800,1.6603822256118077,0.4669141562549068,1.498945739216258,22.696485049684842,1.3741279917453624,8.131704089185977,-0.027,-0.011,-0.02,0.58,-0.04
BOTTOM,초가스,1.8571428571428572,0.39285714285714285,1.6428571428571428,20.964285714285715,1.5714285714285714,6.392857142857143,57.14,28,1.6603822256118077,0.4669141562549068,1.498945739216258,22.696485049684842,1.3741279917453624,8.131704089185977,0.197,-0.074,0.144,-1.73,-1.74
BOTTOM,카서스,2.0327868852459017,0.5163934426229508,1.6885245901639345,17.0,0.5655737704918032,8.024590163934427,58.2,122,1.6603822256118077,0.4669141562549068,1.498945739216258,22.696485049684842,1.3741279917453624,8.131704089185977,0.372,0.049,0.19,-5.7,-0.11
BOTTOM,카시오페아,1.8507890961262554,0.5021520803443329,1.539454806312769,21.634146341463413,1.9440459110473458,7.269727403156384,54.23,697,1.6603822256118077,0.4669141562549068,1.498945739216258,22.696485049684842,1.3741279917453624,8.131704089185977,0.19,0.035,0.041,-1.06,-0.86
BOTTOM,카이사,1.6270743350761536,0.5073880427369857,1.486019549897704,22.85383041600364,1.162877926801546,8.263241645828597,48.77,8798,1.6603822256118077,0.4669141562549068,1.498945739216258,22.696485049684842,1.3741279917453624,8.131704089185977,-0.033,0.04,-0.013,0.16,0.13
BOTTOM,칼리스타,1.7669683257918551,0.5090497737556561,1.6447963800904977,25.86651583710407,1.4366515837104072,7.332579185520362,55.66,442,1.6603822256118077,0.4669141562549068,1.498945739216258,22.696485049684842,1.3741279917453624,8.131704089185977,0.107,0.042,0.146,3.17,-0.8
BOTTOM,케이틀린,1.7584062196307095,0.45928085519922257,1.4991253644314868,23.73119533527697,1.4550048590864917,8.076967930029154,50.44,5145,1.6603822256118077,0.4669141562549068,1.498945739216258,22.696485049684842,1.3741279917453624,8.131704089185977,0.098,-0.008,0.0,1.03,-0.05
BOTTOM,코그모,1.6939501779359432,0.49466192170818507,1.4412811387900355,22.395017793594306,0.7473309608540926,7.879003558718861,52.67,281,1.6603822256118077,0.4669141562549068,1.498945739216258,22.696485049684842,1.3741279917453624,8.131704089185977,0.034,0.028,-0.058,-0.3,-0.25
BOTTOM,코르키,1.6782222222222223,0.44266666666666665,1.48,22.46311111111111,1.5537777777777777,8.01688888888889,48.09,1125,1.6603822256118077,0.4669141562549068,1.498945739216258,22.696485049684842,1.3741279917453624,8.131704089185977,0.018,-0.024,-0.019,-0.23,-0.11
BOTTOM,키아나,1.4615384615384615,0.2692307692307692,1.1153846153846154,23.307692307692307,3.423076923076923,8.115384615384615,46.15,26,1.6603822256118077,0.4669141562549068,1.498945739216258,22.696485049684842,1.3741279917453624,8.131704089185977,-0.199,-0.198,-0.384,0.61,-0.02
BOTTOM,킨드레드,1.4,0.4,1.8,16.2,0.4,7.6,60.0,5,1.6603822256118077,0.4669141562549068,1.498945739216258,22.696485049684842,1.3741279917453624,8.131704089185977,-0.26,-0.067,0.301,-6.5,-0.53
BOTTOM,탈리야,1.6153846153846154,0.34615384615384615,1.6153846153846154,23.807692307692307,3.423076923076923,8.038461538461538,46.15,26,1.6603822256118077,0.4669141562549068,1.498945739216258,22.696485049684842,1.3741279917453624,8.131704089185977,-0.045,-0.121,0.116,1.11,-0.09
BOTTOM,트리스타나,1.6751540041067763,0.46036960985626285,1.5145790554414784,23.165913757700206,1.159753593429158,7.95482546201232,52.53,2435,1.6603822256118077,0.4669141562549068,1.498945739216258,22.696485049684842,1.3741279917453624,8.131704089185977,0.015,-0.007,0.016,0.47,-0.18
BOTTOM,트위스티드 페이트,1.5,0.5,1.6666666666666667,30.166666666666668,1.6666666666666667,5.833333333333333,66.67,6,1.6603822256118077,0.4669141562549068,1.498945739216258,22.696485049684842,1.3741279917453624,8.131704089185977,-0.16,0.033,0.168,7.47,-2.3
BOTTOM,트위치,1.696,0.424,1.5472,22.2768,1.2896,8.3008,51.36,625,1.6603822256118077,0.4669141562549068,1.498945739216258,22.696485049684842,1.3741279917453624,8.131704089185977,0.036,-0.043,0.048,-0.42,0.17
BOTTOM,하이머딩거,2.16,0.536,1.576,22.24,2.88,6.872,56.0,125,1.6603822256118077,0.4669141562549068,1.498945739216258,22.696485049684842,1.3741279917453624,8.131704089185977,0.5,0.069,0.077,-0.46,-1.26
BOTTOM,흐웨이,1.8452380952380953,0.5238095238095238,1.630952380952381,22.488095238095237,1.6547619047619047,7.9523809523809526,52.38,84,1.6603822256118077,0.4669141562549068,1.498945739216258,22.696485049684842,1.3741279917453624,8.131704089185977,0.185,0.057,0.132,-0.21,-0.18
JUNGLE,그라가스,1.8,0.4434782608695652,1.3478260869565217,32.0,4.008695652173913,0.0,51.3,115,1.6603822256118077,0.4669141562549068,1.498945739216258,32.84433951683452,4.168906036203764,0.0,0.14,-0.023,-0.151,-0.84,0.0
JUNGLE,그레이브즈,1.6964882943143813,0.4690635451505017,1.4021739130434783,33.98829431438127,3.660535117056856,0.0,47.99,1196,1.6603822256118077,0.4669141562549068,1.498945739216258,32.84433951683452,4.168906036203764,0.0,0.036,0.002,-0.097,1.14,0.0
JUNGLE,그웬,1.6083730789613142,0.492845786963434,1.3656597774244834,32.19978802331744,2.9077901430842608,0.0,52.2,1887,1.6603822256118077,0.4669141562549068,1.498945739216258,32.84433951683452,4.168906036203764,0.0,-0.052,0.026,-0.133,-0.64,0.0
JUNGLE,나서스,1.25,0.25,0.875,36.75,1.75,0.0,25.0,8,1.6603822256118077,0.4669141562549068,1.498945739216258,32.84433951683452,4.168906036203764,0.0,-0.41,-0.217,-0.624,3.91,0.0
JUNGLE,나피리,1.6,0.46,1.3725,28.2,2.99,0.0,45.75,400,1.6603822256118077,0.4669141562549068,1.498945739216258,32.84433951683452,4.168906036203764,0.0,-0.06,-0.007,-0.126,-4.64,0.0
JUNGLE,노틸러스,0.8333333333333334,0.3333333333333333,1.6666666666666667,34.166666666666664,3.8333333333333335,0.0,16.67,6,1.6603822256118077,0.4669141562549068,1.498945739216258,32.84433951683452,4.168906036203764,0.0,-0.827,-0.134,0.168,1.32,0.0
JUNGLE,녹턴,1.5636363636363637,0.4446280991735537,1.484297520661157,31.985123966942147,3.9272727272727272,0.0,52.56,605,1.6603822256118077,0.4669141562549068,1.498945739216258,32.84433951683452,4.168906036203764,0.0,-0.097,-0.022,-0.015,-0.86,0.0
JUNGLE,누누와 윌럼프,2.1175384615384614,0.5612307692307692,1.5243076923076924,28.508923076923075,3.5236923076923077,0.0,53.42,1625,1.6603822256118077,0.4669141562549068,1.498945739216258,32.84433951683452,4.168906036203764,0.0,0.457,0.094,0.025,-4.34,0.0
JUNGLE,니달리,1.6375925329900225,0.4699066623752816,1.6955262310910846,34.64982298036691,3.7695526231091083,0.0,51.53,3107,1.6603822256118077,0.4669141562549068,1.498945739216258,32.84433951683452,4.168906036203764,0.0,-0.023,0.003,0.197,1.81,0.0
JUNGLE,니코,1.9743589743589745,0.6410256410256411,1.1794871794871795,29.153846153846153,4.923076923076923,0.0,61.54,39,1.6603822256118077,0.4669141562549068,1.498945739216258,32.84433951683452,4.168906036203764,0.0,0.314,0.174,-0.319,-3.69,0.0
JUNGLE,다리우스,1.4705882352941178,0.4117647058823529,2.0588235294117645,26.0,2.411764705882353,0.0,52.94,17,1.6603822256118077,0.4669141562549068,1.498945739216258,32.84433951683452,4.168906036203764,0.0,-0.19,-0.055,0.56,-6.84,0.0
JUNGLE,다이애나,1.7160030052592037,0.4470323065364388,1.4177310293012773,30.175807663410968,3.548459804658152,0.0,45.68,1331,1.6603822256118077,0.4669141562549068,1.498945739216258,32.84433951683452,4.168906036203764,0.0,0.056,-0.02,-0.081,-2.67,0.0
JUNGLE,람머스,1.5144694533762058,0.48231511254019294,1.4565916398713827,29.742765273311896,2.9260450160771705,0.0,52.73,311,1.6603822256118077,0.4669141562549068,1.498945739216258,32.84433951683452,4.168906036203764,0.0,-0.146,0.015,-0.042,-3.1,0.0
JUNGLE,럼블,1.446808510638298,0.574468085106383,1.3404255319148937,30.78723404255319,4.446808510638298,0.0,40.43,47,1.6603822256118077,0.4669141562549068,1.498945739216258,32.84433951683452,4.168906036203764,0.0,-0.214,0.108,-0.159,-2.06,0.0
JUNGLE,렉사이,1.712137880454712,0.45691235790245693,1.6098276494316097,30.963696369636963,3.7975797579757975,0.0,54.2,2727,1.6603822256118077,0.4669141562549068,1.498945739216258,32.84433951683452,4.168906036203764,0.0,0.052,-0.01,0.111,-1.88,0.0
JUNGLE,렝가,1.448854961832061,0.416793893129771,1.16793893129771,29.70381679389313,2.76793893129771,0.0,49.92,655,1.6603822256118077,0.4669141562549068,1.498945739216258,32.84433951683452,4.168906036203764,0.0,-0.212,-0.05,-0.331,-3.14,0.0
JUNGLE,리 신,1.8077039123001106,0.4672634013879111,1.638439102886453,35.02152267927185,6.245801066076637,0.0,51.07,9943,1.6603822256118077,0.4669141562549068,1.498945739216258,32.84433951683452,4.168906036203764,0.0,0.147,0.0,0.139,2.18,0.0
JUNGLE,리븐,1.6176470588235294,0.47058823529411764,1.7647058823529411,28.11764705882353,3.323529411764706,0.0,52.94,34,1.6603822256118077,0.4669141562549068,1.498945739216258,32.84433951683452,4.168906036203764,0.0,-0.043,0.004,0.266,-4.73,0.0
JUNGLE,릴리아,1.603235747303544,0.47996918335901384,1.5,29.18567026194145,3.49537750385208,0.0,52.85,1298,1.6603822256118077,0.4669141562549068,1.498945739216258,32.84433951683452,4.168906036203764,0.0,-0.057,0.013,0.001,-3.66,0.0
JUNGLE,마스터 이,1.5913621262458473,0.4601328903654485,1.1926910299003322,30.162790697674417,2.509966777408638,0.0,47.34,602,1.6603822256118077,0.4669141562549068,1.498945739216258,32.84433951683452,4.168906036203764,0.0,-0.069,-0.007,-0.306,-2.68,0.0
JUNGLE,마오카이,1.65625,0.53125,1.390625,32.375,4.171875,0.0,45.31,64,1.6603822256118077,0.4669141562549068,1.498945739216258,32.84433951683452,4.168906036203764,0.0,-0.004,0.064,-0.108,-0.47,0.0
JUNGLE,말파이트,1.6611333714939898,0.4619347452776188,1.4170005724098456,34.16971951917573,4.319404693760733,0.0,44.22,3494,1.6603822256118077,0.4669141562549068,1.498945739216258,32.84433951683452,4.168906036203764,0.0,0.001,-0.005,-0.082,1.33,0.0
JUNGLE,모데카이저,2.142857142857143,0.6190476190476191,1.619047619047619,30.38095238095238,2.142857142857143,0.0,52.38,21,1.6603822256118077,0.4669141562549068,1.498945739216258,32.84433951683452,4.168906036203764,0.0,0.482,0.152,0.12,-2.46,0.0
JUNGLE,모르가나,1.5223880597014925,0.34328358208955223,1.8955223880597014,33.149253731343286,4.402985074626866,0.0,41.79,67,1.6603822256118077,0.4669141562549068,1.498945739216258,32.84433951683452,4.168906036203764,0.0,-0.138,-0.124,0.397,0.3,0.0
JUNGLE,문도 박사,1.87987012987013,0.4724025974025974,1.4042207792207793,33.436688311688314,4.050324675324675,0.0,44.48,616,1.6603822256118077,0.4669141562549068,1.498945739216258,32.84433951683452,4.168906036203764,0.0,0.219,0.005,-0.095,0.59,0.0
JUNGLE,바이,1.7702702702702702,0.44884169884169883,1.37001287001287,33.9054054054054,5.2213642213642215,0.0,47.46,3108,1.6603822256118077,0.4669141562549068,1.498945739216258,32.84433951683452,4.168906036203764,0.0,0.11,-0.018,-0.129,1.06,0.0
JUNGLE,베인,1.0,0.2857142857142857,0.14285714285714285,27.142857142857142,1.0,0.0,14.29,7,1.6603822256118077,0.4669141562549068,1.498945739216258,32.84433951683452,4.168906036203764,0.0,-0.66,-0.181,-1.356,-5.7,0.0
JUNGLE,벨베스,1.566006600660066,0.4760726072607261,1.7359735973597359,28.71039603960396,2.5057755775577557,0.0,53.96,1212,1.6603822256118077,0.4669141562549068,1.498945739216258,32.84433951683452,4.168906036203764,0.0,-0.094,0.009,0.237,-4.13,0.0
JUNGLE,볼리베어,1.7419354838709677,0.3709677419354839,1.435483870967742,29.048387096774192,3.338709677419355,0.0,48.39,62,1.6603822256118077,0.4669141562549068,1.498945739216258,32.84433951683452,4.168906036203764,0.0,0.082,-0.096,-0.063,-3.8,0.0
JUNGLE,브라이어,1.737037037037037,0.44074074074074077,1.4925925925925927,28.637037037037036,2.7925925925925927,0.0,45.19,270,1.6603822256118077,0.4669141562549068,1.498945739216258,32.84433951683452,4.168906036203764,0.0,0.077,-0.026,-0.006,-4.21,0.0
JUNGLE,브랜드,2.034188034188034,0.5555555555555556,1.9401709401709402,34.05982905982906,3.5384615384615383,0.0,52.99,117,1.6603822256118077,0.4669141562549068,1.498945739216258,32.84433951683452,4.168906036203764,0.0,0.374,0.089,0.441,1.22,0.0
JUNGLE,비에고,1.7902946273830156,0.47784104976479325,1.4434265907402823,31.750680861599406,6.866303540480317,0.0,48.28,4039,1.6603822256118077,0.4669141562549068,1.498945739216258,32.84433951683452,4.168906036203764,0.0,0.13,0.011,-0.056,-1.09,0.0
JUNGLE,뽀삐,1.623728813559322,0.46779661016949153,1.5084745762711864,34.19322033898305,5.149152542372882,0.0,51.53,295,1.6603822256118077,0.4669141562549068,1.498945739216258,32.84433951683452,4.168906036203764,0.0,-0.037,0.001,0.01,1.35,0.0
JUNGLE,사이온,1.4782608695652173,0.391304347826087,1.173913043478261,30.695652173913043,3.4347826086956523,0.0,39.13,23,1.6603822256118077,0.4669141562549068,1.498945739216258,32.84433951683452,4.168906036203764,0.0,-0.182,-0.076,-0.325,-2.15,0.0
JUNGLE,사일러스,1.420836189170665,0.42323509252912955,1.44379712131597,29.116860863605208,3.6802604523646334,0.0,49.66,2918,1.6603822256118077,0.4669141562549068,1.498945739216258,32.84433951683452,4.168906036203764,0.0,-0.24,-0.044,-0.055,-3.73,0.0
JUNGLE,샤코,1.7843450479233227,0.5015974440894568,1.5335463258785942,30.007987220447284,2.8322683706070286,0.0,50.0,626,1.6603822256118077,0.4669141562549068,1.498945739216258,32.84433951683452,4.168906036203764,0.0,0.124,0.035,0.035,-2.84,0.0
JUNGLE,세주아니,1.675564681724846,0.46611909650924027,1.4496919917864477,31.455852156057496,4.6447638603696095,0.0,48.67,487,1.6603822256118077,0.4669141562549068,1.498945739216258,32.84433951683452,4.168906036203764,0.0,0.015,-0.001,-0.049,-1.39,0.0
JUNGLE,쉔,2.0952380952380953,0.7142857142857143,1.7619047619047619,34.714285714285715,3.238095238095238,0.0,52.38,21,1.6603822256118077,0.4669141562549068,1.498945739216258,32.84433951683452,4.168906036203764,0.0,0.435,0.247,0.263,1.87,0.0
JUNGLE,쉬바나,1.5789473684210527,0.47368421052631576,1.894736842105263,34.73684210526316,3.263157894736842,0.0,36.84,19,1.6603822256118077,0.4669141562549068,1.498945739216258,32.84433951683452,4.168906036203764,0.0,-0.081,0.007,0.396,1.89,0.0
JUNGLE,스카너,1.6634146341463414,0.4682926829268293,1.5292682926829269,33.33658536585366,4.878048780487805,0.0,46.83,410,1.6603822256118077,0.4669141562549068,1.498945739216258,32.84433951683452,4.168906036203764,0.0,0.003,0.001,0.03,0.49,0.0
JUNGLE,신 짜오,1.6830825353397172,0.4696762425900593,1.543091655266758,32.90104879160967,4.624259005927953,0.0,48.75,2193,1.6603822256118077,0.4669141562549068,1.498945739216258,32.84433951683452,4.168906036203764,0.0,0.023,0.003,0.044,0.06,0.0
JUNGLE,아무무,1.6597938144329898,0.4020618556701031,1.288659793814433,27.52577319587629,3.0618556701030926,0.0,40.21,97,1.6603822256118077,0.4669141562549068,1.498945739216258,32.84433951683452,4.168906036203764,0.0,-0.001,-0.065,-0.21,-5.32,0.0
JUNGLE,아우렐리온 솔,1.875,0.625,0.875,34.875,3.375,0.0,25.0,8,1.6603822256118077,0.4669141562549068,1.498945739216258,32.84433951683452,4.168906036203764,0.0,0.215,0.158,-0.624,2.03,0.0
JUNGLE,아이번,1.4761904761904763,0.47619047619047616,1.255731922398589,34.245149911816576,4.026455026455026,0.0,48.15,567,1.6603822256118077,0.4669141562549068,1.498945739216258,32.84433951683452,4.168906036203764,0.0,-0.184,0.009,-0.243,1.4,0.0
