position,champion,item_name,total_games,win_count,win_rate
JUNGLE,나피리,마법무효화의 망토,9,4,44.44
JUNGLE,나피리,새끼 화염발톱,12,3,25.0
JUNGLE,나피리,장화,45,16,35.56
JUNGLE,녹턴,롱소드,109,55,50.46
JUNGLE,녹턴,마법무효화의 망토,10,5,50.0
JUNGLE,녹턴,새끼 화염발톱,17,0,0.0
JUNGLE,녹턴,장화,132,55,41.67
JUNGLE,누누와 윌럼프,마법무효화의 망토,111,54,48.65
JUNGLE,누누와 윌럼프,새끼 바람돌이,54,12,22.22
JUNGLE,누누와 윌럼프,새끼 화염발톱,15,3,20.0
JUNGLE,누누와 윌럼프,암흑의 인장,569,292,51.32
JUNGLE,누누와 윌럼프,장화,113,45,39.82
JUNGLE,누누와 윌럼프,증폭의 고서,99,54,54.55
JUNGLE,니달리,마법무효화의 망토,12,7,58.33
JUNGLE,니달리,새끼 바람돌이,9,1,11.11
JUNGLE,니달리,새끼 화염발톱,79,14,17.72
JUNGLE,니달리,암흑의 인장,1346,667,49.55
JUNGLE,니달리,장화,144,69,47.92
JUNGLE,니달리,증폭의 고서,863,371,42.99
JUNGLE,니코,암흑의 인장,7,1,14.29
JUNGLE,니코,증폭의 고서,9,5,55.56
JUNGLE,다이애나,마법무효화의 망토,10,5,50.0
JUNGLE,다이애나,새끼 바람돌이,8,0,0.0
JUNGLE,다이애나,새끼 화염발톱,21,0,0.0
JUNGLE,다이애나,암흑의 인장,363,185,50.96
JUNGLE,다이애나,장화,51,17,33.33
JUNGLE,다이애나,증폭의 고서,332,118,35.54
JUNGLE,람머스,마법무효화의 망토,26,13,50.0
JUNGLE,람머스,새끼 바람돌이,10,2,20.0
JUNGLE,람머스,장화,29,11,37.93
JUNGLE,럼블,암흑의 인장,8,2,25.0
JUNGLE,럼블,증폭의 고서,10,3,30.0
JUNGLE,렉사이,롱소드,540,263,48.7
JUNGLE,렉사이,마법무효화의 망토,81,51,62.96
JUNGLE,렉사이,새끼 바람돌이,21,5,23.81
JUNGLE,렉사이,새끼 화염발톱,72,15,20.83
JUNGLE,렉사이,장화,42,15,35.71
JUNGLE,렝가,롱소드,235,79,33.62
JUNGLE,렝가,새끼 바람돌이,15,2,13.33
JUNGLE,렝가,장화,116,29,25.0
JUNGLE,리 신,롱소드,1998,828,41.44
JUNGLE,리 신,마법무효화의 망토,248,134,54.03
JUNGLE,리 신,새끼 바람돌이,124,12,9.68
JUNGLE,리 신,새끼 화염발톱,189,24,12.7
JUNGLE,리 신,장화,157,79,50.32
JUNGLE,리븐,롱소드,11,2,18.18
JUNGLE,릴리아,마법무효화의 망토,21,16,76.19
JUNGLE,릴리아,새끼 바람돌이,27,2,7.41
