position,champion,item_name,pick_count,win_count,win_rate
BOTTOM,코르키,도란의 검 + 체력 물약,1116,538,48.2078853046595
BOTTOM,코르키,도란의 방패 + 체력 물약,1,1,100.0
BOTTOM,코르키,수확의 낫 + 체력 물약,1,0,0.0
BOTTOM,코르키,여신의 눈물 + 체력 물약,1,0,0.0
BOTTOM,크산테,도란의 방패 + 체력 물약,3,0,0.0
BOTTOM,키아나,2 체력 물약,1,1,100.0
BOTTOM,키아나,도란의 검 + 체력 물약,22,11,50.0
BOTTOM,키아나,롱소드 + 체력 물약,2,0,0.0
BOTTOM,키아나,체력 물약 + 충전형 물약,1,0,0.0
BOTTOM,킨드레드,도란의 검 + 체력 물약,5,3,60.0
BOTTOM,탈리야,2 체력 물약,11,5,45.45454545454545
BOTTOM,탈리야,도란의 반지 + 체력 물약,11,5,45.45454545454545
BOTTOM,탈리야,암흑의 인장 + 충전형 물약,4,2,50.0
BOTTOM,트리스타나,2 체력 물약,3,1,33.33333333333333
BOTTOM,트리스타나,도란의 검,4,3,75.0
BOTTOM,트리스타나,도란의 검 + 도란의 방패,1,0,0.0
BOTTOM,트리스타나,도란의 검 + 롱소드,1,0,0.0
BOTTOM,트리스타나,도란의 검 + 수확의 낫,1,1,100.0
BOTTOM,트리스타나,도란의 검 + 여신의 눈물,1,0,0.0
BOTTOM,트리스타나,도란의 검 + 체력 물약,2420,1272,52.56198347107438
BOTTOM,트리스타나,도란의 검 + 충전형 물약,1,1,100.0
BOTTOM,트리스타나,롱소드 + 체력 물약,1,0,0.0
BOTTOM,트리스타나,수확의 낫 + 체력 물약,1,1,100.0
BOTTOM,트리스타나,여신의 눈물 + 체력 물약,1,0,0.0
BOTTOM,트위스티드 페이트,도란의 검 + 체력 물약,6,4,66.66666666666666
BOTTOM,트위치,2 체력 물약,16,10,62.5
BOTTOM,트위치,도란의 검 + 롱소드,1,0,0.0
BOTTOM,트위치,도란의 검 + 체력 물약,599,306,51.08514190317195
BOTTOM,트위치,도란의 반지 + 체력 물약,6,3,50.0
BOTTOM,트위치,롱소드 + 체력 물약,3,2,66.66666666666666
BOTTOM,티모,2 체력 물약,1,0,0.0
BOTTOM,티모,도란의 반지 + 체력 물약,1,1,100.0
BOTTOM,피들스틱,도란의 반지 + 체력 물약,1,0,0.0
BOTTOM,하이머딩거,2 체력 물약,50,30,60.0
BOTTOM,하이머딩거,도란의 반지 + 사파이어 수정,1,1,100.0
BOTTOM,하이머딩거,도란의 반지 + 체력 물약,58,34,58.620689655172406
BOTTOM,하이머딩거,도란의 반지 + 충전형 물약,1,0,0.0
BOTTOM,하이머딩거,암흑의 인장 + 충전형 물약,15,5,33.33333333333333
BOTTOM,흐웨이,2 체력 물약,33,16,48.484848484848484
BOTTOM,흐웨이,도란의 반지 + 체력 물약,51,28,54.90196078431373
JUNGLE,가렌,새끼 이끼쿵쿵이,1,0,0.0
JUNGLE,그라가스,새끼 바람돌이,11,4,36.36363636363637
JUNGLE,그라가스,새끼 바람돌이 + 새끼 화염발톱,3,3,100.0
JUNGLE,그라가스,새끼 바람돌이 + 체력 물약,35,16,45.714285714285715
JUNGLE,그라가스,새끼 이끼쿵쿵이 + 새끼 화염발톱,1,1,100.0
JUNGLE,그라가스,새끼 화염발톱,14,8,57.14285714285714
JUNGLE,그라가스,새끼 화염발톱 + 체력 물약,51,27,52.94117647058824
JUNGLE,그레이브즈,2 새끼 바람돌이,3,2,66.66666666666666
JUNGLE,그레이브즈,2 새끼 화염발톱,2,1,50.0
JUNGLE,그레이브즈,2 체력 물약,3,3,100.0
JUNGLE,그레이브즈,새끼 바람돌이,40,24,60.0
JUNGLE,그레이브즈,새끼 바람돌이 + 새끼 이끼쿵쿵이,1,1,100.0
JUNGLE,그레이브즈,새끼 바람돌이 + 새끼 화염발톱,25,9,36.0
JUNGLE,그레이브즈,새끼 바람돌이 + 체력 물약,142,67,47.183098591549296
JUNGLE,그레이브즈,새끼 이끼쿵쿵이 + 새끼 화염발톱,3,1,33.33333333333333
JUNGLE,그레이브즈,새끼 이끼쿵쿵이 + 체력 물약,2,2,100.0
JUNGLE,그레이브즈,새끼 화염발톱,281,132,46.97508896797153
JUNGLE,그레이브즈,새끼 화염발톱 + 제어 와드,1,0,0.0
JUNGLE,그레이브즈,새끼 화염발톱 + 체력 물약,691,332,48.04630969609262
JUNGLE,그레이브즈,체력 물약,1,0,0.0
JUNGLE,그웬,2 새끼 바람돌이,1,1,100.0
JUNGLE,그웬,2 새끼 이끼쿵쿵이,1,0,0.0
JUNGLE,그웬,2 새끼 화염발톱,4,4,100.0
JUNGLE,그웬,2 체력 물약,7,7,100.0
JUNGLE,그웬,새끼 바람돌이,214,106,49.532710280373834
JUNGLE,그웬,새끼 바람돌이 + 새끼 이끼쿵쿵이,6,3,50.0
