position,champion,item_name,total_games,win_count,win_rate
TOP,신드라,망원형 개조,18,12.0,66.67
JUNGLE,니달리,망원형 개조,7,2.0,28.57
MIDDLE,애니,망원형 개조,59,29.0,49.15
TOP,갈리오,망원형 개조,53,25.0,47.17
MIDDLE,신지드,예언자의 렌즈,89,47.0,52.81
MIDDLE,아트록스,투명 와드,39,16.0,41.03
TOP,칼리스타,망원형 개조,7,2.0,28.57
UTILITY,브랜드,예언자의 렌즈,121,56.0,46.28
BOTTOM,요네,망원형 개조,5,1.0,20.0
MIDDLE,탈론,투명 와드,117,42.0,35.9
UTILITY,카서스,예언자의 렌즈,6,2.0,33.33
UTILITY,트런들,예언자의 렌즈,22,10.0,45.45
JUNGLE,그웬,망원형 개조,5,3.0,60.0
TOP,쓰레쉬,투명 와드,2,1.0,50.0
UTILITY,탈리야,예언자의 렌즈,76,40.0,52.63
TOP,엘리스,예언자의 렌즈,3,2.0,66.67
UTILITY,하이머딩거,예언자의 렌즈,131,64.0,48.85
UTILITY,직스,예언자의 렌즈,7,3.0,42.86
JUNGLE,세주아니,투명 와드,11,4.0,36.36
TOP,조이,망원형 개조,16,8.0,50.0
MIDDLE,카밀,투명 와드,11,3.0,27.27
BOTTOM,탈리야,투명 와드,5,2.0,40.0
UTILITY,유미,투명 와드,12,3.0,25.0
JUNGLE,자크,투명 와드,31,13.0,41.94
MIDDLE,유나라,투명 와드,2,0.0,0.0
JUNGLE,노틸러스,투명 와드,1,0.0,0.0
BOTTOM,자이라,투명 와드,4,3.0,75.0
MIDDLE,벨코즈,투명 와드,19,9.0,47.37
TOP,키아나,투명 와드,16,5.0,31.25
UTILITY,코그모,예언자의 렌즈,7,5.0,71.43
TOP,마오카이,망원형 개조,15,4.0,26.67
BOTTOM,신드라,투명 와드,4,3.0,75.0
JUNGLE,이블린,예언자의 렌즈,33,14.0,42.42
BOTTOM,세라핀,투명 와드,10,2.0,20.0
UTILITY,아리,예언자의 렌즈,15,5.0,33.33
UTILITY,탈론,예언자의 렌즈,2,0.0,0.0
TOP,카타리나,망원형 개조,7,5.0,71.43
JUNGLE,초가스,예언자의 렌즈,127,77.0,60.63
UTILITY,나미,망원형 개조,25,16.0,64.0
MIDDLE,문도 박사,예언자의 렌즈,3,2.0,66.67
BOTTOM,세트,투명 와드,2,1.0,50.0
MIDDLE,질리언,예언자의 렌즈,21,11.0,52.38
TOP,하이머딩거,망원형 개조,75,39.0,52.0
JUNGLE,다이애나,투명 와드,58,19.0,32.76
TOP,럭스,망원형 개조,5,4.0,80.0
TOP,카르마,예언자의 렌즈,23,10.0,43.48
MIDDLE,세라핀,투명 와드,5,2.0,40.0
BOTTOM,탈리야,망원형 개조,20,9.0,45.0
UTILITY,유미,망원형 개조,19,10.0,52.63
JUNGLE,우디르,망원형 개조,15,7.0,46.67
TOP,에코,투명 와드,20,6.0,30.0
MIDDLE,뽀삐,투명 와드,7,2.0,28.57
BOTTOM,하이머딩거,망원형 개조,98,61.0,62.24
UTILITY,케이틀린,예언자의 렌즈,16,6.0,37.5
MIDDLE,킨드레드,투명 와드,1,0.0,0.0
TOP,케인,망원형 개조,15,7.0,46.67
UTILITY,야스오,예언자의 렌즈,4,2.0,50.0
UTILITY,트위스티드 페이트,예언자의 렌즈,20,8.0,40.0
JUNGLE,볼리베어,예언자의 렌즈,57,26.0,45.61
MIDDLE,다리우스,예언자의 렌즈,3,2.0,66.67
TOP,자르반 4세,투명 와드,6,3.0,50.0
TOP,애니,투명 와드,1,1.0,100.0
TOP,자크,투명 와드,99,41.0,41.41
BOTTOM,벨코즈,투명 와드,72,32.0,44.44
MIDDLE,퀸,투명 와드,13,2.0,15.38
MIDDLE,카르마,투명 와드,21,4.0,19.05
BOTTOM,카시오페아,예언자의 렌즈,13,7.0,53.85
MIDDLE,퀸,예언자의 렌즈,47,21.0,44.68
TOP,아지르,예언자의 렌즈,11,7.0,63.64
MIDDLE,피즈,투명 와드,57,22.0,38.6
MIDDLE,아트록스,예언자의 렌즈,77,38.0,49.35
TOP,스웨인,예언자의 렌즈,35,19.0,54.29
JUNGLE,자이라,투명 와드,52,26.0,50.0
UTILITY,자이라,망원형 개조,2,0.0,0.0
BOTTOM,유나라,예언자의 렌즈,30,17.0,56.67
MIDDLE,요릭,망원형 개조,11,5.0,45.45
JUNGLE,트린다미어,예언자의 렌즈,2,0.0,0.0
MIDDLE,쉔,망원형 개조,5,3.0,60.0
TOP,녹턴,투명 와드,11,3.0,27.27
MIDDLE,이즈리얼,투명 와드,4,1.0,25.0
MIDDLE,럼블,예언자의 렌즈,48,22.0,45.83
UTILITY,자헨,예언자의 렌즈,3,1.0,33.33
UTILITY,벨코즈,망원형 개조,4,4.0,100.0
BOTTOM,베이가,투명 와드,12,6.0,50.0
BOTTOM,아우렐리온 솔,투명 와드,65,30.0,46.15
JUNGLE,신 짜오,투명 와드,56,21.0,37.5
MIDDLE,스몰더,예언자의 렌즈,20,10.0,50.0
TOP,흐웨이,망원형 개조,10,5.0,50.0
TOP,하이머딩거,예언자의 렌즈,89,44.0,49.44
TOP,마스터 이,망원형 개조,30,10.0,33.33
UTILITY,이즈리얼,예언자의 렌즈,9,4.0,44.44
MIDDLE,피즈,망원형 개조,22,10.0,45.45
MIDDLE,니코,망원형 개조,56,31.0,55.36
MIDDLE,말파이트,투명 와드,27,9.0,33.33
TOP,나피리,예언자의 렌즈,38,18.0,47.37
BOTTOM,제라스,투명 와드,16,2.0,12.5
MIDDLE,올라프,망원형 개조,1,1.0,100.0
BOTTOM,신드라,망원형 개조,14,7.0,50.0
JUNGLE,아이번,투명 와드,38,22.0,57.89
MIDDLE,질리언,투명 와드,21,8.0,38.1
MIDDLE,비에고,망원형 개조,29,13.0,44.83
UTILITY,렉사이,예언자의 렌즈,5,1.0,20.0
TOP,카서스,망원형 개조,6,1.0,16.67
JUNGLE,모르가나,투명 와드,3,1.0,33.33
UTILITY,문도 박사,예언자의 렌즈,16,5.0,31.25
UTILITY,애니,예언자의 렌즈,13,5.0,38.46
JUNGLE,비에고,망원형 개조,14,5.0,35.71
MIDDLE,자크,투명 와드,31,9.0,29.03
TOP,벨베스,예언자의 렌즈,17,6.0,35.29
TOP,케인,예언자의 렌즈,27,16.0,59.26
MIDDLE,자르반 4세,예언자의 렌즈,9,5.0,55.56
BOTTOM,코그모,투명 와드,21,9.0,42.86
MIDDLE,이즈리얼,예언자의 렌즈,1,1.0,100.0
JUNGLE,벨베스,투명 와드,49,25.0,51.02
TOP,빅토르,망원형 개조,28,14.0,50.0
UTILITY,말자하,예언자의 렌즈,6,1.0,16.67
TOP,신 짜오,투명 와드,106,33.0,31.13
JUNGLE,탈론,망원형 개조,34,17.0,50.0
JUNGLE,워윅,예언자의 렌즈,141,70.0,49.65
UTILITY,벨베스,예언자의 렌즈,6,4.0,66.67
TOP,스웨인,투명 와드,79,32.0,40.51
TOP,카타리나,투명 와드,7,2.0,28.57
BOTTOM,세나,투명 와드,7,1.0,14.29
MIDDLE,애니,투명 와드,34,8.0,23.53
TOP,니코,예언자의 렌즈,27,21.0,77.78
JUNGLE,쉔,예언자의 렌즈,20,11.0,55.0
BOTTOM,벨코즈,예언자의 렌즈,6,2.0,33.33
JUNGLE,카이사,예언자의 렌즈,9,1.0,11.11
TOP,트위스티드 페이트,투명 와드,24,11.0,45.83
UTILITY,벡스,예언자의 렌즈,4,2.0,50.0
UTILITY,세나,망원형 개조,10,4.0,40.0
JUNGLE,마오카이,투명 와드,8,5.0,62.5
JUNGLE,노틸러스,예언자의 렌즈,5,1.0,20.0
JUNGLE,그라가스,투명 와드,9,2.0,22.22
MIDDLE,카이사,망원형 개조,31,10.0,32.26
JUNGLE,마스터 이,망원형 개조,62,35.0,56.45
MIDDLE,진,투명 와드,3,1.0,33.33
MIDDLE,가렌,투명 와드,16,5.0,31.25
TOP,비에고,투명 와드,20,10.0,50.0
TOP,나피리,망원형 개조,13,6.0,46.15
MIDDLE,그웬,예언자의 렌즈,13,7.0,53.85
UTILITY,바드,투명 와드,2,0.0,0.0
TOP,알리스타,투명 와드,2,1.0,50.0
TOP,탈리야,망원형 개조,9,5.0,55.56
MIDDLE,애쉬,망원형 개조,1,0.0,0.0
JUNGLE,브라이어,예언자의 렌즈,216,99.0,45.83
BOTTOM,애니비아,예언자의 렌즈,5,3.0,60.0
MIDDLE,우르곳,망원형 개조,12,5.0,41.67
UTILITY,신 짜오,예언자의 렌즈,11,3.0,27.27
JUNGLE,티모,예언자의 렌즈,5,0.0,0.0
TOP,자크,망원형 개조,25,7.0,28.0
BOTTOM,바루스,예언자의 렌즈,8,3.0,37.5
TOP,케이틀린,망원형 개조,7,3.0,42.86
UTILITY,바이,예언자의 렌즈,18,10.0,55.56
TOP,룰루,망원형 개조,18,9.0,50.0
MIDDLE,럼블,투명 와드,13,4.0,30.77
MIDDLE,아펠리오스,망원형 개조,6,2.0,33.33
MIDDLE,룰루,예언자의 렌즈,19,8.0,42.11
MIDDLE,이블린,망원형 개조,3,0.0,0.0
TOP,르블랑,망원형 개조,4,2.0,50.0
MIDDLE,케일,투명 와드,10,4.0,40.0
MIDDLE,자헨,망원형 개조,9,1.0,11.11
MIDDLE,모데카이저,투명 와드,18,7.0,38.89
JUNGLE,바이,망원형 개조,5,3.0,60.0
MIDDLE,일라오이,망원형 개조,2,1.0,50.0
BOTTOM,신지드,투명 와드,9,3.0,33.33
MIDDLE,티모,예언자의 렌즈,5,2.0,40.0
BOTTOM,카서스,예언자의 렌즈,4,3.0,75.0
TOP,카르마,망원형 개조,37,19.0,51.35
UTILITY,베이가,예언자의 렌즈,75,30.0,40.0
TOP,비에고,예언자의 렌즈,35,22.0,62.86
TOP,다이애나,투명 와드,12,5.0,41.67
BOTTOM,진,예언자의 렌즈,7,0.0,0.0
TOP,잭스,예언자의 렌즈,56,33.0,58.93
TOP,니코,망원형 개조,26,10.0,38.46
JUNGLE,브라이어,투명 와드,42,17.0,40.48
MIDDLE,세트,투명 와드,19,8.0,42.11
MIDDLE,그레이브즈,투명 와드,3,2.0,66.67
MIDDLE,가렌,예언자의 렌즈,58,30.0,51.72
TOP,카이사,망원형 개조,19,10.0,52.63
MIDDLE,브랜드,망원형 개조,22,11.0,50.0
MIDDLE,브랜드,예언자의 렌즈,19,9.0,47.37
UTILITY,제라스,망원형 개조,37,13.0,35.14
MIDDLE,코그모,망원형 개조,13,6.0,46.15
MIDDLE,바이,예언자의 렌즈,9,4.0,44.44
JUNGLE,아우렐리온 솔,망원형 개조,3,0.0,0.0
MIDDLE,모데카이저,예언자의 렌즈,6,2.0,33.33
TOP,신 짜오,망원형 개조,18,9.0,50.0
TOP,코그모,망원형 개조,5,1.0,20.0
TOP,마스터 이,투명 와드,49,23.0,46.94
JUNGLE,쉬바나,예언자의 렌즈,14,4.0,28.57
MIDDLE,초가스,망원형 개조,6,2.0,33.33
UTILITY,직스,망원형 개조,2,1.0,50.0
TOP,잭스,망원형 개조,19,5.0,26.32
JUNGLE,킨드레드,망원형 개조,44,23.0,52.27
MIDDLE,오른,망원형 개조,5,4.0,80.0
BOTTOM,트위스티드 페이트,망원형 개조,5,4.0,80.0
UTILITY,제라스,투명 와드,8,3.0,37.5
MIDDLE,피오라,망원형 개조,14,10.0,71.43
MIDDLE,아펠리오스,투명 와드,1,0.0,0.0
MIDDLE,베이가,예언자의 렌즈,16,9.0,56.25
BOTTOM,하이머딩거,투명 와드,8,2.0,25.0
TOP,질리언,망원형 개조,4,3.0,75.0
MIDDLE,워윅,투명 와드,11,1.0,9.09
JUNGLE,티모,투명 와드,1,0.0,0.0
MIDDLE,누누와 윌럼프,망원형 개조,5,2.0,40.0
JUNGLE,문도 박사,망원형 개조,5,2.0,40.0
JUNGLE,나피리,투명 와드,16,6.0,37.5
JUNGLE,에코,망원형 개조,18,6.0,33.33
BOTTOM,이렐리아,투명 와드,2,0.0,0.0
JUNGLE,아무무,예언자의 렌즈,94,39.0,41.49
TOP,초가스,망원형 개조,25,9.0,36.0
TOP,아리,망원형 개조,2,1.0,50.0
MIDDLE,아트록스,망원형 개조,10,4.0,40.0
MIDDLE,자크,망원형 개조,7,6.0,85.71
TOP,스카너,투명 와드,6,4.0,66.67
BOTTOM,럭스,망원형 개조,1,1.0,100.0
TOP,스몰더,예언자의 렌즈,7,2.0,28.57
MIDDLE,럼블,망원형 개조,44,24.0,54.55
MIDDLE,워윅,예언자의 렌즈,24,13.0,54.17
MIDDLE,신 짜오,예언자의 렌즈,16,8.0,50.0
UTILITY,브라움,망원형 개조,4,3.0,75.0
MIDDLE,피오라,예언자의 렌즈,3,2.0,66.67
JUNGLE,엘리스,투명 와드,14,6.0,42.86
UTILITY,리 신,투명 와드,5,1.0,20.0
UTILITY,멜,투명 와드,3,1.0,33.33
MIDDLE,세라핀,예언자의 렌즈,5,2.0,40.0
TOP,카사딘,투명 와드,20,8.0,40.0
UTILITY,비에고,예언자의 렌즈,8,3.0,37.5
MIDDLE,신 짜오,투명 와드,8,2.0,25.0
MIDDLE,아이번,망원형 개조,20,14.0,70.0
MIDDLE,마스터 이,망원형 개조,12,4.0,33.33
UTILITY,피즈,예언자의 렌즈,5,2.0,40.0
JUNGLE,벨베스,망원형 개조,4,0.0,0.0
MIDDLE,카직스,예언자의 렌즈,1,1.0,100.0
JUNGLE,제리,예언자의 렌즈,3,1.0,33.33
JUNGLE,키아나,망원형 개조,4,3.0,75.0
UTILITY,아칼리,예언자의 렌즈,3,3.0,100.0
MIDDLE,하이머딩거,예언자의 렌즈,15,8.0,53.33
UTILITY,누누와 윌럼프,예언자의 렌즈,22,13.0,59.09
TOP,신드라,예언자의 렌즈,12,7.0,58.33
TOP,이즈리얼,망원형 개조,2,1.0,50.0
BOTTOM,크산테,투명 와드,2,0.0,0.0
JUNGLE,릴리아,망원형 개조,15,9.0,60.0
UTILITY,카르마,망원형 개조,22,13.0,59.09
TOP,바이,예언자의 렌즈,13,5.0,38.46
BOTTOM,닐라,예언자의 렌즈,4,2.0,50.0
BOTTOM,키아나,예언자의 렌즈,17,10.0,58.82
JUNGLE,탈리야,투명 와드,30,15.0,50.0
MIDDLE,그라가스,망원형 개조,13,6.0,46.15
JUNGLE,람머스,망원형 개조,48,27.0,56.25
MIDDLE,브랜드,투명 와드,19,5.0,26.32
MIDDLE,신 짜오,망원형 개조,1,0.0,0.0
MIDDLE,이블린,투명 와드,3,1.0,33.33
TOP,탈론,예언자의 렌즈,12,6.0,50.0
MIDDLE,트위치,망원형 개조,20,12.0,60.0
TOP,브라이어,투명 와드,10,3.0,30.0
BOTTOM,르블랑,예언자의 렌즈,1,0.0,0.0
TOP,아펠리오스,망원형 개조,2,0.0,0.0
UTILITY,요릭,예언자의 렌즈,3,2.0,66.67
BOTTOM,스웨인,예언자의 렌즈,19,10.0,52.63
MIDDLE,하이머딩거,망원형 개조,19,10.0,52.63
UTILITY,오른,예언자의 렌즈,10,6.0,60.0
TOP,니코,투명 와드,30,14.0,46.67
BOTTOM,징크스,예언자의 렌즈,4,2.0,50.0
TOP,오리아나,투명 와드,18,7.0,38.89
UTILITY,사일러스,투명 와드,4,0.0,0.0
BOTTOM,모르가나,예언자의 렌즈,1,0.0,0.0
TOP,세나,투명 와드,13,9.0,69.23
UTILITY,다리우스,예언자의 렌즈,3,1.0,33.33
TOP,나피리,투명 와드,18,12.0,66.67
TOP,카사딘,예언자의 렌즈,18,11.0,61.11
JUNGLE,아무무,투명 와드,3,0.0,0.0
BOTTOM,카르마,망원형 개조,3,2.0,66.67
TOP,흐웨이,투명 와드,2,2.0,100.0
TOP,벡스,망원형 개조,1,1.0,100.0
TOP,바이,투명 와드,5,3.0,60.0
MIDDLE,나서스,예언자의 렌즈,8,6.0,75.0
BOTTOM,비에고,예언자의 렌즈,10,6.0,60.0
MIDDLE,케일,망원형 개조,33,16.0,48.48
TOP,벨베스,투명 와드,58,32.0,55.17
JUNGLE,아우렐리온 솔,예언자의 렌즈,5,2.0,40.0
TOP,벡스,예언자의 렌즈,9,7.0,77.78
UTILITY,노틸러스,망원형 개조,2,1.0,50.0
BOTTOM,애쉬,예언자의 렌즈,4,1.0,25.0
MIDDLE,리븐,망원형 개조,5,3.0,60.0
UTILITY,갈리오,망원형 개조,2,1.0,50.0
UTILITY,가렌,예언자의 렌즈,4,2.0,50.0
UTILITY,판테온,망원형 개조,1,0.0,0.0
TOP,타릭,예언자의 렌즈,1,0.0,0.0
MIDDLE,바루스,투명 와드,16,8.0,50.0
TOP,베이가,투명 와드,6,3.0,50.0
BOTTOM,키아나,투명 와드,3,0.0,0.0
BOTTOM,아지르,망원형 개조,3,3.0,100.0
MIDDLE,베인,투명 와드,7,1.0,14.29
TOP,알리스타,예언자의 렌즈,1,0.0,0.0
TOP,비에고,망원형 개조,3,0.0,0.0
MIDDLE,카밀,망원형 개조,7,3.0,42.86
UTILITY,스몰더,예언자의 렌즈,2,0.0,0.0
TOP,일라오이,예언자의 렌즈,44,15.0,34.09
BOTTOM,사이온,투명 와드,1,0.0,0.0
UTILITY,사이온,예언자의 렌즈,29,13.0,44.83
UTILITY,레오나,투명 와드,6,0.0,0.0
MIDDLE,뽀삐,예언자의 렌즈,11,10.0,90.91
MIDDLE,일라오이,투명 와드,10,3.0,30.0
TOP,말자하,투명 와드,13,6.0,46.15
MIDDLE,제라스,예언자의 렌즈,8,4.0,50.0
TOP,아리,예언자의 렌즈,10,3.0,30.0
TOP,멜,투명 와드,1,0.0,0.0
JUNGLE,브라이어,망원형 개조,11,5.0,45.45
BOTTOM,제라스,예언자의 렌즈,1,1.0,100.0
UTILITY,룰루,투명 와드,6,1.0,16.67
TOP,트런들,예언자의 렌즈,23,12.0,52.17
TOP,루시안,예언자의 렌즈,1,0.0,0.0
MIDDLE,오른,예언자의 렌즈,5,3.0,60.0
MIDDLE,가렌,망원형 개조,13,7.0,53.85
MIDDLE,제리,투명 와드,3,2.0,66.67
MIDDLE,뽀삐,망원형 개조,4,4.0,100.0
UTILITY,소나,투명 와드,2,0.0,0.0
BOTTOM,신지드,예언자의 렌즈,23,13.0,56.52
MIDDLE,그웬,투명 와드,7,3.0,42.86
MIDDLE,갱플랭크,투명 와드,19,5.0,26.32
TOP,아리,투명 와드,8,3.0,37.5
UTILITY,바루스,망원형 개조,1,0.0,0.0
BOTTOM,가렌,예언자의 렌즈,1,0.0,0.0
BOTTOM,트위스티드 페이트,투명 와드,1,0.0,0.0
JUNGLE,진,투명 와드,1,0.0,0.0
MIDDLE,직스,예언자의 렌즈,3,2.0,66.67
UTILITY,리 신,예언자의 렌즈,15,6.0,40.0
UTILITY,아이번,예언자의 렌즈,20,12.0,60.0
JUNGLE,이즈리얼,망원형 개조,2,1.0,50.0
MIDDLE,카직스,투명 와드,1,0.0,0.0
BOTTOM,자크,투명 와드,1,0.0,0.0
JUNGLE,암베사,망원형 개조,6,0.0,0.0
BOTTOM,다리우스,망원형 개조,1,0.0,0.0
UTILITY,카르마,투명 와드,5,1.0,20.0
BOTTOM,라이즈,망원형 개조,4,2.0,50.0
TOP,빅토르,예언자의 렌즈,7,4.0,57.14
UTILITY,신드라,예언자의 렌즈,22,9.0,40.91
BOTTOM,루시안,예언자의 렌즈,28,11.0,39.29
MIDDLE,노틸러스,망원형 개조,3,1.0,33.33
MIDDLE,그레이브즈,예언자의 렌즈,7,2.0,28.57
JUNGLE,그레이브즈,망원형 개조,7,5.0,71.43
UTILITY,피오라,예언자의 렌즈,4,4.0,100.0
TOP,시비르,망원형 개조,1,1.0,100.0
UTILITY,노틸러스,투명 와드,6,2.0,33.33
JUNGLE,트위치,망원형 개조,6,3.0,50.0
BOTTOM,브랜드,망원형 개조,10,7.0,70.0
TOP,르블랑,투명 와드,5,3.0,60.0
JUNGLE,제드,망원형 개조,12,5.0,41.67
UTILITY,럭스,망원형 개조,3,2.0,66.67
UTILITY,소라카,망원형 개조,17,7.0,41.18
BOTTOM,트위치,예언자의 렌즈,7,3.0,42.86
TOP,카이사,투명 와드,3,2.0,66.67
TOP,질리언,예언자의 렌즈,2,0.0,0.0
UTILITY,클레드,예언자의 렌즈,9,2.0,22.22
JUNGLE,가렌,예언자의 렌즈,1,0.0,0.0
UTILITY,칼리스타,예언자의 렌즈,2,1.0,50.0
MIDDLE,벨코즈,예언자의 렌즈,7,3.0,42.86
BOTTOM,람머스,망원형 개조,2,0.0,0.0
MIDDLE,우디르,예언자의 렌즈,4,4.0,100.0
TOP,칼리스타,예언자의 렌즈,2,1.0,50.0
MIDDLE,벨베스,투명 와드,2,1.0,50.0
MIDDLE,파이크,투명 와드,2,2.0,100.0
BOTTOM,하이머딩거,예언자의 렌즈,19,7.0,36.84
BOTTOM,초가스,투명 와드,3,2.0,66.67
TOP,진,망원형 개조,3,1.0,33.33
UTILITY,카타리나,예언자의 렌즈,5,2.0,40.0
JUNGLE,자헨,투명 와드,3,2.0,66.67
MIDDLE,우르곳,투명 와드,12,8.0,66.67
TOP,벨베스,망원형 개조,9,4.0,44.44
JUNGLE,엘리스,망원형 개조,8,4.0,50.0
BOTTOM,오로라,투명 와드,4,0.0,0.0
MIDDLE,바루스,예언자의 렌즈,13,7.0,53.85
TOP,소라카,망원형 개조,24,11.0,45.83
BOTTOM,사미라,예언자의 렌즈,16,9.0,56.25
MIDDLE,요릭,예언자의 렌즈,4,0.0,0.0
UTILITY,미스 포츈,예언자의 렌즈,5,3.0,60.0
UTILITY,그레이브즈,예언자의 렌즈,1,0.0,0.0
JUNGLE,모데카이저,예언자의 렌즈,12,7.0,58.33
UTILITY,아크샨,예언자의 렌즈,8,3.0,37.5
TOP,이블린,망원형 개조,6,2.0,33.33
TOP,베이가,망원형 개조,7,5.0,71.43
JUNGLE,람머스,투명 와드,18,4.0,22.22
MIDDLE,아우렐리온 솔,예언자의 렌즈,21,12.0,57.14
TOP,유나라,망원형 개조,1,0.0,0.0
JUNGLE,티모,망원형 개조,1,0.0,0.0
JUNGLE,사일러스,망원형 개조,15,6.0,40.0
MIDDLE,퀸,망원형 개조,12,2.0,16.67
BOTTOM,베인,예언자의 렌즈,1,0.0,0.0
JUNGLE,스카너,투명 와드,12,3.0,25.0
MIDDLE,탐 켄치,투명 와드,4,2.0,50.0
MIDDLE,벨베스,망원형 개조,2,1.0,50.0
TOP,자르반 4세,망원형 개조,6,4.0,66.67
BOTTOM,오로라,예언자의 렌즈,5,2.0,40.0
MIDDLE,우르곳,예언자의 렌즈,9,5.0,55.56
TOP,스카너,망원형 개조,6,0.0,0.0
MIDDLE,나르,망원형 개조,8,4.0,50.0
JUNGLE,모데카이저,투명 와드,7,4.0,57.14
JUNGLE,올라프,투명 와드,9,2.0,22.22
TOP,코그모,투명 와드,2,0.0,0.0
BOTTOM,아지르,투명 와드,3,1.0,33.33
JUNGLE,다리우스,투명 와드,4,1.0,25.0
TOP,벡스,투명 와드,1,1.0,100.0
MIDDLE,징크스,투명 와드,1,0.0,0.0
UTILITY,쉔,투명 와드,1,0.0,0.0
TOP,쉬바나,투명 와드,7,3.0,42.86
TOP,아크샨,예언자의 렌즈,6,1.0,16.67
MIDDLE,룰루,망원형 개조,12,3.0,25.0
UTILITY,블리츠크랭크,망원형 개조,1,1.0,100.0
UTILITY,마오카이,투명 와드,1,0.0,0.0
MIDDLE,하이머딩거,투명 와드,14,8.0,57.14
MIDDLE,트위치,투명 와드,7,3.0,42.86
TOP,럭스,투명 와드,1,0.0,0.0
MIDDLE,코그모,투명 와드,5,3.0,60.0
JUNGLE,샤코,망원형 개조,4,1.0,25.0
UTILITY,모데카이저,예언자의 렌즈,5,3.0,60.0
MIDDLE,세주아니,투명 와드,9,4.0,44.44
MIDDLE,나르,투명 와드,5,1.0,20.0
UTILITY,트린다미어,예언자의 렌즈,6,2.0,33.33
MIDDLE,징크스,망원형 개조,3,1.0,33.33
JUNGLE,나피리,망원형 개조,4,3.0,75.0
MIDDLE,베인,예언자의 렌즈,1,0.0,0.0
MIDDLE,케인,예언자의 렌즈,1,1.0,100.0
TOP,녹턴,예언자의 렌즈,2,0.0,0.0
UTILITY,렝가,망원형 개조,1,0.0,0.0
BOTTOM,가렌,투명 와드,1,0.0,0.0
MIDDLE,케이틀린,투명 와드,1,1.0,100.0
BOTTOM,갈리오,망원형 개조,1,1.0,100.0
JUNGLE,타릭,예언자의 렌즈,2,1.0,50.0
UTILITY,아트록스,예언자의 렌즈,4,2.0,50.0
UTILITY,밀리오,망원형 개조,4,2.0,50.0
TOP,브랜드,망원형 개조,8,4.0,50.0
BOTTOM,말자하,투명 와드,1,0.0,0.0
UTILITY,말파이트,투명 와드,1,0.0,0.0
MIDDLE,다리우스,투명 와드,4,2.0,50.0
MIDDLE,노틸러스,투명 와드,5,1.0,20.0
MIDDLE,녹턴,예언자의 렌즈,1,1.0,100.0
MIDDLE,마스터 이,예언자의 렌즈,16,9.0,56.25
TOP,케일,예언자의 렌즈,15,12.0,80.0
BOTTOM,애니비아,투명 와드,7,3.0,42.86
TOP,카사딘,망원형 개조,6,3.0,50.0
BOTTOM,키아나,망원형 개조,6,2.0,33.33
TOP,마스터 이,예언자의 렌즈,15,9.0,60.0
JUNGLE,베인,예언자의 렌즈,5,1.0,20.0
TOP,칼리스타,투명 와드,3,0.0,0.0
TOP,질리언,투명 와드,6,2.0,33.33
BOTTOM,케이틀린,예언자의 렌즈,9,6.0,66.67
MIDDLE,요릭,투명 와드,5,0.0,0.0
UTILITY,멜,망원형 개조,7,2.0,28.57
TOP,제리,망원형 개조,4,2.0,50.0
JUNGLE,피즈,예언자의 렌즈,7,2.0,28.57
TOP,브랜드,투명 와드,6,1.0,16.67
MIDDLE,아이번,투명 와드,5,2.0,40.0
TOP,케이틀린,투명 와드,3,1.0,33.33
MIDDLE,그레이브즈,망원형 개조,1,0.0,0.0
TOP,람머스,투명 와드,12,6.0,50.0
MIDDLE,소라카,투명 와드,1,0.0,0.0
UTILITY,알리스타,투명 와드,4,2.0,50.0
TOP,피즈,투명 와드,1,0.0,0.0
TOP,람머스,망원형 개조,4,4.0,100.0
TOP,제리,투명 와드,2,0.0,0.0
MIDDLE,마오카이,예언자의 렌즈,1,1.0,100.0
MIDDLE,케일,예언자의 렌즈,3,1.0,33.33
TOP,헤카림,투명 와드,1,0.0,0.0
UTILITY,블리츠크랭크,투명 와드,2,0.0,0.0
JUNGLE,스카너,망원형 개조,6,1.0,16.67
UTILITY,흐웨이,투명 와드,1,0.0,0.0
UTILITY,사미라,예언자의 렌즈,1,0.0,0.0
TOP,탐 켄치,망원형 개조,11,3.0,27.27
UTILITY,그웬,예언자의 렌즈,1,0.0,0.0
MIDDLE,볼리베어,망원형 개조,5,4.0,80.0
UTILITY,워윅,예언자의 렌즈,1,0.0,0.0
TOP,엘리스,망원형 개조,2,2.0,100.0
MIDDLE,오른,투명 와드,3,0.0,0.0
MIDDLE,티모,투명 와드,4,1.0,25.0
MIDDLE,카이사,투명 와드,4,1.0,25.0
JUNGLE,워윅,망원형 개조,11,5.0,45.45
TOP,말자하,예언자의 렌즈,8,4.0,50.0
JUNGLE,쉬바나,투명 와드,5,3.0,60.0
MIDDLE,피오라,투명 와드,4,3.0,75.0
BOTTOM,탈리야,예언자의 렌즈,1,1.0,100.0
TOP,아펠리오스,투명 와드,1,0.0,0.0
TOP,스카너,예언자의 렌즈,7,5.0,71.43
MIDDLE,자이라,투명 와드,4,2.0,50.0
MIDDLE,볼리베어,투명 와드,1,0.0,0.0
UTILITY,소나,망원형 개조,3,0.0,0.0
TOP,블리츠크랭크,투명 와드,1,0.0,0.0
MIDDLE,워윅,망원형 개조,3,2.0,66.67
MIDDLE,샤코,예언자의 렌즈,1,0.0,0.0
BOTTOM,사일러스,예언자의 렌즈,2,1.0,50.0
TOP,조이,투명 와드,7,5.0,71.43
